EncodingTrials.thisRepN,EncodingTrials.thisTrialN,EncodingTrials.thisN,EncodingTrials.thisIndex,Instructions.started,Instructions.stopped,Trial_Order,triplet1,triplet2,triplet3,Triplet1.started,Triplet1.stopped,Triplet2.started,Triplet2.stopped,Triplet3.started,Triplet3.stopped,sound_pop.started,sound_pop.stopped,sound_pop2.started,sound_pop2.stopped,sound_pop3.started,sound_pop3.stopped,Mask.started,Mask.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,24.20666940000956,None,LMR,images/OBJ_152.png,images/OBJ_23.png,images/OBJ_63.png,25.39148040000873,26.895943099996657,27.379646900008083,28.879209500009893,29.378602099997806,None,25.396909360037537,None,27.37966652000323,None,29.37905061999918,None,30.87815849999606,None,,,,,,
