EncodingTrials.thisRepN,EncodingTrials.thisTrialN,EncodingTrials.thisN,EncodingTrials.thisIndex,Instructions.started,Instructions.stopped,Trial_Order,triplet1,triplet2,triplet3,Triplet1.started,Triplet1.stopped,Triplet2.started,Triplet2.stopped,Triplet3.started,Triplet3.stopped,sound_pop.started,sound_pop.stopped,sound_pop2.started,sound_pop2.stopped,sound_pop3.started,sound_pop3.stopped,Mask.started,Mask.stopped,encodingType,nextTrial,encodingTrials,img1.started,img1.stopped,img2.started,img2.stopped,img3.started,img3.stopped,sound_pop4.started,sound_pop4.stopped,sound_pop5.started,sound_pop5.stopped,sound_pop6.started,sound_pop6.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,74.72140929999296,None,LMR,images/OBJ_16.png,images/OBJ_170.png,images/OBJ_152.png,76.53788640000857,78.03763929998968,78.53766009991523,80.03669889993034,80.53654269990511,None,76.53707157997415,None,78.53761005999986,None,80.53652955992148,None,82.03614779992495,None,same,None,1,83.66219659999479,85.16891699994449,85.651719699963,87.1513038999401,87.651586699998,None,83.6691501399735,None,85.65173915999476,None,87.65125106000342,None,,,,,,
