EncodingTrials.thisRepN,EncodingTrials.thisTrialN,EncodingTrials.thisN,EncodingTrials.thisIndex,RetrievalTrials.thisRepN,RetrievalTrials.thisTrialN,RetrievalTrials.thisN,RetrievalTrials.thisIndex,Instructions.started,Instructions.stopped,fixation.started,fixation.stopped,Trial_Order,triplet1,triplet2,triplet3,Triplet1.started,Triplet1.stopped,Triplet2.started,Triplet2.stopped,Triplet3.started,Triplet3.stopped,sound_pop.started,sound_pop.stopped,sound_pop2.started,sound_pop2.stopped,sound_pop3.started,sound_pop3.stopped,Mask.started,Mask.stopped,encodingType,nextTrial,encodingTrials,img1.started,img1.stopped,img2.started,img2.stopped,img3.started,img3.stopped,sound_pop4.started,sound_pop4.stopped,sound_pop5.started,sound_pop5.stopped,sound_pop6.started,sound_pop6.stopped,text_2.started,text_2.stopped,methodCheck,Method Clicked,text.started,text.stopped,sameText.started,sameText.stopped,diffText.started,diffText.stopped,leftCL.started,leftCL.stopped,rightCL.started,rightCL.stopped,MethodMouse.x,MethodMouse.y,MethodMouse.leftButton,MethodMouse.midButton,MethodMouse.rightButton,MethodMouse.time,MethodMouse.clicked_name,MethodMouse.started,MethodMouse.stopped,clickedSound.started,clickedSound.stopped,retType,retIMG,retIMG.started,retIMG.stopped,sound_pop7.started,sound_pop7.stopped,question_text.started,question_text.stopped,retTrials,decisionQ_2.started,decisionQ_2.stopped,first_left.started,first_left.stopped,second_middle.started,second_middle.stopped,third_right.started,third_right.stopped,First.started,First.stopped,Second.started,Second.stopped,Third.started,Third.stopped,Order_Position_Response.x,Order_Position_Response.y,Order_Position_Response.leftButton,Order_Position_Response.midButton,Order_Position_Response.rightButton,Order_Position_Response.clicked_name,Order_Position_Response.started,Order_Position_Response.stopped,participant,date,expName,psychopyVersion,frameRate,
0,0,0,0,,,,,15.927519300021231,None,16.264625300071202,None,LMR,images/OBJ_137.png,images/OBJ_171.png,images/OBJ_128.png,18.148282000096515,19.66314429999329,20.14633630006574,21.64591640001163,22.145742900087498,None,18.14692293999251,None,20.1468243100564,None,22.146243610058445,None,23.645318199996836,None,same,None,1,25.298029400059022,26.811532100080512,27.294240800081752,28.793782000080682,29.293654400040396,None,25.29478300001938,None,27.294231010007206,None,29.293664510000962,None,30.793236500001512,None,1,['leftCL'],31.793432400096208,None,31.793432400096208,None,31.793432400096208,None,31.793432400096208,None,31.793432400096208,None,-0.17578125,-0.3515625,1,0,0,1.3637173000024632,leftCL,0.013262410066090524,None,33.1597099100356,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BS1005,2023-07-11_10h19.03.672,exp,2021.1.4,59.99977198516058,
1,0,1,0,,,,,,,33.671356500010006,None,LMR,images/OBJ_35.png,images/OBJ_89.png,images/OBJ_126.png,35.49266990006436,37.00812840007711,37.49140180007089,38.99081800004933,39.49069220002275,None,35.49191260000225,None,37.49173171002185,None,39.49068071005168,None,40.99025090003852,None,same,None,2,42.560465400107205,44.07269120006822,44.555871100048535,46.05543740000576,46.55526769999415,None,42.55646455002716,None,44.55595481010387,None,46.55577491001459,None,48.0548743000254,None,1,['leftCL'],49.05455390003044,None,49.05455390003044,None,49.05455390003044,None,49.05455390003044,None,49.05455390003044,None,-0.1171875,-0.3388671875,1,0,0,1.2330054000485688,leftCL,0.01639491005335003,None,50.28754501008662,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BS1005,2023-07-11_10h19.03.672,exp,2021.1.4,59.99977198516058,
2,0,2,0,,,,,,,50.79163300001528,None,LMR,images/OBJ_41.png,images/OBJ_47.png,images/OBJ_36.png,52.60335270001087,54.103088200092316,54.603329300065525,56.10251340002287,56.60237199999392,None,52.60357538996032,None,54.60293181006564,None,56.60237021009671,None,58.10190650005825,None,diff,RML,3,59.67715530004352,61.18437580007594,61.66756460000761,63.16713570000138,63.66695990005974,None,59.684711960074495,None,61.66762561000651,None,63.66749691007426,None,65.16655830002856,None,1,['rightCL'],66.16625840007327,None,66.16625840007327,None,66.16625840007327,None,66.16625840007327,None,66.16625840007327,None,0.1416015625,-0.2509765625,1,0,0,0.5007814000127837,rightCL,0.016395709943026304,None,66.66611201000633,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BS1005,2023-07-11_10h19.03.672,exp,2021.1.4,59.99977198516058,
3,0,3,0,,,,,,,67.17228920001071,None,LRM,images/OBJ_111.png,images/OBJ_55.png,images/OBJ_69.png,68.98767669999506,70.4982769000344,70.98152450006455,72.48105870001018,72.9809627000941,None,68.9988201999804,None,70.98149751009187,None,72.98091900999425,None,74.48048760008533,None,same,RML,4,76.06215230003,77.56289040006232,78.06275730009656,79.56232210004237,80.06215130002238,None,76.06376166006085,None,78.06272541008657,None,80.06219281010563,None,81.56225870002527,None,1,['leftCL'],82.5619880000595,None,82.5619880000595,None,82.5619880000595,None,82.5619880000595,None,82.5619880000595,None,-0.146484375,-0.34375,1,0,0,0.332754599978216,leftCL,0.016392909921705723,None,82.89470690999879,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BS1005,2023-07-11_10h19.03.672,exp,2021.1.4,59.99977198516058,
4,0,4,0,,,,,,,83.40221550001297,None,MLR,images/OBJ_188.png,images/OBJ_98.png,images/OBJ_140.png,85.21646180003881,86.72691040008795,87.21008400002029,88.70965800003614,89.20952330005821,None,85.22789009998087,None,87.21009811001132,None,89.20949401006801,None,90.70908470009454,None,same,RML,5,92.29089400009252,93.7914926999947,94.29135220008902,95.79130010004155,96.2908097000327,None,92.29195706003811,None,94.2913395099924,None,96.29076771006221,None,97.79036169999745,None,1,['leftCL'],98.7900780000491,None,98.7900780000491,None,98.7900780000491,None,98.7900780000491,None,98.7900780000491,None,-0.146484375,-0.34375,1,0,0,0.3837548999581486,leftCL,0.016392109915614128,None,99.17377601003973,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BS1005,2023-07-11_10h19.03.672,exp,2021.1.4,59.99977198516058,
,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.77197741005803,None,old,images/OBJ_140.png,99.96424540004227,None,99.97306229000678,None,101.47262100002263,None,1,102.47303019999526,None,103.43876220006496,None,103.43876220006496,None,103.43876220006496,None,103.43876220006496,None,103.43876220006496,None,103.43876220006496,None,0.0322265625,-0.154296875,1,0,0,second_middle,1.0152984100859612,None,BS1005,2023-07-11_10h19.03.672,exp,2021.1.4,59.99977198516058,
,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.32063551001484,None,old,images/OBJ_98.png,104.51922110002488,None,104.52175145996735,None,106.0213188000489,None,2,107.02103050006554,None,107.98738400009461,None,107.98738400009461,None,107.98738400009461,None,107.98738400009461,None,107.98738400009461,None,107.98738400009461,None,-0.0087890625,-0.28125,1,0,0,third_right,0.9991358100669459,None,BS1005,2023-07-11_10h19.03.672,exp,2021.1.4,59.99977198516058,
,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.31916871002177,None,old,images/OBJ_137.png,109.06359170004725,None,109.07042756006122,None,110.56999780004844,None,3,111.56967930006795,None,112.55274120008107,None,112.55274120008107,None,112.55274120008107,None,112.55274120008107,None,112.55274120008107,None,112.55274120008107,None,0.0009765625,0.048828125,1,0,0,first_left,1.0153738100780174,None,BS1005,2023-07-11_10h19.03.672,exp,2021.1.4,59.99977198516058,
,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.25104701005621,None,old,images/OBJ_55.png,114.04684790002648,None,114.05233094998403,None,115.55184220010415,None,4,116.55221600004006,None,117.53460910008289,None,117.53460910008289,None,117.53460910008289,None,117.53460910008289,None,117.53460910008289,None,117.53460910008289,None,-0.005859375,-0.1328125,1,0,0,second_middle,1.015400110045448,None,BS1005,2023-07-11_10h19.03.672,exp,2021.1.4,59.99977198516058,
,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.8830717099947,None,old,images/OBJ_89.png,119.00988160003908,None,119.01752187000821,None,120.51755420002155,None,5,121.51729460002389,None,122.48312340001576,None,122.48312340001576,None,122.48312340001576,None,122.48312340001576,None,122.48312340001576,None,122.48312340001576,None,-0.005859375,-0.1337890625,1,0,0,second_middle,0.9992167101008818,None,BS1005,2023-07-11_10h19.03.672,exp,2021.1.4,59.99977198516058,
