EncodingTrials.thisRepN,EncodingTrials.thisTrialN,EncodingTrials.thisN,EncodingTrials.thisIndex,Instructions.started,Instructions.stopped,Trial_Order,triplet1,participant,date,expName,psychopyVersion,frameRate,
,,,,51.783581799827516,None,RLM,images/OBJ_55.png,,,,,,
