EncodingTrials.thisRepN,EncodingTrials.thisTrialN,EncodingTrials.thisN,EncodingTrials.thisIndex,Instructions.started,Instructions.stopped,Trial_Order,triplet1,triplet2,triplet3,Triplet1.started,Triplet1.stopped,Triplet2.started,Triplet2.stopped,Triplet3.started,Triplet3.stopped,sound_pop.started,sound_pop.stopped,sound_pop2.started,sound_pop2.stopped,sound_pop3.started,sound_pop3.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,56.87081219999527,None,RML,images/OBJ_55.png,images/OBJ_104.png,images/OBJ_178.png,59.06820219999645,60.58286070000031,61.06604900000093,62.56566749999183,63.06548579999071,None,59.066691449988866,None,61.06609470999101,None,63.06549900999526,None,,,,,,
