EncodingTrials.thisRepN,EncodingTrials.thisTrialN,EncodingTrials.thisN,EncodingTrials.thisIndex,Instructions.started,Instructions.stopped,Trial_Order,triplet1,triplet2,triplet3,participant,date,expName,psychopyVersion,frameRate,
,,,,11.64805754200097,None,RML,images/OBJ_145.png,images/OBJ_58.png,images/OBJ_3.png,,,,,,
