EncodingTrials.thisRepN,EncodingTrials.thisTrialN,EncodingTrials.thisN,EncodingTrials.thisIndex,Instructions.started,Instructions.stopped,Trial_Order,triplet1,triplet2,triplet3,Triplet1.started,Triplet1.stopped,Triplet2.started,Triplet2.stopped,Triplet3.started,Triplet3.stopped,sound_pop.started,sound_pop.stopped,sound_pop2.started,sound_pop2.stopped,sound_pop3.started,sound_pop3.stopped,Mask.started,Mask.stopped,encodingType,nextTrial,encodingTrials,img1.started,img1.stopped,img2.started,img2.stopped,img3.started,img3.stopped,sound_pop4.started,sound_pop4.stopped,sound_pop5.started,sound_pop5.stopped,sound_pop6.started,sound_pop6.stopped,text_2.started,text_2.stopped,methodCheck,Method Clicked,text.started,text.stopped,sameText.started,sameText.stopped,diffText.started,diffText.stopped,leftCL.started,leftCL.stopped,rightCL.started,rightCL.stopped,MethodMouse.x,MethodMouse.y,MethodMouse.leftButton,MethodMouse.midButton,MethodMouse.rightButton,MethodMouse.time,MethodMouse.clicked_name,MethodMouse.started,MethodMouse.stopped,clickedSound.started,clickedSound.stopped,participant,date,expName,psychopyVersion,frameRate,
0,0,0,0,12.238005200008047,None,LMR,images/OBJ_186.png,images/OBJ_197.png,images/OBJ_5.png,13.476924000002327,14.987877599996864,15.471084500008146,16.970169799998985,17.47001600000658,None,13.487751240003854,None,15.47057341000036,None,17.470035610008928,None,18.969599899995956,None,same,None,1,20.600429500002065,22.101984000008088,22.601820199997746,24.10142000000633,24.601281800001743,None,20.602327090002657,None,22.60186040999688,None,24.601256609997655,None,26.10081679999712,None,1,['leftCL'],27.100519900006475,None,27.100519900006475,None,27.100519900006475,None,27.100519900006475,None,27.100519900006475,None,-0.17480469,-0.26757812,1,0,0,1.38013890000002,leftCL,0.013465210009599105,None,28.483471510001984,None,ad,2022-07-29_15h28.42.524,exp,2021.1.4,59.993796643081055,
,,,,,,LRM,images/OBJ_53.png,images/OBJ_183.png,images/OBJ_167.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
