EncodingTrials.thisRepN,EncodingTrials.thisTrialN,EncodingTrials.thisN,EncodingTrials.thisIndex,thisRow.t,notes,Instructions.started,Instructions.stopped,fixation.started,fixation.stopped,trialOrder,triplet1,triplet2,triplet3,Trial_Order,participant,date,expName,psychopyVersion,frameRate,
,,,,,,327.3810171999503,None,331.01092359999893,None,MLR,images/OBJ_82.png,images/OBJ_80.png,images/OBJ_97.png,MLR,,,,,,
