EncodingTrials.thisRepN,EncodingTrials.thisTrialN,EncodingTrials.thisN,EncodingTrials.thisIndex,Instructions.started,Instructions.stopped,fixation.started,fixation.stopped,trialOrder,triplet1,triplet2,triplet3,Triplet1.started,Triplet1.stopped,Triplet2.started,Triplet2.stopped,Triplet3.started,Triplet3.stopped,sound_pop.started,sound_pop.stopped,sound_pop2.started,sound_pop2.stopped,sound_pop3.started,sound_pop3.stopped,Mask.started,Mask.stopped,encodingType,nextTrial,encodingTrials,img1.started,img1.stopped,img2.started,img2.stopped,img3.started,img3.stopped,sound_pop4.started,sound_pop4.stopped,sound_pop5.started,sound_pop5.stopped,sound_pop6.started,sound_pop6.stopped,text_2.started,text_2.stopped,methodCheck,Method Clicked,text.started,text.stopped,sameText.started,sameText.stopped,diffText.started,diffText.stopped,leftCL.started,leftCL.stopped,rightCL.started,rightCL.stopped,MethodMouse.x,MethodMouse.y,MethodMouse.leftButton,MethodMouse.midButton,MethodMouse.rightButton,MethodMouse.time,MethodMouse.clicked_name,MethodMouse.started,MethodMouse.stopped,clickedSound.started,clickedSound.stopped,participant,date,expName,psychopyVersion,frameRate,
0,0,0,0,11.625998800009256,None,12.201058300008299,None,RML,images/OBJ_45.png,images/OBJ_77.png,images/OBJ_133.png,14.077784199995222,15.580817899986869,16.080306699994253,17.57977939999546,18.07975040000747,None,14.080919199981144,None,16.080224400010774,None,18.080161499997484,None,19.579278699995484,None,same,None,1,21.218141799996374,22.728307599987602,23.211490899993805,24.711509599990677,25.21092499999213,None,21.22875819998444,None,23.211492100005852,None,25.21092879999487,None,26.710521300003165,None,1,['leftCL'],27.71026379999239,None,27.71026379999239,None,27.71026379999239,None,27.71026379999239,None,27.71026379999239,None,-0.125,-0.2548828125,1,0,0,0.27956739999353886,leftCL,0.013053400005446747,None,27.993482299995957,None,dfg,2023-09-14_14h28.13.253,exp,2021.1.4,60.08210821178611,
