EncodingTrials.thisRepN,EncodingTrials.thisTrialN,EncodingTrials.thisN,EncodingTrials.thisIndex,Instructions.started,Instructions.stopped,Trial_Order,triplet1,triplet2,triplet3,Triplet1.started,Triplet1.stopped,Triplet2.started,Triplet2.stopped,Triplet3.started,Triplet3.stopped,sound_pop.started,sound_pop.stopped,sound_pop2.started,sound_pop2.stopped,sound_pop3.started,sound_pop3.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,20.000902300000234,None,LMR,images/OBJ_16.png,images/OBJ_148.png,images/OBJ_19.png,20.80182429999877,22.313588299999537,22.796809699999358,24.29635739999867,24.796246599998994,None,20.81371200000285,None,22.796784949999164,None,24.79620204999901,None,,,,,,
