EncodingTrials.thisRepN,EncodingTrials.thisTrialN,EncodingTrials.thisN,EncodingTrials.thisIndex,Instructions.started,Instructions.stopped,fixation.started,fixation.stopped,Trial_Order,triplet1,triplet2,triplet3,Triplet1.started,Triplet1.stopped,Triplet2.started,Triplet2.stopped,Triplet3.started,Triplet3.stopped,sound_pop.started,sound_pop.stopped,sound_pop2.started,sound_pop2.stopped,sound_pop3.started,sound_pop3.stopped,Mask.started,Mask.stopped,encodingType,nextTrial,encodingTrials,img1.started,img1.stopped,img2.started,img2.stopped,img3.started,img3.stopped,sound_pop4.started,sound_pop4.stopped,sound_pop5.started,sound_pop5.stopped,sound_pop6.started,sound_pop6.stopped,text_2.started,text_2.stopped,methodCheck,Method Clicked,text.started,text.stopped,sameText.started,sameText.stopped,diffText.started,diffText.stopped,leftCL.started,leftCL.stopped,rightCL.started,rightCL.stopped,MethodMouse.x,MethodMouse.y,MethodMouse.leftButton,MethodMouse.midButton,MethodMouse.rightButton,MethodMouse.time,MethodMouse.clicked_name,MethodMouse.started,MethodMouse.stopped,clickedSound.started,clickedSound.stopped,participant,date,expName,psychopyVersion,frameRate,
0,0,0,0,11.711277599999448,None,12.233432000008179,None,MLR,images/OBJ_189.png,images/OBJ_101.png,images/OBJ_52.png,14.099471300010919,15.59914750000462,16.099030299999868,17.598562300001504,18.098892100009834,None,14.099455290015612,None,16.099040730005072,None,18.098358930008544,None,19.597985200001858,None,diff,RLM,1,21.238894000009168,22.747075300008873,23.230706900008954,24.729771800004528,25.22962589999952,None,21.24731810000958,None,23.230178330013587,None,25.22958803000074,None,26.729713600012474,None,1,['rightCL'],27.728951200013398,None,27.728951200013398,None,27.728951200013398,None,27.728951200013398,None,27.728951200013398,None,0.1220703125,-0.4052734375,1,0,0,0.5467991000041366,rightCL,0.013200729998061433,None,28.661971030007408,None,1005,2023-07-13_11h59.34.543,exp,2021.1.4,60.028405444608545,
