EncodingTrials.thisRepN,EncodingTrials.thisTrialN,EncodingTrials.thisN,EncodingTrials.thisIndex,RetrievalTrials.thisRepN,RetrievalTrials.thisTrialN,RetrievalTrials.thisN,RetrievalTrials.thisIndex,EncodingBlock2.thisRepN,EncodingBlock2.thisTrialN,EncodingBlock2.thisN,EncodingBlock2.thisIndex,RetrievalBlock2.thisRepN,RetrievalBlock2.thisTrialN,RetrievalBlock2.thisN,RetrievalBlock2.thisIndex,Instructions.started,Instructions.stopped,fixation.started,fixation.stopped,Trial_Order,triplet1,triplet2,triplet3,Triplet1.started,Triplet1.stopped,Triplet2.started,Triplet2.stopped,Triplet3.started,Triplet3.stopped,sound_pop.started,sound_pop.stopped,sound_pop2.started,sound_pop2.stopped,sound_pop3.started,sound_pop3.stopped,Mask.started,Mask.stopped,encodingType,nextTrial,encodingTrials,img1.started,img1.stopped,img2.started,img2.stopped,img3.started,img3.stopped,sound_pop4.started,sound_pop4.stopped,sound_pop5.started,sound_pop5.stopped,sound_pop6.started,sound_pop6.stopped,text_2.started,text_2.stopped,methodCheck,Method Clicked,text.started,text.stopped,sameText.started,sameText.stopped,diffText.started,diffText.stopped,leftCL.started,leftCL.stopped,rightCL.started,rightCL.stopped,MethodMouse.x,MethodMouse.y,MethodMouse.leftButton,MethodMouse.midButton,MethodMouse.rightButton,MethodMouse.time,MethodMouse.clicked_name,MethodMouse.started,MethodMouse.stopped,clickedSound.started,clickedSound.stopped,retType,retIMG,retIMG.started,retIMG.stopped,sound_pop7.started,sound_pop7.stopped,question_text.started,question_text.stopped,retTrials,decisionQ_2.started,decisionQ_2.stopped,first_left.started,first_left.stopped,second_middle.started,second_middle.stopped,third_right.started,third_right.stopped,First.started,First.stopped,Second.started,Second.stopped,Third.started,Third.stopped,Order_Position_Response.x,Order_Position_Response.y,Order_Position_Response.leftButton,Order_Position_Response.midButton,Order_Position_Response.rightButton,Order_Position_Response.clicked_name,Order_Position_Response.started,Order_Position_Response.stopped,BlockBreak.started,BlockBreak.stopped,text_4.started,text_4.stopped,start2.keys,start2.rt,start2.started,start2.stopped,participant,date,expName,psychopyVersion,frameRate,
0,0,0,0,,,,,,,,,,,,,740.4726730000693,None,748.9049421000527,None,RML,images/OBJ_8.png,images/OBJ_136.png,images/OBJ_116.png,750.7712001999607,752.2702868999913,752.7701562000439,754.2696939000161,754.769538499997,None,750.7712779600057,None,752.7701673200238,None,754.7700610200293,None,756.2691520999651,None,same,None,1,757.9048032000428,759.4187019000528,759.9018922999967,761.401357099996,761.9013180000475,None,757.9024180800305,None,759.9018891199842,None,761.9013079199824,None,763.4009167000186,None,1,['leftCL'],764.4001532000257,None,764.4001532000257,None,764.4001532000257,None,764.4001532000257,None,764.4001532000257,None,-0.1826171875,-0.2998046875,1,0,0,1.6297151999315247,leftCL,0.013213619939051569,None,766.0334295199602,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pg_1001,2023-07-26_15h21.32.717,exp,2021.1.4,60.020298879901105,
1,0,1,0,,,,,,,,,,,,,,,766.7863138000248,None,LMR,images/OBJ_131.png,images/OBJ_104.png,images/OBJ_161.png,768.5632802000036,770.0651091999607,770.565381100052,772.06453470001,772.5643715000479,None,768.565550040023,None,770.5654437199585,None,772.5643735199585,None,774.0643647999968,None,same,None,2,775.6010551999789,777.1130252999719,777.596245200024,779.0958574999822,779.59614160005,None,775.597104059963,None,777.5962366199703,None,779.5961461199797,None,781.0952490000054,None,1,['leftCL'],782.0949838999659,None,782.0949838999659,None,782.0949838999659,None,782.0949838999659,None,782.0949838999659,None,-0.1826171875,-0.2998046875,1,0,0,0.41668950009625405,leftCL,0.016403820016421378,None,782.5119698200026,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pg_1001,2023-07-26_15h21.32.717,exp,2021.1.4,60.020298879901105,
,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,789.5094861200662,None,old,images/OBJ_8.png,783.2977614999982,None,783.2950579599943,None,784.8113108000252,None,1,785.810861099977,None,786.776910000015,None,786.776910000015,None,786.776910000015,None,786.776910000015,None,786.776910000015,None,786.776910000015,None,-0.001953125,0.0634765625,1,0,0,first_left,1.0157864200882614,None,,,,,,,,,pg_1001,2023-07-26_15h21.32.717,exp,2021.1.4,60.020298879901105,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,790.015170800034,None,None,None,space,95.31380959996022,None,None,pg_1001,2023-07-26_15h21.32.717,exp,2021.1.4,60.020298879901105,
,,,,,,,,0,0,0,0,,,,,,,835.792206000071,None,LRM,images/OBJ_93.png,images/OBJ_119.png,images/OBJ_30.png,837.3432202000404,838.8450930999825,839.3448622999713,840.8449385999702,841.3447763000149,None,837.3454935800518,None,839.3448860200472,None,841.344784419972,None,842.8438714999938,None,same,None,3,844.3805737000657,845.893443500041,846.3765773000196,847.875727100065,848.3755650999956,None,844.3766802600236,None,846.3766425200622,None,848.3755716200569,None,849.8751360999886,None,1,['leftCL'],850.8753679000074,None,850.8753679000074,None,850.8753679000074,None,850.8753679000074,None,850.8753679000074,None,-0.1396484375,-0.28125,1,0,0,2.3987429999979213,leftCL,0.016326820012181997,None,853.2741547200014,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pg_1001,2023-07-26_15h21.32.717,exp,2021.1.4,60.020298879901105,
,,,,,,,,1,0,1,0,,,,,,,854.0013628000161,None,LMR,images/OBJ_69.png,images/OBJ_143.png,images/OBJ_37.png,855.5494903000072,857.0563415000215,857.5395554000279,859.0396098999772,859.5389708000002,None,855.5567913800013,None,857.5395717200474,None,859.5394763200195,None,861.039035600028,None,diff,MLR,4,862.592119500041,864.1048059000168,864.5879949000664,866.0870921000605,866.5869236000581,None,862.5884360599681,None,864.5879806199694,None,866.5869397199597,None,868.0865794999991,None,1,['rightCL'],869.0861939999741,None,869.0861939999741,None,869.0861939999741,None,869.0861939999741,None,869.0861939999741,None,0.251953125,-0.30859375,1,0,0,1.016431999974884,rightCL,0.016398820094764233,None,870.1025573200197,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pg_1001,2023-07-26_15h21.32.717,exp,2021.1.4,60.020298879901105,
,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,877.2843302200665,None,old,images/OBJ_116.png,870.6283300999785,None,870.6361015600502,None,872.1353043999989,None,2,873.135018400033,None,874.1014002000447,None,874.1014002000447,None,874.1014002000447,None,874.1014002000447,None,874.1014002000447,None,874.1014002000447,None,0.0283203125,-0.333984375,1,0,0,third_right,0.9992245199391618,None,,,,,,,,,pg_1001,2023-07-26_15h21.32.717,exp,2021.1.4,60.020298879901105,
