EncodingTrials.thisRepN,EncodingTrials.thisTrialN,EncodingTrials.thisN,EncodingTrials.thisIndex,RetrievalTrials.thisRepN,RetrievalTrials.thisTrialN,RetrievalTrials.thisN,RetrievalTrials.thisIndex,Instructions.started,Instructions.stopped,Trial_Order,triplet1,triplet2,triplet3,Triplet1.started,Triplet1.stopped,Triplet2.started,Triplet2.stopped,Triplet3.started,Triplet3.stopped,sound_pop.started,sound_pop.stopped,sound_pop2.started,sound_pop2.stopped,sound_pop3.started,sound_pop3.stopped,Mask.started,Mask.stopped,encodingType,nextTrial,encodingTrials,img1.started,img1.stopped,img2.started,img2.stopped,img3.started,img3.stopped,sound_pop4.started,sound_pop4.stopped,sound_pop5.started,sound_pop5.stopped,sound_pop6.started,sound_pop6.stopped,text_2.started,text_2.stopped,methodCheck,Method Clicked,text.started,text.stopped,sameText.started,sameText.stopped,diffText.started,diffText.stopped,leftCL.started,leftCL.stopped,rightCL.started,rightCL.stopped,MethodMouse.x,MethodMouse.y,MethodMouse.leftButton,MethodMouse.midButton,MethodMouse.rightButton,MethodMouse.time,MethodMouse.clicked_name,MethodMouse.started,MethodMouse.stopped,clickedSound.started,clickedSound.stopped,retType,retIMG,retIMG.started,retIMG.stopped,sound_pop7.started,sound_pop7.stopped,question_text.started,question_text.stopped,retTrials,decisionQ_2.started,decisionQ_2.stopped,first_left.started,first_left.stopped,second_middle.started,second_middle.stopped,third_right.started,third_right.stopped,First.started,First.stopped,Second.started,Second.stopped,Third.started,Third.stopped,Order_Position_Response.x,Order_Position_Response.y,Order_Position_Response.leftButton,Order_Position_Response.midButton,Order_Position_Response.rightButton,Order_Position_Response.clicked_name,Order_Position_Response.started,Order_Position_Response.stopped,participant,date,expName,psychopyVersion,frameRate,
0,0,0,0,,,,,11.741004500014242,None,LMR,images/OBJ_46.png,images/OBJ_44.png,images/OBJ_40.png,12.387662700028159,13.89251079998212,14.375743100012187,15.875323600019328,16.375629400019534,None,12.393536340014544,None,14.376247110014083,None,16.375619910011302,None,17.874738199985586,None,same,None,1,19.509147499979008,21.02428680000594,21.507373499975074,23.007040399999823,23.506895800004713,None,19.50816348998924,None,21.507496009982425,None,23.50643480999279,None,25.005982299975585,None,1,['leftCL'],26.005698700028006,None,26.005698700028006,None,26.005698700028006,None,26.005698700028006,None,26.005698700028006,None,-0.1884765625,-0.3486328125,1,0,0,1.5465018000104465,leftCL,0.01324510999256745,None,27.55530651000445,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2222,2022-10-27_15h19.32.115,exp,2021.1.4,60.12448171589057,
,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.104283210000723,None,old,images/OBJ_46.png,28.311268499994185,None,28.32216197003727,None,29.821254300011788,None,1,30.820986500009894,None,30.820986500009894,None,30.820986500009894,None,30.820986500009894,None,30.820986500009894,None,30.820986500009894,None,30.820986500009894,None,0.0263671875,0.0751953125,1,0,0,first_left,0.016416509984992445,None,2222,2022-10-27_15h19.32.115,exp,2021.1.4,60.12448171589057,
