EncodingTrials.thisRepN,EncodingTrials.thisTrialN,EncodingTrials.thisN,EncodingTrials.thisIndex,Instructions.started,Instructions.stopped,Trial_Order,triplet1,triplet2,triplet3,participant,date,expName,psychopyVersion,frameRate,
,,,,12.683229600079358,None,LMR,images/OBJ_173.png,images/OBJ_37.png,images/OBJ_143.png,,,,,,
