EncodingTrials.thisRepN,EncodingTrials.thisTrialN,EncodingTrials.thisN,EncodingTrials.thisIndex,Instructions.started,Instructions.stopped,fixation.started,Trial_Order,triplet1,triplet2,triplet3,Triplet1.started,Triplet1.stopped,Triplet2.started,Triplet2.stopped,Triplet3.started,Triplet3.stopped,sound_pop.started,sound_pop.stopped,sound_pop2.started,sound_pop2.stopped,sound_pop3.started,sound_pop3.stopped,Mask.started,Mask.stopped,encodingType,nextTrial,encodingTrials,img1.started,img1.stopped,img2.started,img2.stopped,img3.started,img3.stopped,sound_pop4.started,sound_pop4.stopped,sound_pop5.started,sound_pop5.stopped,sound_pop6.started,sound_pop6.stopped,text_2.started,text_2.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,12.362445299999308,None,12.80503089999911,MLR,images/OBJ_133.png,images/OBJ_52.png,images/OBJ_110.png,15.163203599999179,16.67107439999927,17.153807499998948,18.65381569999954,19.153671099998974,None,15.171798060003129,None,17.154260019998766,None,19.15368782000005,None,20.653272699999434,None,same,None,1,22.285980599999675,23.7851541,24.285533399999622,25.7845527999998,26.2844427,None,22.286120580000354,None,24.28501281999852,None,26.284973519999404,None,27.784054099998684,None,,,,,,
