EncodingTrials.thisRepN,EncodingTrials.thisTrialN,EncodingTrials.thisN,EncodingTrials.thisIndex,Instructions.started,Instructions.stopped,Trial_Order,triplet1,triplet2,triplet3,Triplet1.started,Triplet1.stopped,Triplet2.started,Triplet2.stopped,Triplet3.started,Triplet3.stopped,sound_pop.started,sound_pop.stopped,sound_pop2.started,sound_pop2.stopped,sound_pop3.started,sound_pop3.stopped,Mask.started,Mask.stopped,encodingType,nextTrial,encodingTrials,img1.started,img1.stopped,img2.started,img2.stopped,img3.started,img3.stopped,sound_pop4.started,sound_pop4.stopped,sound_pop5.started,sound_pop5.stopped,sound_pop6.started,sound_pop6.stopped,text_2.started,text_2.stopped,methodCheck,Method Clicked,text.started,text.stopped,sameText.started,sameText.stopped,diffText.started,diffText.stopped,leftCL.started,leftCL.stopped,rightCL.started,rightCL.stopped,MethodMouse.x,MethodMouse.y,MethodMouse.leftButton,MethodMouse.midButton,MethodMouse.rightButton,MethodMouse.time,MethodMouse.clicked_name,MethodMouse.started,MethodMouse.stopped,clickedSound.started,clickedSound.stopped,participant,date,expName,psychopyVersion,frameRate,
0,0,0,0,12.044370799907483,None,MRL,images/OBJ_110.png,images/OBJ_45.png,images/OBJ_156.png,13.30117909994442,14.806691400008276,15.289928899961524,16.789520799997263,17.288819500012323,None,13.306974199833348,None,15.289915999921504,None,17.2893211999326,None,18.788887199945748,None,same,None,1,20.420927300001495,21.920880599995144,22.42066059994977,23.920227699913085,24.420072400011122,None,20.421638699888717,None,22.42062199994689,None,24.420027999964077,None,25.919613200007007,None,1,['leftCL'],26.919393399963155,None,26.919393399963155,None,26.919393399963155,None,26.919393399963155,None,26.919393399963155,None,-0.169921875,-0.2470703125,1,0,0,0.29670249996706843,leftCL,0.013102400000207126,None,27.219265799911227,None,342342,2023-01-24_16h47.38.974,exp,2021.1.4,59.99872800331136,
1,0,1,0,,,RML,images/OBJ_95.png,images/OBJ_158.png,images/OBJ_5.png,28.024363899952732,29.53575409995392,30.018954499973916,31.518506499938667,32.017835499951616,None,28.036064899875782,None,30.018936200009193,None,32.018360499932896,None,33.517925999942236,None,same,None,2,35.0548980999738,36.567024899995886,37.05023449996952,38.549784099915996,39.04966479993891,None,35.0673660999164,None,37.05022079992341,None,39.04961509996792,None,40.54923479992431,None,1,['leftCL'],41.54838729999028,None,41.54838729999028,None,41.54838729999028,None,41.54838729999028,None,41.54838729999028,None,-0.169921875,-0.2490234375,1,0,0,0.33283199998550117,leftCL,0.01639679993968457,None,41.88167380000232,None,342342,2023-01-24_16h47.38.974,exp,2021.1.4,59.99872800331136,
,,,,,,LMR,images/OBJ_203.png,images/OBJ_39.png,images/OBJ_208.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
