EncodingTrials.thisRepN,EncodingTrials.thisTrialN,EncodingTrials.thisN,EncodingTrials.thisIndex,Instructions.started,Instructions.stopped,Trial_Order,triplet1,triplet2,triplet3,Triplet1.started,Triplet1.stopped,Triplet2.started,Triplet2.stopped,Triplet3.started,Triplet3.stopped,sound_pop.started,sound_pop.stopped,sound_pop2.started,sound_pop2.stopped,sound_pop3.started,sound_pop3.stopped,Mask.started,Mask.stopped,encodingType,nextTrial,encodingTrials,img1.started,img1.stopped,img2.started,img2.stopped,img3.started,img3.stopped,sound_pop4.started,sound_pop4.stopped,sound_pop5.started,sound_pop5.stopped,sound_pop6.started,sound_pop6.stopped,text_2.started,text_2.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,265.91557309997734,None,MLR,images/OBJ_12.png,images/OBJ_84.png,images/OBJ_24.png,266.1226313000079,267.6221279000165,268.0886643000413,269.58823330001906,270.0880792000098,None,266.08216799993534,None,268.0883957900107,None,270.08780389004386,None,271.5876542000333,None,same,None,1,273.22548610006925,274.7367417999776,275.21999949996825,276.71923960000277,277.21910690004006,None,273.23714580002706,None,275.21994429004843,None,277.219338389975,None,278.7189034000039,None,,,,,,
