EncodingTrials.thisRepN,EncodingTrials.thisTrialN,EncodingTrials.thisN,EncodingTrials.thisIndex,Instructions.started,Instructions.stopped,Trial_Order,triplet1,triplet2,triplet3,Triplet1.started,Triplet1.stopped,Triplet2.started,Triplet2.stopped,Triplet3.started,Triplet3.stopped,sound_pop.started,sound_pop.stopped,sound_pop2.started,sound_pop2.stopped,sound_pop3.started,sound_pop3.stopped,Mask.started,Mask.stopped,encodingType,nextTrial,encodingTrials,img1.started,img1.stopped,img2.started,img2.stopped,img3.started,img3.stopped,sound_pop4.started,sound_pop4.stopped,sound_pop5.started,sound_pop5.stopped,sound_pop6.started,sound_pop6.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,23.70233709999593,None,MRL,images/OBJ_30.png,images/OBJ_101.png,images/OBJ_12.png,29.16386839999177,30.676808999996865,31.15992289999849,32.65948699999717,33.15937039999699,None,29.160324839988608,None,31.159948259987868,None,33.15933285998763,None,34.658981000000495,None,diff,MLR,1,36.28612669999711,37.791290299996035,38.27454649998981,39.77410329999111,40.27396649999719,None,36.29148173999857,None,38.27448075999855,None,40.27393415999832,None,,,,,,
