EncodingTrials.thisRepN,EncodingTrials.thisTrialN,EncodingTrials.thisN,EncodingTrials.thisIndex,Instructions.started,Instructions.stopped,Trial_Order,triplet1,triplet2,triplet3,Triplet1.started,Triplet1.stopped,Triplet2.started,Triplet2.stopped,Triplet3.started,Triplet3.stopped,sound_pop.started,sound_pop.stopped,sound_pop2.started,sound_pop2.stopped,sound_pop3.started,sound_pop3.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,87.72987470000226,None,MLR,images/OBJ_47.png,images/OBJ_38.png,images/OBJ_151.png,91.92407420001109,93.42449309999938,93.92379030000302,95.4233521999995,95.9232306000049,None,91.92423028001213,None,93.92379316000734,None,95.92323756001133,None,,,,,,
