EncodingTrials.thisRepN,EncodingTrials.thisTrialN,EncodingTrials.thisN,EncodingTrials.thisIndex,Instructions.started,Instructions.stopped,Trial_Order,triplet1,triplet2,triplet3,Triplet1.started,participant,date,expName,psychopyVersion,frameRate,
,,,,19.958688199985772,None,RML,images/OBJ_130.png,images/OBJ_112.png,images/OBJ_156.png,20.75974790006876,,,,,,
