EncodingTrials.thisRepN,EncodingTrials.thisTrialN,EncodingTrials.thisN,EncodingTrials.thisIndex,Instructions.started,Instructions.stopped,fixation.started,Trial_Order,triplet1,triplet2,triplet3,participant,date,expName,psychopyVersion,frameRate,
,,,,15.351489000000583,None,15.908668899999611,MRL,images/OBJ_17.png,images/OBJ_95.png,images/OBJ_156.png,,,,,,
