EncodingTrials.thisRepN,EncodingTrials.thisTrialN,EncodingTrials.thisN,EncodingTrials.thisIndex,Instructions.started,Instructions.stopped,fixation.started,fixation.stopped,trialOrder,triplet1,triplet2,triplet3,Triplet1.started,Triplet1.stopped,Triplet2.started,Triplet2.stopped,Triplet3.started,Triplet3.stopped,sound_pop.started,sound_pop.stopped,sound_pop2.started,sound_pop2.stopped,sound_pop3.started,sound_pop3.stopped,Mask.started,Mask.stopped,encodingType,nextTrial,img1.started,img1.stopped,img2.started,img2.stopped,img3.started,img3.stopped,sound_pop4.started,sound_pop4.stopped,sound_pop5.started,sound_pop5.stopped,sound_pop6.started,sound_pop6.stopped,text_2.started,text_2.stopped,methodCheck,Method Clicked,text.started,text.stopped,sameText.started,sameText.stopped,diffText.started,diffText.stopped,leftCL.started,leftCL.stopped,rightCL.started,rightCL.stopped,MethodMouse.x,MethodMouse.y,MethodMouse.leftButton,MethodMouse.midButton,MethodMouse.rightButton,MethodMouse.time,MethodMouse.clicked_name,MethodMouse.started,MethodMouse.stopped,clickedSound.started,clickedSound.stopped,participant,date,expName,psychopyVersion,frameRate,
0,0,0,0,29.34999910002807,None,39.12525030004326,None,RLM,images/OBJ_73.png,images/OBJ_38.png,images/OBJ_111.png,40.77057200000854,42.28173710004194,42.76492550002877,44.26497439999366,44.764352300029714,None,40.78208530001575,None,42.76493820999749,None,44.76434781004209,None,46.26391959999455,None,same,None,47.89607720001368,49.39631590002682,49.89616110001225,51.395801200007554,51.89558609999949,None,47.896671790012626,None,49.89670601001708,None,51.89560461001238,None,53.39522100001341,None,1,['leftCL'],54.394912100047804,None,54.394912100047804,None,54.394912100047804,None,54.394912100047804,None,54.394912100047804,None,-0.16796875,-0.3193359375,1,0,0,1.5797479000175372,leftCL,0.013098810042720288,None,55.978269510006065,None,MM1000,2023-10-09_13h03.32.253,exp,2021.1.4,60.02977477137804,
1,0,1,0,,,56.62330590002239,None,LMR,images/OBJ_69.png,images/OBJ_193.png,images/OBJ_168.png,58.17221200000495,59.67669410002418,60.16035690001445,61.65944660000969,62.15928510000231,None,58.17761074003065,None,60.16037501002429,None,62.15928531005047,None,63.6588753000251,None,same,None,65.19992350001121,66.7079839000362,67.19153680000454,68.69124990003183,69.19097120000515,None,65.2083121400443,None,67.1916299100034,None,69.19107661003946,None,70.69063700002152,None,0,['rightCL'],71.69030110002495,None,71.69030110002495,None,71.69030110002495,None,71.69030110002495,None,71.69030110002495,None,0.19140625,-0.3173828125,1,0,0,0.9664083000388928,rightCL,0.016348210046999156,None,72.65673071003985,None,MM1000,2023-10-09_13h03.32.253,exp,2021.1.4,60.02977477137804,
2,0,2,0,,,73.30567730002804,None,RML,images/OBJ_52.png,images/OBJ_60.png,images/OBJ_33.png,74.8555297999992,76.35566970001673,76.85504330002004,78.35463910002727,78.85444850003114,None,74.85564604002285,None,76.85553880999797,None,78.85483641000465,None,80.35400920000393,None,same,None,81.90079330001026,83.40363150002668,83.90297890000511,85.40251980000176,85.90240640001139,None,81.90348454002525,None,83.90297041004524,None,85.90240761000896,None,87.40197360003367,None,1,['leftCL'],88.40166820003651,None,88.40166820003651,None,88.40166820003651,None,88.40166820003651,None,88.40166820003651,None,-0.169921875,-0.248046875,1,0,0,0.4664930999861099,leftCL,0.01632981008151546,None,88.86819800999947,None,MM1000,2023-10-09_13h03.32.253,exp,2021.1.4,60.02977477137804,
3,0,3,0,,,89.5116726999986,None,MLR,images/OBJ_120.png,images/OBJ_121.png,images/OBJ_96.png,91.06473270000424,92.56713670003228,93.06740910001099,94.56705060001696,95.06693680002354,None,91.06812324004714,None,93.06748021001695,None,95.06687661001925,None,96.56598100002157,None,same,None,98.11113170004683,99.61507120000897,100.09832520002965,101.59822169999825,102.11477200000081,None,98.11551054004813,None,100.09828371005133,None,102.11484481001972,None,103.61393640004098,None,1,['leftCL'],104.61360350000905,None,104.61360350000905,None,104.61360350000905,None,104.61360350000905,None,104.61360350000905,None,-0.2177734375,-0.296875,1,0,0,0.4332834000233561,leftCL,0.016348010045476258,None,105.04687741000672,None,MM1000,2023-10-09_13h03.32.253,exp,2021.1.4,60.02977477137804,
4,0,4,0,,,105.6927731000469,None,RML,images/OBJ_188.png,images/OBJ_15.png,images/OBJ_11.png,107.2436907000374,108.74623180000344,109.24615449999692,110.74519640003564,111.24544430000242,None,107.24619374001632,None,109.24603350999533,None,111.24507681004471,None,112.74457690003328,None,same,None,114.29112470004475,115.79371580004226,116.29357510001864,117.79361720004817,118.29299450002145,None,114.29407114002389,None,116.29356881001732,None,118.2934889100492,None,119.7925468000467,None,1,['leftCL'],120.79229599999962,None,120.79229599999962,None,120.79229599999962,None,120.79229599999962,None,120.79229599999962,None,-0.208984375,-0.2939453125,1,0,0,0.5165668000117876,leftCL,0.01633011002559215,None,121.3087892100215,None,MM1000,2023-10-09_13h03.32.253,exp,2021.1.4,60.02977477137804,
5,0,5,0,,,121.95644020003965,None,RML,images/OBJ_49.png,images/OBJ_190.png,images/OBJ_3.png,123.50193240004592,125.00767110002926,125.49088210001355,126.99043480004184,127.4903640000266,None,123.5081591400318,None,125.49086281002965,None,127.49033681004076,None,128.99038840003777,None,diff,LRM,130.52892030001385,132.0389652000158,132.52219809999224,134.02175780001562,134.52159970003413,None,130.53980024004122,None,132.52216041004286,None,134.5215911100153,None,136.02165780001087,None,1,['rightCL'],137.0209129000432,None,137.0209129000432,None,137.0209129000432,None,137.0209129000432,None,137.0209129000432,None,0.2041015625,-0.3388671875,1,0,0,9.74716059997445,rightCL,0.016327610064763576,None,146.76806251003873,None,MM1000,2023-10-09_13h03.32.253,exp,2021.1.4,60.02977477137804,
6,0,6,0,,,147.40800150000723,None,RML,images/OBJ_160.png,images/OBJ_178.png,images/OBJ_154.png,148.95908170001348,150.46699440001976,150.9501661999966,152.450219499995,152.9500829000026,None,148.9679191400297,None,150.95017191002844,None,152.95010670999764,None,154.44917959999293,None,same,LRM,155.98710060003214,157.49863790004747,157.9815329000121,159.4815117000253,159.98136620002333,None,155.99905434002866,None,157.98154841000215,None,159.9808761100052,None,161.48055480001494,None,1,['leftCL'],162.4802103000111,None,162.4802103000111,None,162.4802103000111,None,162.4802103000111,None,162.4802103000111,None,-0.125,-0.3125,1,0,0,0.5495512000052258,leftCL,0.016251810011453927,None,163.03020911003696,None,MM1000,2023-10-09_13h03.32.253,exp,2021.1.4,60.02977477137804,
,,,,,,163.6690598000423,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
