EncodingTrials.thisRepN,EncodingTrials.thisTrialN,EncodingTrials.thisN,EncodingTrials.thisIndex,thisRow.t,notes,Instructions.started,Instructions.stopped,fixation.started,fixation.stopped,trialOrder,triplet1,triplet2,triplet3,Trial_Order,participant,date,expName,psychopyVersion,frameRate,
,,,,,,14.863286600040738,None,15.882118500012439,None,LMR,images/OBJ_107.png,images/OBJ_7.png,images/OBJ_210.png,LMR,,,,,,
