EncodingTrials.thisRepN,EncodingTrials.thisTrialN,EncodingTrials.thisN,EncodingTrials.thisIndex,RetrievalTrials.thisRepN,RetrievalTrials.thisTrialN,RetrievalTrials.thisN,RetrievalTrials.thisIndex,EncodingBlock2.thisRepN,EncodingBlock2.thisTrialN,EncodingBlock2.thisN,EncodingBlock2.thisIndex,RetrievalBlock2.thisRepN,RetrievalBlock2.thisTrialN,RetrievalBlock2.thisN,RetrievalBlock2.thisIndex,Instructions.started,Instructions.stopped,fixation.started,fixation.stopped,trialOrder,triplet1,triplet2,triplet3,Triplet1.started,Triplet1.stopped,Triplet2.started,Triplet2.stopped,Triplet3.started,Triplet3.stopped,sound_pop.started,sound_pop.stopped,sound_pop2.started,sound_pop2.stopped,sound_pop3.started,sound_pop3.stopped,Mask.started,Mask.stopped,encodingType,nextTrial,img1.started,img1.stopped,img2.started,img2.stopped,img3.started,img3.stopped,sound_pop4.started,sound_pop4.stopped,sound_pop5.started,sound_pop5.stopped,sound_pop6.started,sound_pop6.stopped,text_2.started,text_2.stopped,methodCheck,Method Clicked,text.started,text.stopped,sameText.started,sameText.stopped,diffText.started,diffText.stopped,leftCL.started,leftCL.stopped,rightCL.started,rightCL.stopped,MethodMouse.x,MethodMouse.y,MethodMouse.leftButton,MethodMouse.midButton,MethodMouse.rightButton,MethodMouse.time,MethodMouse.clicked_name,MethodMouse.started,MethodMouse.stopped,clickedSound.started,clickedSound.stopped,encodingTrials,BlockBreak.started,BlockBreak.stopped,text_4.started,text_4.stopped,start2.keys,start2.rt,start2.started,start2.stopped,retType,retIMG.started,retIMG.stopped,sound_pop7.started,sound_pop7.stopped,question_text.started,question_text.stopped,retTrials,decisionQ_2.started,decisionQ_2.stopped,first_left.started,first_left.stopped,second_middle.started,second_middle.stopped,third_right.started,third_right.stopped,First.started,First.stopped,Second.started,Second.stopped,Third.started,Third.stopped,Order_Position_Response.x,Order_Position_Response.y,Order_Position_Response.leftButton,Order_Position_Response.midButton,Order_Position_Response.rightButton,Order_Position_Response.clicked_name,Order_Position_Response.started,Order_Position_Response.stopped,retrievalTrials,retIMG,Trial_Order,participant,date,expName,psychopyVersion,frameRate,
,,,,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,567.5217470599979,None,,,,,,,,,,old,563.2578749000095,None,563.2565481599828,None,564.7730285000289,None,10,565.7722688000067,None,566.7391062999959,None,566.7391062999959,None,566.7391062999959,None,566.7391062999959,None,566.7391062999959,None,566.7391062999959,None,-0.0244140625,0.05078125,1,0,0,first_left,0.9995831600390375,None,,,,OE1002,2023-10-10_16h57.35.922,exp,2021.1.4,60.117397251454214,
,,,,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572.437184759992,None,,,,,,,,,,old,568.1905759000219,None,568.1884884600237,None,569.7044701999985,None,11,570.7046049000346,None,571.6710334999952,None,571.6710334999952,None,571.6710334999952,None,571.6710334999952,None,571.6710334999952,None,571.6710334999952,None,0.0185546875,-0.2490234375,1,0,0,third_right,0.9991567600518465,None,,,,OE1002,2023-10-10_16h57.35.922,exp,2021.1.4,60.117397251454214,
,,,,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577.0023584600364,None,,,,,,,,,,old,573.1033253000351,None,573.1041835599987,None,574.6030135999899,None,12,575.6027484000078,None,576.5691056000069,None,576.5691056000069,None,576.5691056000069,None,576.5691056000069,None,576.5691056000069,None,576.5691056000069,None,0.0126953125,-0.0791015625,1,0,0,second_middle,1.015315360040404,None,,,,OE1002,2023-10-10_16h57.35.922,exp,2021.1.4,60.117397251454214,
,,,,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581.5010455599928,None,,,,,,,,,,old,577.6710455000284,None,577.6695232599683,None,579.1850201000343,None,13,580.1851838000002,None,581.1682769000181,None,581.1682769000181,None,581.1682769000181,None,581.1682769000181,None,581.1682769000181,None,581.1682769000181,None,0.00390625,-0.2578125,1,0,0,third_right,1.015893860021606,None,,,,OE1002,2023-10-10_16h57.35.922,exp,2021.1.4,60.117397251454214,
,,,,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585.9497697600106,None,,,,,,,,,,old,582.1650101999985,None,582.1682214600092,None,583.6670188000426,None,14,584.6667533,None,585.6331318999873,None,585.6331318999873,None,585.6331318999873,None,585.6331318999873,None,585.6331318999873,None,585.6331318999873,None,0.0078125,-0.2685546875,1,0,0,third_right,0.9991540599730797,None,,,,OE1002,2023-10-10_16h57.35.922,exp,2021.1.4,60.117397251454214,
,,,,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592.4145441600064,None,,,,,,,,,,old,586.6166335000307,None,586.6164662599855,None,588.1162348000216,None,15,589.1159281000146,None,590.0818886000197,None,590.0818886000197,None,590.0818886000197,None,590.0818886000197,None,590.0818886000197,None,590.0818886000197,None,0.009765625,-0.150390625,1,0,0,second_middle,0.9991562600480393,None,,,,OE1002,2023-10-10_16h57.35.922,exp,2021.1.4,60.117397251454214,
,,,,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596.8965695600433,None,,,,,,,,,,old,593.0739617000218,None,593.0817073599843,None,594.5805349000148,None,16,595.5802522000158,None,596.5471234000288,None,596.5471234000288,None,596.5471234000288,None,596.5471234000288,None,596.5471234000288,None,596.5471234000288,None,0.0244140625,-0.0908203125,1,0,0,second_middle,0.9996861599502154,None,,,,OE1002,2023-10-10_16h57.35.922,exp,2021.1.4,60.117397251454214,
,,,,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601.5619204600167,None,,,,,,,,,,old,597.569358800014,None,597.5804473199998,None,599.0792337000021,None,17,600.0794436000288,None,601.0457963999943,None,601.0457963999943,None,601.0457963999943,None,601.0457963999943,None,601.0457963999943,None,601.0457963999943,None,0.01171875,-0.2744140625,1,0,0,third_right,0.9991647599963471,None,,,,OE1002,2023-10-10_16h57.35.922,exp,2021.1.4,60.117397251454214,
,,,,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,606.0772586599866,None,,,,,,,,,,old,602.2229123000288,None,602.2290472600085,None,603.7278480000095,None,18,604.7275317999884,None,605.6944688000367,None,605.6944688000367,None,605.6944688000367,None,605.6944688000367,None,605.6944688000367,None,605.6944688000367,None,0.0234375,-0.287109375,1,0,0,third_right,0.9992274599499069,None,,,,OE1002,2023-10-10_16h57.35.922,exp,2021.1.4,60.117397251454214,
,,,,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610.7092293600377,None,,,,,,,,,,old,606.7468784000375,None,606.7444526600244,None,608.2604229000281,None,19,609.2595514000277,None,610.2259672000073,None,610.2259672000073,None,610.2259672000073,None,610.2259672000073,None,610.2259672000073,None,610.2259672000073,None,-0.033203125,0.0595703125,1,0,0,first_left,0.9991825600154698,None,,,,OE1002,2023-10-10_16h57.35.922,exp,2021.1.4,60.117397251454214,
