EncodingTrials.thisRepN,EncodingTrials.thisTrialN,EncodingTrials.thisN,EncodingTrials.thisIndex,thisRow.t,notes,Instructions.started,Instructions.stopped,fixation.started,fixation.stopped,trialOrder,triplet1,triplet2,triplet3,Trial_Order,participant,date,expName,psychopyVersion,frameRate,
,,,,,,9.240612499997951,None,9.411950599984266,None,LMR,images/OBJ_78.png,images/OBJ_58.png,images/OBJ_143.png,LMR,,,,,,
