EncodingTrials.thisRepN,EncodingTrials.thisTrialN,EncodingTrials.thisN,EncodingTrials.thisIndex,Instructions.started,Instructions.stopped,fixation.started,fixation.stopped,trialOrder,triplet1,triplet2,triplet3,Trial_Order,Triplet1.started,Triplet1.stopped,Triplet2.started,Triplet2.stopped,Triplet3.started,Triplet3.stopped,sound_pop.started,sound_pop.stopped,sound_pop2.started,sound_pop2.stopped,sound_pop3.started,sound_pop3.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,12.814653299981728,None,14.003032399981748,None,RML,images/OBJ_129.png,images/OBJ_151.png,images/OBJ_10.png,RML,15.71175439999206,17.22709479997866,17.709766699990723,19.209336899977643,19.709218700008933,None,15.709941630013054,None,17.709711610007798,None,19.709518209990346,None,,,,,,
