EncodingTrials.thisRepN,EncodingTrials.thisTrialN,EncodingTrials.thisN,EncodingTrials.thisIndex,Instructions.started,Instructions.stopped,Trial_Order,triplet1,triplet2,triplet3,participant,date,expName,psychopyVersion,frameRate,
,,,,6.459869832999175,None,LMR,images/OBJ_152.png,images/OBJ_144.png,images/OBJ_188.png,,,,,,
