EncodingTrials.thisRepN,EncodingTrials.thisTrialN,EncodingTrials.thisN,EncodingTrials.thisIndex,Instructions.started,Instructions.stopped,Trial_Order,triplet1,triplet2,triplet3,Triplet1.started,participant,date,expName,psychopyVersion,frameRate,
,,,,37.281992100179195,None,LMR,images/OBJ_193.png,images/OBJ_50.png,images/OBJ_1.png,37.960876299999654,,,,,,
