EncodingTrials.thisRepN,EncodingTrials.thisTrialN,EncodingTrials.thisN,EncodingTrials.thisIndex,Instructions.started,Instructions.stopped,fixation.started,fixation.stopped,Trial_Order,triplet1,triplet2,triplet3,Triplet1.started,Triplet1.stopped,Triplet2.started,Triplet2.stopped,Triplet3.started,Triplet3.stopped,sound_pop.started,sound_pop.stopped,sound_pop2.started,sound_pop2.stopped,sound_pop3.started,sound_pop3.stopped,Mask.started,Mask.stopped,encodingType,nextTrial,encodingTrials,img1.started,img1.stopped,img2.started,img2.stopped,img3.started,img3.stopped,sound_pop4.started,sound_pop4.stopped,sound_pop5.started,sound_pop5.stopped,sound_pop6.started,sound_pop6.stopped,text_2.started,text_2.stopped,methodCheck,Method Clicked,text.started,text.stopped,sameText.started,sameText.stopped,diffText.started,diffText.stopped,leftCL.started,leftCL.stopped,rightCL.started,rightCL.stopped,MethodMouse.x,MethodMouse.y,MethodMouse.leftButton,MethodMouse.midButton,MethodMouse.rightButton,MethodMouse.time,MethodMouse.clicked_name,MethodMouse.started,MethodMouse.stopped,clickedSound.started,clickedSound.stopped,participant,date,expName,psychopyVersion,frameRate,
0,0,0,0,13.664494399912655,None,14.08017749991268,None,MRL,images/OBJ_32.png,images/OBJ_78.png,images/OBJ_65.png,15.946045099990442,17.445850399904884,17.945680999895558,19.445240999921225,19.945192499901168,None,15.94722359982552,None,17.94615279993741,None,19.945623599982355,None,21.44470819993876,None,same,None,1,23.07486129994504,24.57708509999793,25.076954899937846,26.577007899992168,27.076366299996153,None,23.077706699899863,None,25.07700130000012,None,27.076926499896217,None,28.575986999901943,None,1,['leftCL'],29.575674299965613,None,29.575674299965613,None,29.575674299965613,None,29.575674299965613,None,29.575674299965613,None,-0.1396484375,-0.33984375,1,0,0,0.3796827000332996,leftCL,0.013178299996070564,None,29.958928799896967,None,bs1005,2023-07-11_16h42.19.128,exp,2021.1.4,59.99386864977875,
,,,,,,30.47008209989872,None,LMR,images/OBJ_1.png,images/OBJ_44.png,images/OBJ_128.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
