EncodingTrials.thisRepN,EncodingTrials.thisTrialN,EncodingTrials.thisN,EncodingTrials.thisIndex,RetrievalTrials.thisRepN,RetrievalTrials.thisTrialN,RetrievalTrials.thisN,RetrievalTrials.thisIndex,EncodingBlock2.thisRepN,EncodingBlock2.thisTrialN,EncodingBlock2.thisN,EncodingBlock2.thisIndex,RetrievalBlock2.thisRepN,RetrievalBlock2.thisTrialN,RetrievalBlock2.thisN,RetrievalBlock2.thisIndex,Instructions.started,Instructions.stopped,fixation.started,fixation.stopped,trialOrder,triplet1,triplet2,triplet3,Triplet1.started,Triplet1.stopped,Triplet2.started,Triplet2.stopped,Triplet3.started,Triplet3.stopped,sound_pop.started,sound_pop.stopped,sound_pop2.started,sound_pop2.stopped,sound_pop3.started,sound_pop3.stopped,Mask.started,Mask.stopped,encodingType,nextTrial,img1.started,img1.stopped,img2.started,img2.stopped,img3.started,img3.stopped,sound_pop4.started,sound_pop4.stopped,sound_pop5.started,sound_pop5.stopped,sound_pop6.started,sound_pop6.stopped,text_2.started,text_2.stopped,methodCheck,Method Clicked,text.started,text.stopped,sameText.started,sameText.stopped,diffText.started,diffText.stopped,leftCL.started,leftCL.stopped,rightCL.started,rightCL.stopped,MethodMouse.x,MethodMouse.y,MethodMouse.leftButton,MethodMouse.midButton,MethodMouse.rightButton,MethodMouse.time,MethodMouse.clicked_name,MethodMouse.started,MethodMouse.stopped,clickedSound.started,clickedSound.stopped,encodingTrials,BlockBreak.started,BlockBreak.stopped,text_4.started,text_4.stopped,start2.keys,start2.rt,start2.started,start2.stopped,retType,retIMG.started,retIMG.stopped,sound_pop7.started,sound_pop7.stopped,question_text.started,question_text.stopped,retTrials,decisionQ_2.started,decisionQ_2.stopped,first_left.started,first_left.stopped,second_middle.started,second_middle.stopped,third_right.started,third_right.stopped,First.started,First.stopped,Second.started,Second.stopped,Third.started,Third.stopped,Order_Position_Response.x,Order_Position_Response.y,Order_Position_Response.leftButton,Order_Position_Response.midButton,Order_Position_Response.rightButton,Order_Position_Response.clicked_name,Order_Position_Response.started,Order_Position_Response.stopped,retrievalTrials,retIMG,Trial_Order,participant,date,expName,psychopyVersion,frameRate,
0,0,0,0,,,,,,,,,,,,,235.05805610000016,None,236.40952400000015,None,RML,images/OBJ_68.png,images/OBJ_171.png,images/OBJ_72.png,238.08147210000016,239.58688170000005,240.0701752,241.56924729999992,242.06911209999998,None,238.0870280499998,None,240.07017545000002,None,242.06911914999995,None,243.56866850000006,None,same,None,245.22646059999988,246.73440720000008,247.21759329999986,248.7171499000001,249.21700109999983,None,245.2348830499995,None,247.2175779499998,None,249.21701775000014,None,250.71659629999976,None,0,['leftCL'],251.71634140000015,None,251.71634140000015,None,251.71634140000015,None,251.71634140000015,None,251.71634140000015,None,-0.197265625,-0.3154296875,1,0,0,1.6127191000000494,leftCL,0.013252449999981764,None,253.33253084999973,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MM_1001,2023-10-23_11h18.56.554,exp,2021.1.4,60.02927027225553,
1,0,1,0,,,,,,,,,,,,,,,254.00926320000008,None,RML,images/OBJ_120.png,images/OBJ_137.png,images/OBJ_104.png,255.58813789999977,257.09859929999993,257.5812504999999,259.08119020000004,259.5806265000001,None,255.59855689999966,None,257.58123304999975,None,259.5810416499998,None,261.08061439999983,None,same,None,262.65041310000015,264.16268919999993,264.6463600000002,266.14578519999986,266.64577180000015,None,262.64688555,None,264.64639905000007,None,266.64530514999973,None,268.14532659999986,None,0,['leftCL'],269.1445383,None,269.1445383,None,269.1445383,None,269.1445383,None,269.1445383,None,-0.197265625,-0.3134765625,1,0,0,1.2325293999997484,leftCL,0.01637994999964576,None,270.37753394999976,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MM_1001,2023-10-23_11h18.56.554,exp,2021.1.4,60.02927027225553,
2,0,2,0,,,,,,,,,,,,,,,271.0489867000001,None,LMR,images/OBJ_170.png,images/OBJ_149.png,images/OBJ_139.png,272.64089490000015,274.14346509999996,274.6265693999999,276.12587889999986,276.62572809999983,None,272.6440924999999,None,274.6267966499999,None,276.62619224999975,None,278.12529940000013,None,same,None,279.70327240000006,281.20818789999976,281.6913777999998,283.1904866,283.6907640999998,None,279.7086035999998,None,281.6914146499998,None,283.69080755,None,285.1898796999999,None,0,['leftCL'],286.1895969000002,None,286.1895969000002,None,286.1895969000002,None,286.1895969000002,None,286.1895969000002,None,-0.1953125,-0.3125,1,0,0,1.133149599999797,leftCL,0.016369350000331906,None,287.32268995,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MM_1001,2023-10-23_11h18.56.554,exp,2021.1.4,60.02927027225553,
3,0,3,0,,,,,,,,,,,,,,,288.00033410000015,None,RML,images/OBJ_13.png,images/OBJ_157.png,images/OBJ_44.png,289.5800828000001,291.08866579999994,291.57187569999996,293.07092920000014,293.57078219999994,None,289.58871649999963,None,291.57184164999984,None,293.5707978499999,None,295.0703407000001,None,same,None,296.6447956000002,298.15274249999993,298.6364472,300.13596210000014,300.6357542999999,None,296.6531907999999,None,298.63648174999975,None,300.6353735500001,None,302.1354731000001,None,0,['leftCL'],303.13518710000017,None,303.13518710000017,None,303.13518710000017,None,303.13518710000017,None,303.13518710000017,None,-0.1767578125,-0.3154296875,1,0,0,0.9328250999997181,leftCL,0.016374549999909505,None,304.0677641500001,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MM_1001,2023-10-23_11h18.56.554,exp,2021.1.4,60.02927027225553,
4,0,4,0,,,,,,,,,,,,,,,304.7507510999999,None,RML,images/OBJ_59.png,images/OBJ_115.png,images/OBJ_36.png,306.3228995999998,307.8332940999999,308.31650039999977,309.81651999999985,310.3159234999998,None,306.3343134999997,None,308.3165162499999,None,310.3164044499999,None,311.8154776000001,None,same,None,313.3849737999999,314.8983121000001,315.38159670000005,316.88114289999976,317.38051069999983,None,313.38213834999965,None,315.3814387500001,None,317.3805368499997,None,318.88008409999975,None,0,['leftCL'],319.8798062000001,None,319.8798062000001,None,319.8798062000001,None,319.8798062000001,None,319.8798062000001,None,-0.1767578125,-0.318359375,1,0,0,1.7326308000001518,leftCL,0.01637295000045924,None,321.6127634499998,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MM_1001,2023-10-23_11h18.56.554,exp,2021.1.4,60.02927027225553,
5,0,5,0,,,,,,,,,,,,,,,322.2871500000001,None,LMR,images/OBJ_48.png,images/OBJ_32.png,images/OBJ_78.png,323.87831860000006,325.3786755000001,325.8784163,327.3781027,327.8779245999999,None,323.8786651999996,None,325.8784298499999,None,327.8779328499999,None,329.37704619999977,None,same,None,330.9535673999999,332.45944069999996,332.94316019999997,334.44220270000005,334.9420771,None,330.9603162999999,None,332.94318285,None,334.94210204999985,None,336.4420491000001,None,0,['leftCL'],337.4418015000001,None,337.4418015000001,None,337.4418015000001,None,337.4418015000001,None,337.4418015000001,None,-0.1767578125,-0.32421875,1,0,0,1.7657359999998334,leftCL,0.01637544999994134,None,339.2075144499999,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MM_1001,2023-10-23_11h18.56.554,exp,2021.1.4,60.02927027225553,
6,0,6,0,,,,,,,,,,,,,,,339.8763611999998,None,MLR,images/OBJ_204.png,images/OBJ_164.png,images/OBJ_195.png,341.4709757999999,342.9731628999998,343.45674069999995,344.9562704,345.4560839999999,None,341.4742205999998,None,343.4566413500001,None,345.4556905499998,None,346.95572089999996,None,same,None,348.5270257000002,350.0382273,350.5213511000002,352.02091919999975,352.5207636,None,348.53853899999984,None,350.5212371500001,None,352.52065024999996,None,354.0203044,None,0,['leftCL'],355.02003590000004,None,355.02003590000004,None,355.02003590000004,None,355.02003590000004,None,355.02003590000004,None,-0.1767578125,-0.3232421875,1,0,0,1.549608199999966,leftCL,0.016378550000354153,None,356.56912744999994,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MM_1001,2023-10-23_11h18.56.554,exp,2021.1.4,60.02927027225553,
7,0,7,0,,,,,,,,,,,,,,,357.24161809999987,None,LMR,images/OBJ_168.png,images/OBJ_88.png,images/OBJ_35.png,358.82971829999997,360.33517429999984,360.81823140000006,362.3177961000001,362.8173029999998,None,358.83565949999974,None,360.81835515000006,None,362.81779705,None,364.3172134000001,None,same,None,365.8901498,367.39974459999985,367.8829574000001,369.3820488000001,369.88190209999993,None,365.89971719999966,None,367.8828384499997,None,369.8818997499997,None,371.3814720999999,None,0,['leftCL'],372.38166420000016,None,372.38166420000016,None,372.38166420000016,None,372.38166420000016,None,372.38166420000016,None,-0.1767578125,-0.32421875,1,0,0,1.816158799999812,leftCL,0.016373050000311196,None,374.19779735000014,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MM_1001,2023-10-23_11h18.56.554,exp,2021.1.4,60.02927027225553,
8,0,8,0,,,,,,,,,,,,,,,374.8755734000001,None,RLM,images/OBJ_22.png,images/OBJ_113.png,images/OBJ_14.png,376.4573578999998,377.9628601999998,378.4460583,379.94610729999977,380.4458684000001,None,376.4638327999998,None,378.4460642499998,None,380.44596515000006,None,381.9451291999999,None,same,None,383.5207277999998,385.0274577,385.5112035000002,387.0105690999999,387.51057059999994,None,383.5279242999997,None,385.51105795000007,None,387.51058885000015,None,389.00966930000004,None,0,['leftCL'],390.00983989999986,None,390.00983989999986,None,390.00983989999986,None,390.00983989999986,None,390.00983989999986,None,-0.17578125,-0.30859375,1,0,0,1.2830322999998316,leftCL,0.016339549999884184,None,391.2923520499998,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MM_1001,2023-10-23_11h18.56.554,exp,2021.1.4,60.02927027225553,
9,0,9,0,,,,,,,,,,,,,,,391.9630133999999,None,RML,images/OBJ_81.png,images/OBJ_112.png,images/OBJ_5.png,393.5523601,395.05836610000006,395.541475,397.04106009999987,397.5409841999999,None,393.55839589999977,None,395.54158784999976,None,397.54100255,None,399.04055100000005,None,diff,MRL,400.6169678000001,402.1224739999998,402.60571249999975,404.10575400000016,404.60560239999995,None,400.6233595999999,None,402.60606985,None,404.6051296499999,None,406.1046587000001,None,1,['rightCL'],407.1043743,None,407.1043743,None,407.1043743,None,407.1043743,None,407.1043743,None,0.2705078125,-0.3193359375,1,0,0,2.0988962000001266,rightCL,0.016370950000236917,None,409.20375185000006,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MM_1001,2023-10-23_11h18.56.554,exp,2021.1.4,60.02927027225553,
10,0,10,0,,,,,,,,,,,,,,,409.88687690000006,None,RML,images/OBJ_166.png,images/OBJ_105.png,images/OBJ_114.png,411.4608997999999,412.9698792999998,413.4525058999998,414.9520640999999,415.45196639999995,None,411.4702145999997,None,413.4525077499997,None,415.4519440499998,None,416.95151510000005,None,same,MRL,418.5198283,420.03445759999977,420.5176244999998,422.0170807999998,422.5170484999999,None,418.51771964999966,None,420.51766455,None,422.5165448500001,None,424.0161503999998,None,0,['leftCL'],425.0163459999999,None,425.0163459999999,None,425.0163459999999,None,425.0163459999999,None,425.0163459999999,None,-0.2548828125,-0.3623046875,1,0,0,2.04952110000022,leftCL,0.01637715000015305,None,427.06529614999994,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MM_1001,2023-10-23_11h18.56.554,exp,2021.1.4,60.02927027225553,
