EncodingTrials.thisRepN,EncodingTrials.thisTrialN,EncodingTrials.thisN,EncodingTrials.thisIndex,RetrievalTrials.thisRepN,RetrievalTrials.thisTrialN,RetrievalTrials.thisN,RetrievalTrials.thisIndex,Instructions.started,Instructions.stopped,Trial_Order,triplet1,triplet2,triplet3,Triplet1.started,Triplet1.stopped,Triplet2.started,Triplet2.stopped,Triplet3.started,Triplet3.stopped,sound_pop.started,sound_pop.stopped,sound_pop2.started,sound_pop2.stopped,sound_pop3.started,sound_pop3.stopped,Mask.started,Mask.stopped,encodingType,nextTrial,encodingTrials,img1.started,img1.stopped,img2.started,img2.stopped,img3.started,img3.stopped,sound_pop4.started,sound_pop4.stopped,sound_pop5.started,sound_pop5.stopped,sound_pop6.started,sound_pop6.stopped,text_2.started,text_2.stopped,methodCheck,Method Clicked,text.started,text.stopped,sameText.started,sameText.stopped,diffText.started,diffText.stopped,leftCL.started,leftCL.stopped,rightCL.started,rightCL.stopped,MethodMouse.x,MethodMouse.y,MethodMouse.leftButton,MethodMouse.midButton,MethodMouse.rightButton,MethodMouse.time,MethodMouse.clicked_name,MethodMouse.started,MethodMouse.stopped,clickedSound.started,clickedSound.stopped,retType,retIMG,retIMG.started,retIMG.stopped,sound_pop7.started,sound_pop7.stopped,question_text.started,question_text.stopped,participant,date,expName,psychopyVersion,frameRate,
0,0,0,0,,,,,6.797139124999376,None,MRL,images/OBJ_78.png,images/OBJ_16.png,images/OBJ_126.png,9.043563625000388,10.545137707998947,11.038748290999138,12.546138125000653,13.026071915999637,None,9.039518883100937,None,11.038807807700687,None,13.026713891700092,None,14.53324099999918,None,diff,RML,1,16.17836504099978,17.68121337499906,18.174806582999736,19.681721666000158,20.175774540999555,None,16.175631933701332,None,18.174772724699686,None,20.175602307699045,None,21.68269062499894,None,1,['rightCL'],22.68857887500053,None,22.68857887500053,None,22.68857887500053,None,22.68857887500053,None,22.68857887500053,None,0.42592592592592593,0.022222222222222223,1,0,0,4.301610041000458,rightCL,0.006314475700492039,None,27.72465097469958,None,,,,,,,,,,2022_Feb_08_1723,exp,2021.1.4,75.00164047323948,
1,0,1,0,,,,,,,RML,images/OBJ_56.png,images/OBJ_139.png,images/OBJ_144.png,28.384050124999703,29.88605862499935,30.379257541000698,31.88640120799937,32.37996183299947,None,28.393977133100815,None,30.3795122666992,None,32.37995651670044,None,33.887254457999006,None,same,RML,2,35.52818350000052,37.03536320800049,37.52851991599891,39.035898874999475,39.52939220799999,None,35.5289584747019,None,37.52885609969908,None,39.529491807699195,None,41.03618629099947,None,1,['leftCL'],42.0364560830003,None,42.0364560830003,None,42.0364560830003,None,42.0364560830003,None,42.0364560830003,None,-0.20462962962962963,-0.27870370370370373,1,0,0,0.4663776670004154,leftCL,0.012548391701784567,None,42.50350018269946,None,,,,,,,,,,2022_Feb_08_1723,exp,2021.1.4,75.00164047323948,
2,0,2,0,,,,,,,RLM,images/OBJ_97.png,images/OBJ_153.png,images/OBJ_48.png,43.170385249999526,44.678169290998994,45.17132358299932,46.67865629100015,47.17212345799999,None,43.172033633102,None,45.171784766699965,None,47.17227855769979,None,48.67933716600055,None,diff,LRM,3,50.332038208000085,51.84078091599986,52.33431291600027,53.84849691599993,54.334858707999956,None,50.335297241402074,None,52.33489014170063,None,54.3350227247005,None,55.841797666000275,None,1,['rightCL'],56.84200120800051,None,56.84200120800051,None,56.84200120800051,None,56.84200120800051,None,56.84200120800051,None,0.21296296296296297,-0.25833333333333336,1,0,0,0.3462081669986219,rightCL,0.01255193370161578,None,57.18884718270001,None,,,,,,,,,,2022_Feb_08_1723,exp,2021.1.4,75.00164047323948,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,old,images/OBJ_56.png,57.73749829100052,None,57.73698544180079,None,59.24330100000043,None,,,,,,
