EncodingTrials.thisRepN,EncodingTrials.thisTrialN,EncodingTrials.thisN,EncodingTrials.thisIndex,Instructions.started,Instructions.stopped,fixation.started,fixation.stopped,Trial_Order,triplet1,triplet2,triplet3,Triplet1.started,Triplet1.stopped,Triplet2.started,Triplet2.stopped,Triplet3.started,Triplet3.stopped,sound_pop.started,sound_pop.stopped,sound_pop2.started,sound_pop2.stopped,sound_pop3.started,sound_pop3.stopped,Mask.started,Mask.stopped,encodingType,nextTrial,encodingTrials,img1.started,img1.stopped,img2.started,img2.stopped,img3.started,img3.stopped,sound_pop4.started,sound_pop4.stopped,sound_pop5.started,sound_pop5.stopped,sound_pop6.started,sound_pop6.stopped,text_2.started,text_2.stopped,methodCheck,Method Clicked,text.started,text.stopped,sameText.started,sameText.stopped,diffText.started,diffText.stopped,leftCL.started,leftCL.stopped,rightCL.started,rightCL.stopped,MethodMouse.x,MethodMouse.y,MethodMouse.leftButton,MethodMouse.midButton,MethodMouse.rightButton,MethodMouse.time,MethodMouse.clicked_name,MethodMouse.started,MethodMouse.stopped,clickedSound.started,clickedSound.stopped,participant,date,expName,psychopyVersion,frameRate,
0,0,0,0,14.160374599974602,None,14.510888200020418,None,RLM,images/OBJ_59.png,images/OBJ_102.png,images/OBJ_43.png,16.376173099968582,17.876604399993084,18.376431499957107,19.876478699967265,20.375843100016937,None,16.37688794003334,None,18.376916879997587,None,20.37584047995042,None,21.875897099962458,None,diff,LMR,1,23.50977739994414,25.02488129993435,25.508196100010537,27.007731499965303,27.507578899967484,None,23.508188620000144,None,25.507657279935664,None,27.50705887991935,None,29.006689499947242,None,0,['leftCL'],30.006445799954236,None,30.006445799954236,None,30.006445799954236,None,30.006445799954236,None,30.006445799954236,None,-0.1396484375,-0.3447265625,1,0,0,0.4467094000428915,leftCL,0.013082979945465922,None,30.456248979992232,None,BS1005,2023-07-11_16h53.22.983,exp,2021.1.4,59.93206102854986,
1,0,1,0,,,30.96431459998712,None,RML,images/OBJ_17.png,images/OBJ_73.png,images/OBJ_203.png,32.74695339996833,34.25513119995594,34.73831239994615,36.2378832999384,36.737793599953875,None,32.75633774003945,None,34.73878807991277,None,36.737755179964005,None,38.23731699993368,None,same,LMR,2,39.77999930002261,41.286380899953656,41.76958510000259,43.269153199973516,43.769471999956295,None,39.78720191996545,None,41.77006768002175,None,43.7695425799815,None,45.26859190000687,None,1,['leftCL'],46.268313299980946,None,46.268313299980946,None,46.268313299980946,None,46.268313299980946,None,46.268313299980946,None,-0.142578125,-0.2626953125,1,0,0,2.1828671999974176,leftCL,0.016370579949580133,None,48.45101747997105,None,BS1005,2023-07-11_16h53.22.983,exp,2021.1.4,59.93206102854986,
,,,,,,48.964826999930665,None,MRL,images/OBJ_206.png,images/OBJ_174.png,images/OBJ_120.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
