EncodingTrials.thisRepN,EncodingTrials.thisTrialN,EncodingTrials.thisN,EncodingTrials.thisIndex,Instructions.started,Instructions.stopped,Trial_Order,triplet1,triplet2,triplet3,Triplet1.started,Triplet1.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,13.754686600062996,None,MLR,images/OBJ_59.png,images/OBJ_64.png,images/OBJ_84.png,14.465807000175118,15.975140400230885,,,,,,
