EncodingTrials.thisRepN,EncodingTrials.thisTrialN,EncodingTrials.thisN,EncodingTrials.thisIndex,Instructions.started,Instructions.stopped,Trial_Order,triplet1,triplet2,triplet3,Triplet1.started,Triplet1.stopped,Triplet2.started,Triplet2.stopped,Triplet3.started,Triplet3.stopped,sound_pop.started,sound_pop.stopped,sound_pop2.started,sound_pop2.stopped,sound_pop3.started,sound_pop3.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,143.34005470003467,None,MRL,images/OBJ_208.png,images/OBJ_64.png,images/OBJ_147.png,143.50390060001519,145.0193274000194,145.50252810004167,147.00201950001065,147.50190720008686,None,143.50670600007288,None,145.50248603007057,None,147.5018924300908,None,,,,,,
