EncodingTrials.thisRepN,EncodingTrials.thisTrialN,EncodingTrials.thisN,EncodingTrials.thisIndex,Instructions.started,Instructions.stopped,fixation.started,fixation.stopped,trialOrder,triplet1,triplet2,triplet3,Triplet1.started,Triplet1.stopped,Triplet2.started,Triplet2.stopped,Triplet3.started,Triplet3.stopped,sound_pop.started,sound_pop.stopped,sound_pop2.started,sound_pop2.stopped,sound_pop3.started,sound_pop3.stopped,Mask.started,Mask.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,318.33092640002724,None,323.2922238999745,None,MRL,images/OBJ_140.png,images/OBJ_187.png,images/OBJ_85.png,324.93264130002353,326.4435544000007,326.9267513999948,328.4262720000115,328.9261577000143,None,324.9440377999563,None,326.92671095000696,None,328.92615724998177,None,330.42624840000644,None,,,,,,
