EncodingTrials.thisRepN,EncodingTrials.thisTrialN,EncodingTrials.thisN,EncodingTrials.thisIndex,Instructions.started,Instructions.stopped,fixation.started,Trial_Order,triplet1,triplet2,triplet3,Triplet1.started,Triplet1.stopped,Triplet2.started,Triplet2.stopped,Triplet3.started,Triplet3.stopped,sound_pop.started,sound_pop.stopped,sound_pop2.started,sound_pop2.stopped,sound_pop3.started,sound_pop3.stopped,Mask.started,Mask.stopped,encodingType,nextTrial,participant,date,expName,psychopyVersion,frameRate,
,,,,49.319020900002215,None,49.8846967999998,LMR,images/OBJ_160.png,images/OBJ_111.png,images/OBJ_182.png,52.22070379999059,53.733541599998716,54.21725770000194,55.71634529999574,56.21618740000122,None,52.217288089996146,None,54.21678738999617,None,56.216173389992036,None,57.71572039999592,None,same,None,,,,,,
