EncodingTrials.thisRepN,EncodingTrials.thisTrialN,EncodingTrials.thisN,EncodingTrials.thisIndex,thisRow.t,notes,Instructions.started,Instructions.stopped,fixation.started,fixation.stopped,trialOrder,triplet1,triplet2,triplet3,Trial_Order,participant,date,expName,psychopyVersion,frameRate,
,,,,,,10.15454039996257,None,10.678978400013875,None,RML,images/OBJ_103.png,images/OBJ_55.png,images/OBJ_80.png,RML,,,,,,
