EncodingTrials.thisRepN,EncodingTrials.thisTrialN,EncodingTrials.thisN,EncodingTrials.thisIndex,Instructions.started,Instructions.stopped,fixation.started,participant,date,expName,psychopyVersion,frameRate,
,,,,15.819235400000252,None,16.28013319999991,,,,,,
