EncodingTrials.thisRepN,EncodingTrials.thisTrialN,EncodingTrials.thisN,EncodingTrials.thisIndex,RetrievalTrials.thisRepN,RetrievalTrials.thisTrialN,RetrievalTrials.thisN,RetrievalTrials.thisIndex,EncodingBlock2.thisRepN,EncodingBlock2.thisTrialN,EncodingBlock2.thisN,EncodingBlock2.thisIndex,Instructions.started,Instructions.stopped,Trial_Order,triplet1,triplet2,triplet3,Triplet1.started,Triplet1.stopped,Triplet2.started,Triplet2.stopped,Triplet3.started,Triplet3.stopped,sound_pop.started,sound_pop.stopped,sound_pop2.started,sound_pop2.stopped,sound_pop3.started,sound_pop3.stopped,Mask.started,Mask.stopped,encodingType,nextTrial,encodingTrials,img1.started,img1.stopped,img2.started,img2.stopped,img3.started,img3.stopped,sound_pop4.started,sound_pop4.stopped,sound_pop5.started,sound_pop5.stopped,sound_pop6.started,sound_pop6.stopped,text_2.started,text_2.stopped,methodCheck,Method Clicked,text.started,text.stopped,sameText.started,sameText.stopped,diffText.started,diffText.stopped,leftCL.started,leftCL.stopped,rightCL.started,rightCL.stopped,MethodMouse.x,MethodMouse.y,MethodMouse.leftButton,MethodMouse.midButton,MethodMouse.rightButton,MethodMouse.time,MethodMouse.clicked_name,MethodMouse.started,MethodMouse.stopped,clickedSound.started,clickedSound.stopped,retType,retIMG,retIMG.started,retIMG.stopped,sound_pop7.started,sound_pop7.stopped,question_text.started,question_text.stopped,retTrials,decisionQ_2.started,decisionQ_2.stopped,first_left.started,first_left.stopped,second_middle.started,second_middle.stopped,third_right.started,third_right.stopped,First.started,First.stopped,Second.started,Second.stopped,Third.started,Third.stopped,Order_Position_Response.x,Order_Position_Response.y,Order_Position_Response.leftButton,Order_Position_Response.midButton,Order_Position_Response.rightButton,Order_Position_Response.clicked_name,Order_Position_Response.started,Order_Position_Response.stopped,BlockBreak.started,BlockBreak.stopped,text_4.started,text_4.stopped,start2.keys,start2.rt,start2.started,start2.stopped,participant,date,expName,psychopyVersion,frameRate,
0,0,0,0,,,,,,,,,8.68839890009258,None,LRM,images/OBJ_40.png,images/OBJ_178.png,images/OBJ_87.png,10.045045200036839,11.544598800013773,12.027845500037074,13.527342200046405,14.02720750006847,None,10.028337800060399,None,12.027768430078869,None,14.027229930053,None,15.526700300048105,None,same,None,1,17.176294400007464,18.67584290006198,19.15904500009492,20.658612000057474,21.158463300089352,None,17.159607370139565,None,19.159059430018534,None,21.15847283009207,None,22.658033100073226,None,1,['leftCL'],23.674381599994376,None,23.674381599994376,None,23.674381599994376,None,23.674381599994376,None,23.674381599994376,None,-0.25390625,-0.31640625,1,0,0,0.31452070001978427,leftCL,0.011776230065152049,None,23.974325830012095,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022_Feb_17_1300,exp,2021.2.3,60.00646869069533,
1,0,1,0,,,,,,,,,,,RML,images/OBJ_154.png,images/OBJ_128.png,images/OBJ_157.png,24.540849299984984,26.040382000035606,26.52361810009461,28.023158200085163,28.523007999989204,None,24.54081675008638,None,26.523602430021857,None,28.523026630061214,None,30.022554100025445,None,same,None,2,31.572127900086343,33.07165639998857,33.55487069999799,35.05444510001689,35.55426620005164,None,31.57216042005457,None,33.55490853009978,None,35.554355330078394,None,37.05388720007613,None,1,['leftCL'],38.05354230001103,None,38.05354230001103,None,38.05354230001103,None,38.05354230001103,None,38.05354230001103,None,-0.158203125,-0.318359375,1,0,0,0.3155768000287935,leftCL,0.01534492988139391,None,38.37015293004224,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022_Feb_17_1300,exp,2021.2.3,60.00646869069533,
,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.869129830051676,None,old,images/OBJ_87.png,38.92020789999515,None,38.9199819200905,None,40.419550299993716,None,1,41.41928120004013,None,41.41928120004013,None,41.41928120004013,None,41.41928120004013,None,41.41928120004013,None,41.41928120004013,None,41.41928120004013,None,-0.0390625,-0.1201171875,1,0,0,second_middle,0.014939830056391656,None,,,,,,,,,,2022_Feb_17_1300,exp,2021.2.3,60.00646869069533,
,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.50130263007013,None,old,images/OBJ_40.png,42.38565429998562,None,42.385628159996116,None,43.885099700069986,None,2,44.88492009998299,None,44.88492009998299,None,44.88492009998299,None,44.88492009998299,None,44.88492009998299,None,44.88492009998299,None,44.88492009998299,None,-0.0224609375,0.11328125,1,0,0,first_left,0.0149525300366804,None,,,,,,,,,,2022_Feb_17_1300,exp,2021.2.3,60.00646869069533,
,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.383647730003574,None,old,images/OBJ_154.png,46.01797060004901,None,46.01795456002,None,47.51747439999599,None,3,48.51720400003251,None,48.51720400003251,None,48.51720400003251,None,48.51720400003251,None,48.51720400003251,None,48.51720400003251,None,48.51720400003251,None,0.0166015625,-0.1513671875,1,0,0,second_middle,0.014940929948352277,None,,,,,,,,,,2022_Feb_17_1300,exp,2021.2.3,60.00646869069533,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.88341070001479,229.89792610006407,229.86462620005477,None,space,557.8497522000689,229.86462620005477,None,,2022_Feb_17_1300,exp,2021.2.3,60.00646869069533,
