EncodingTrials.thisRepN,EncodingTrials.thisTrialN,EncodingTrials.thisN,EncodingTrials.thisIndex,RetrievalTrials.thisRepN,RetrievalTrials.thisTrialN,RetrievalTrials.thisN,RetrievalTrials.thisIndex,Instructions.started,Instructions.stopped,fixation.started,fixation.stopped,trialOrder,triplet1,triplet2,triplet3,Triplet1.started,Triplet1.stopped,Triplet2.started,Triplet2.stopped,Triplet3.started,Triplet3.stopped,sound_pop.started,sound_pop.stopped,sound_pop2.started,sound_pop2.stopped,sound_pop3.started,sound_pop3.stopped,Mask.started,Mask.stopped,encodingType,nextTrial,img1.started,img1.stopped,img2.started,img2.stopped,img3.started,img3.stopped,sound_pop4.started,sound_pop4.stopped,sound_pop5.started,sound_pop5.stopped,sound_pop6.started,sound_pop6.stopped,text_2.started,text_2.stopped,methodCheck,Method Clicked,text.started,text.stopped,sameText.started,sameText.stopped,diffText.started,diffText.stopped,leftCL.started,leftCL.stopped,rightCL.started,rightCL.stopped,MethodMouse.x,MethodMouse.y,MethodMouse.leftButton,MethodMouse.midButton,MethodMouse.rightButton,MethodMouse.time,MethodMouse.clicked_name,MethodMouse.started,MethodMouse.stopped,clickedSound.started,clickedSound.stopped,encodingTrials,retType,retIMG.started,retIMG.stopped,sound_pop7.started,sound_pop7.stopped,question_text.started,question_text.stopped,retTrials,decisionQ_2.started,decisionQ_2.stopped,first_left.started,first_left.stopped,second_middle.started,second_middle.stopped,third_right.started,third_right.stopped,First.started,First.stopped,Second.started,Second.stopped,Third.started,Third.stopped,Order_Position_Response.x,Order_Position_Response.y,Order_Position_Response.leftButton,Order_Position_Response.midButton,Order_Position_Response.rightButton,Order_Position_Response.clicked_name,Order_Position_Response.started,Order_Position_Response.stopped,retrievalTrials,retIMG,participant,date,expName,psychopyVersion,frameRate,
0,0,0,0,,,,,11.284374400041997,None,11.579400300048292,None,RML,images/OBJ_22.png,images/OBJ_59.png,images/OBJ_195.png,13.446415800019167,14.955042900051922,15.438232799991965,16.937782800057903,17.43766230007168,None,13.455658720131032,None,15.438194940029643,None,17.43811974003911,None,18.93725399998948,None,same,None,20.57080940005835,22.086779700010084,22.569526700070128,24.069028800004162,24.569281700067222,None,20.570004960126244,None,22.569504939997568,None,24.56938564002048,None,26.068963000085205,None,1,['leftCL'],27.06823150010314,None,27.06823150010314,None,27.06823150010314,None,27.06823150010314,None,27.06823150010314,None,-0.1396484375,-0.28515625,1,0,0,0.41336279991082847,leftCL,0.01314133987762034,None,27.484723040065727,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adsf,2023-09-20_12h56.44.804,exp,2021.1.4,59.96088154411003,
1,0,1,0,,,,,,,28.21080230001826,None,LMR,images/OBJ_71.png,images/OBJ_99.png,images/OBJ_93.png,29.98546300001908,31.5002272001002,31.983424100093544,33.48299350007437,33.98285280005075,None,29.984097980055957,None,31.983443940104916,None,33.982841440057385,None,35.48239410005044,None,same,None,37.02539620001335,38.53150929999538,39.01469650003128,40.51427570008673,41.014124100096524,None,37.03192846006714,None,39.01470194004942,None,41.01413964007516,None,42.51371050009038,None,1,['leftCL'],43.51339249999728,None,43.51339249999728,None,43.51339249999728,None,43.51339249999728,None,43.51339249999728,None,-0.1435546875,-0.28515625,1,0,0,0.2666303999722004,leftCL,0.0163623399566859,None,43.7799971400993,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adsf,2023-09-20_12h56.44.804,exp,2021.1.4,59.96088154411003,
,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.57861504009925,None,2,old,44.56590940000024,None,44.563185120141135,None,46.07938250002917,None,1,47.07903690007515,None,48.06256029999349,None,48.06256029999349,None,48.06256029999349,None,48.06256029999349,None,48.06256029999349,None,48.06256029999349,None,-0.0068359375,0.041015625,1,0,0,first_left,0.9993447399465367,None,,,adsf,2023-09-20_12h56.44.804,exp,2021.1.4,59.96088154411003,
,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.127284140023406,None,,old,49.3521030000411,None,49.361879820143805,None,50.86143340007402,None,2,51.86144960008096,None,52.82736570003908,None,52.82736570003908,None,52.82736570003908,None,52.82736570003908,None,52.82736570003908,None,52.82736570003908,None,-0.009765625,-0.1533203125,1,0,0,second_middle,0.9991173399612308,None,,,adsf,2023-09-20_12h56.44.804,exp,2021.1.4,59.96088154411003,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,images/OBJ_99.png,,,,,,
