EncodingTrials.thisRepN,EncodingTrials.thisTrialN,EncodingTrials.thisN,EncodingTrials.thisIndex,RetrievalTrials.thisRepN,RetrievalTrials.thisTrialN,RetrievalTrials.thisN,RetrievalTrials.thisIndex,Instructions.started,Instructions.stopped,Trial_Order,triplet1,triplet2,triplet3,Triplet1.started,Triplet1.stopped,Triplet2.started,Triplet2.stopped,Triplet3.started,Triplet3.stopped,sound_pop.started,sound_pop.stopped,sound_pop2.started,sound_pop2.stopped,sound_pop3.started,sound_pop3.stopped,Mask.started,Mask.stopped,encodingType,nextTrial,encodingTrials,img1.started,img1.stopped,img2.started,img2.stopped,img3.started,img3.stopped,sound_pop4.started,sound_pop4.stopped,sound_pop5.started,sound_pop5.stopped,sound_pop6.started,sound_pop6.stopped,text_2.started,text_2.stopped,methodCheck,Method Clicked,text.started,text.stopped,sameText.started,sameText.stopped,diffText.started,diffText.stopped,leftCL.started,leftCL.stopped,rightCL.started,rightCL.stopped,MethodMouse.x,MethodMouse.y,MethodMouse.leftButton,MethodMouse.midButton,MethodMouse.rightButton,MethodMouse.time,MethodMouse.clicked_name,MethodMouse.started,MethodMouse.stopped,clickedSound.started,clickedSound.stopped,retType,retIMG,retIMG.started,retIMG.stopped,participant,date,expName,psychopyVersion,frameRate,
0,0,0,0,,,,,16.69994220000808,None,RML,images/OBJ_168.png,images/OBJ_184.png,images/OBJ_58.png,17.34944639999594,18.855141200008802,19.33782909999718,20.837387799998396,21.33725609999965,None,17.355122269997082,None,19.337808989999758,None,21.337214990002394,None,22.836804999999003,None,same,None,1,24.46416099999624,25.969739699998172,26.4529165999993,27.952525600005174,28.452340999996522,None,24.469564809995063,None,26.452429190008843,None,28.451854489998368,None,29.951438300005975,None,1,['leftCL'],30.95115120000264,None,30.95115120000264,None,30.95115120000264,None,30.95115120000264,None,30.95115120000264,None,-0.173828125,-0.2548828125,1,0,0,2.0458923999976832,leftCL,0.012213890004204586,None,33.0010224899961,None,,,,,baharro,2023-04-26_15h32.28.085,exp,2021.1.4,59.94197616661752,
1,0,1,0,,,,,,,LMR,images/OBJ_98.png,images/OBJ_171.png,images/OBJ_199.png,33.822857599996496,35.33315130000119,35.816303500003414,37.31592609999643,37.81583859999955,None,33.83413918999577,None,35.8163508899961,None,37.81579878999764,None,39.315364499998395,None,same,None,2,40.912058600006276,42.41441019999911,42.91425460000755,44.41383720000158,44.91365289999521,None,40.91527372999553,None,42.91428218999499,None,44.91416899000615,None,46.41325670000515,None,1,['leftCL'],47.41296119999606,None,47.41296119999606,None,47.41296119999606,None,47.41296119999606,None,47.41296119999606,None,-0.181640625,-0.322265625,1,0,0,0.5832572000072105,leftCL,0.016395590020692907,None,47.996169090001786,None,,,,,baharro,2023-04-26_15h32.28.085,exp,2021.1.4,59.94197616661752,
2,0,2,0,,,,,,,RLM,images/OBJ_67.png,images/OBJ_209.png,images/OBJ_85.png,48.8094773000048,50.31261809999705,50.812461800000165,52.31154730000708,52.81138290000672,None,48.8125968999957,None,50.81244609000714,None,52.81136979000439,None,54.31147610000335,None,same,None,3,55.890251600008924,57.39387379999971,57.87659319999511,59.37662270000146,59.87648740000441,None,55.89423534000525,None,57.87705858999834,None,59.87648089000868,None,61.37556909999694,None,1,['leftCL'],62.3757431999984,None,62.3757431999984,None,62.3757431999984,None,62.3757431999984,None,62.3757431999984,None,-0.1640625,-0.3232421875,1,0,0,0.7826447999977972,leftCL,0.01638678999734111,None,63.15835939000681,None,,,,,baharro,2023-04-26_15h32.28.085,exp,2021.1.4,59.94197616661752,
3,0,3,0,,,,,,,RML,images/OBJ_181.png,images/OBJ_111.png,images/OBJ_148.png,63.98855690000346,65.49148599999899,65.97418730000209,67.4737477000017,67.97361790000286,None,63.99198009000247,None,65.97469079000439,None,67.97362049000367,None,69.4732340000046,None,same,None,4,71.05324710000423,72.5555752000073,73.038758900002,74.5383254000044,75.03818740000133,None,71.05598964000819,None,73.03874509000889,None,75.03859848999855,None,76.5377817999979,None,1,['leftCL'],77.53747530000692,None,77.53747530000692,None,77.53747530000692,None,77.53747530000692,None,77.53747530000692,None,-0.1640625,-0.3232421875,1,0,0,0.3328159999946365,leftCL,0.01641319000918884,None,77.87073108999903,None,,,,,baharro,2023-04-26_15h32.28.085,exp,2021.1.4,59.94197616661752,
4,0,4,0,,,,,,,RML,images/OBJ_43.png,images/OBJ_81.png,images/OBJ_157.png,78.69556469999952,80.20385940000415,80.68704530000105,82.18609430000652,82.68649340000411,None,78.70432999000332,None,80.68705349000084,None,82.68648389000009,None,84.18560270000307,None,same,None,5,85.76225660000637,87.26846819999628,87.75165910000214,89.25125220000336,89.75058069999795,None,85.76837613999669,None,87.75166589000582,None,89.75106448999577,None,91.25063290000253,None,1,['leftCL'],92.24984190000396,None,92.24984190000396,None,92.24984190000396,None,92.24984190000396,None,92.24984190000396,None,-0.1640625,-0.3232421875,1,0,0,0.9001340999966487,leftCL,0.016350589983630925,None,93.1501048900027,None,,,,,baharro,2023-04-26_15h32.28.085,exp,2021.1.4,59.94197616661752,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,old,images/OBJ_98.png,93.92811470000015,None,,,,,,
