EncodingTrials.thisRepN,EncodingTrials.thisTrialN,EncodingTrials.thisN,EncodingTrials.thisIndex,RetrievalTrials.thisRepN,RetrievalTrials.thisTrialN,RetrievalTrials.thisN,RetrievalTrials.thisIndex,EncodingBlock2.thisRepN,EncodingBlock2.thisTrialN,EncodingBlock2.thisN,EncodingBlock2.thisIndex,RetrievalBlock2.thisRepN,RetrievalBlock2.thisTrialN,RetrievalBlock2.thisN,RetrievalBlock2.thisIndex,Instructions.started,Instructions.stopped,fixation.started,fixation.stopped,trialOrder,triplet1,triplet2,triplet3,Triplet1.started,Triplet1.stopped,Triplet2.started,Triplet2.stopped,Triplet3.started,Triplet3.stopped,sound_pop.started,sound_pop.stopped,sound_pop2.started,sound_pop2.stopped,sound_pop3.started,sound_pop3.stopped,Mask.started,Mask.stopped,encodingType,nextTrial,img1.started,img1.stopped,img2.started,img2.stopped,img3.started,img3.stopped,sound_pop4.started,sound_pop4.stopped,sound_pop5.started,sound_pop5.stopped,sound_pop6.started,sound_pop6.stopped,text_2.started,text_2.stopped,methodCheck,Method Clicked,text.started,text.stopped,sameText.started,sameText.stopped,diffText.started,diffText.stopped,leftCL.started,leftCL.stopped,rightCL.started,rightCL.stopped,MethodMouse.x,MethodMouse.y,MethodMouse.leftButton,MethodMouse.midButton,MethodMouse.rightButton,MethodMouse.time,MethodMouse.clicked_name,MethodMouse.started,MethodMouse.stopped,clickedSound.started,clickedSound.stopped,encodingTrials,BlockBreak.started,BlockBreak.stopped,text_4.started,text_4.stopped,start2.keys,start2.rt,start2.started,start2.stopped,retType,retIMG.started,retIMG.stopped,sound_pop7.started,sound_pop7.stopped,question_text.started,question_text.stopped,retTrials,decisionQ_2.started,decisionQ_2.stopped,first_left.started,first_left.stopped,second_middle.started,second_middle.stopped,third_right.started,third_right.stopped,First.started,First.stopped,Second.started,Second.stopped,Third.started,Third.stopped,Order_Position_Response.x,Order_Position_Response.y,Order_Position_Response.leftButton,Order_Position_Response.midButton,Order_Position_Response.rightButton,Order_Position_Response.clicked_name,Order_Position_Response.started,Order_Position_Response.stopped,retrievalTrials,retIMG,Trial_Order,participant,date,expName,psychopyVersion,frameRate,
0,0,0,0,,,,,,,,,,,,,14.516821200028062,None,15.000052500050515,None,RML,images/OBJ_106.png,images/OBJ_148.png,images/OBJ_58.png,16.648871700279415,18.157998300157487,18.640799900051206,20.140403400175273,20.640218500047922,None,16.65807510027662,None,18.6408041304443,None,20.640243530133738,None,22.139806100167334,None,diff,LRM,23.777071800082922,25.288872300181538,25.772074800450355,27.27163250045851,27.771485600154847,None,23.789184300228953,None,25.772085830429567,None,27.77149573001079,None,29.271048300433904,None,0,['leftCL'],30.271280400454998,None,30.271280400454998,None,30.271280400454998,None,30.271280400454998,None,30.271280400454998,None,-0.2021484375,-0.2685546875,1,0,0,1.9468402001075447,leftCL,0.01308532990515232,None,32.2206967303995,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0003bss,2024-01-10_17h23.51.477,exp,2021.1.4,59.98857819947685,
1,0,1,0,,,,,,,,,,,,,,,32.907651600427926,None,LMR,images/OBJ_7.png,images/OBJ_175.png,images/OBJ_56.png,34.457991800270975,35.96912430040538,36.45227190013975,37.9518607002683,38.45171000016853,None,34.46956342030317,None,36.45229563009925,None,38.451723530283196,None,39.95129130035639,None,same,LRM,41.48749870015308,43.00047460012138,43.48335240036249,44.98325190041214,45.482755300123245,None,41.48403819003142,None,43.483666530204935,None,45.48308383007534,None,46.98263590037823,None,0,['leftCL'],47.98235200019553,None,47.98235200019553,None,47.98235200019553,None,47.98235200019553,None,47.98235200019553,None,-0.2021484375,-0.2685546875,1,0,0,0.6166482996195555,leftCL,0.016350930090993643,None,48.59892133004032,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0003bss,2024-01-10_17h23.51.477,exp,2021.1.4,59.98857819947685,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,49.09913740027696,None,None,None,space,36.245391299948096,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0003bss,2024-01-10_17h23.51.477,exp,2021.1.4,59.98857819947685,
,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.83048913008533,None,,,,,,,,,,old,50.75309840030968,None,50.748274290049444,None,52.26449500024319,None,1,53.26413130015135,None,54.24723960040137,None,54.24723960040137,None,54.24723960040137,None,54.24723960040137,None,54.24723960040137,None,54.24723960040137,None,-0.009765625,-0.15625,1,0,0,second_middle,1.0155716300942004,None,,,,0003bss,2024-01-10_17h23.51.477,exp,2021.1.4,59.98857819947685,
,,,,,,,,0,0,0,0,,,,,55.33043560013175,None,56.405953800305724,None,,images/OBJ_33.png,images/OBJ_204.png,images/OBJ_179.png,57.95894870022312,59.46217660000548,59.94564320007339,61.445102400146425,61.961601400282234,None,57.962787320278586,None,59.94542273026891,None,61.961432030284776,None,63.46115630026907,None,same,LRM,65.00341390026733,66.5102108004503,66.99349840031937,68.49304870003834,68.99260520003736,None,65.01044542007149,None,66.9934746300336,None,68.99274863009342,None,70.49251920031384,None,0,['leftCL'],71.49215600034222,None,71.49215600034222,None,71.49215600034222,None,71.49215600034222,None,71.49215600034222,None,-0.158203125,-0.3095703125,1,0,0,1.3829645002260804,leftCL,0.016289629973471165,None,72.8751592304092,None,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,images/OBJ_7.png,RML,0003bss,2024-01-10_17h23.51.477,exp,2021.1.4,59.98857819947685,
,,,,,,,,1,0,1,0,,,,,,,73.5468422002159,None,,images/OBJ_85.png,images/OBJ_26.png,images/OBJ_158.png,75.10844340035692,76.62371300021186,77.10718990024179,78.60647390037775,79.10662370035425,None,75.10785362021998,None,77.1071083302144,None,79.1063089304138,None,80.60616240045056,None,same,LRM,82.14844840019941,83.65524120023474,84.13846150040627,85.63788280030712,86.13786580041051,None,82.15531732039527,None,84.13846253030934,None,86.13793033021503,None,87.63734340015799,None,0,['leftCL'],88.63721860013902,None,88.63721860013902,None,88.63721860013902,None,88.63721860013902,None,88.63721860013902,None,-0.1591796875,-0.3134765625,1,0,0,1.116570900194347,leftCL,0.01633553020656109,None,89.75364673030563,None,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MLR,0003bss,2024-01-10_17h23.51.477,exp,2021.1.4,59.98857819947685,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,90.26015830039978,None,None,None,space,79.79732539970428,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0003bss,2024-01-10_17h23.51.477,exp,2021.1.4,59.98857819947685,
,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.76756923026406,None,,,,,,,,,,old,94.46795540023595,None,94.46881798985414,None,95.96836150018498,None,1,96.96805700007826,None,97.93453930038959,None,97.93453930038959,None,97.93453930038959,None,97.93453930038959,None,97.93453930038959,None,97.93453930038959,None,-0.0673828125,-0.2841796875,1,0,0,third_right,0.9990543304011226,None,,,,0003bss,2024-01-10_17h23.51.477,exp,2021.1.4,59.98857819947685,
