EncodingTrials.thisRepN,EncodingTrials.thisTrialN,EncodingTrials.thisN,EncodingTrials.thisIndex,RetrievalTrials.thisRepN,RetrievalTrials.thisTrialN,RetrievalTrials.thisN,RetrievalTrials.thisIndex,Instructions.started,Instructions.stopped,fixation.started,fixation.stopped,trialOrder,triplet1,triplet2,triplet3,Triplet1.started,Triplet1.stopped,Triplet2.started,Triplet2.stopped,Triplet3.started,Triplet3.stopped,sound_pop.started,sound_pop.stopped,sound_pop2.started,sound_pop2.stopped,sound_pop3.started,sound_pop3.stopped,Mask.started,Mask.stopped,encodingType,nextTrial,img1.started,img1.stopped,img2.started,img2.stopped,img3.started,img3.stopped,sound_pop4.started,sound_pop4.stopped,sound_pop5.started,sound_pop5.stopped,sound_pop6.started,sound_pop6.stopped,text_2.started,text_2.stopped,methodCheck,Method Clicked,text.started,text.stopped,sameText.started,sameText.stopped,diffText.started,diffText.stopped,leftCL.started,leftCL.stopped,rightCL.started,rightCL.stopped,MethodMouse.x,MethodMouse.y,MethodMouse.leftButton,MethodMouse.midButton,MethodMouse.rightButton,MethodMouse.time,MethodMouse.clicked_name,MethodMouse.started,MethodMouse.stopped,clickedSound.started,clickedSound.stopped,encodingTrials,BlockBreak.started,BlockBreak.stopped,text_4.started,text_4.stopped,start2.keys,start2.rt,start2.started,start2.stopped,retType,participant,date,expName,psychopyVersion,frameRate,
0,0,0,0,,,,,13.43507059989497,None,13.901229000184685,None,RML,images/OBJ_44.png,images/OBJ_98.png,images/OBJ_120.png,15.552773300092667,17.058738199993968,17.542063100263476,19.04135029995814,19.54153720010072,None,15.55902160005644,None,17.541736670024694,None,19.541203470155597,None,21.041119900066406,None,diff,LRM,22.68051900016144,24.19017540011555,24.673376299906522,26.173208500258625,26.672861400060356,None,22.69021260039881,None,24.673180570080877,None,26.672755570337177,None,28.17238559992984,None,1,['rightCL'],29.17209680005908,None,29.17209680005908,None,29.17209680005908,None,29.17209680005908,None,29.17209680005908,None,0.134765625,-0.3681640625,1,0,0,0.9465781999751925,rightCL,0.013102570082992315,None,30.121765569970012,None,,,,,,,,,,,003bs,2024-01-10_17h23.00.381,exp,2021.1.4,60.05868949062283,
1,0,1,0,,,,,,,30.804717999882996,None,LRM,images/OBJ_81.png,images/OBJ_40.png,images/OBJ_137.png,32.346503200009465,33.853992000222206,34.33720390032977,35.83645550021902,36.33661939995363,None,32.35407088026404,None,34.33688467014581,None,36.33666476998478,None,37.836191500071436,None,diff,RML,39.37397090019658,40.8852821001783,41.36858530016616,42.86805190006271,43.36793280020356,None,39.38555538030341,None,41.36847037002444,None,43.367701769992706,None,44.86746420012787,None,1,['rightCL'],45.86717540025711,None,45.86717540025711,None,45.86717540025711,None,45.86717540025711,None,45.86717540025711,None,0.275390625,-0.310546875,1,0,0,0.6164716999046504,rightCL,0.01630406966432929,None,46.48369717011228,None,,,,,,,,,,,003bs,2024-01-10_17h23.00.381,exp,2021.1.4,60.05868949062283,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,46.994702300056815,None,None,None,space,35.14765929989517,None,None,,003bs,2024-01-10_17h23.00.381,exp,2021.1.4,60.05868949062283,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,old,,,,,,
