EncodingTrials.thisRepN,EncodingTrials.thisTrialN,EncodingTrials.thisN,EncodingTrials.thisIndex,Instructions.started,Instructions.stopped,Trial_Order,triplet1,triplet2,triplet3,Triplet1.started,Triplet1.stopped,Triplet2.started,Triplet2.stopped,Triplet3.started,Triplet3.stopped,sound_pop.started,sound_pop.stopped,sound_pop2.started,sound_pop2.stopped,sound_pop3.started,sound_pop3.stopped,Mask.started,Mask.stopped,encodingType,nextTrial,encodingTrials,img1.started,img1.stopped,img2.started,img2.stopped,img3.started,img3.stopped,sound_pop4.started,sound_pop4.stopped,sound_pop5.started,sound_pop5.stopped,sound_pop6.started,sound_pop6.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,11.519201100003556,None,LMR,images/OBJ_31.png,images/OBJ_95.png,images/OBJ_2.png,13.113730199998827,14.628582499994081,15.111830599998939,16.611390599995502,17.111212200004957,None,13.112870809994638,None,15.111832269994192,None,17.111256370003684,None,18.61081379999814,None,diff,MLR,1,20.237245299998904,21.74326519999886,22.226444400002947,23.725977199996123,24.226339899993036,None,20.243729929989787,None,22.22690056999563,None,24.226356770002166,None,,,,,,
