EncodingTrials.thisRepN,EncodingTrials.thisTrialN,EncodingTrials.thisN,EncodingTrials.thisIndex,RetrievalTrials.thisRepN,RetrievalTrials.thisTrialN,RetrievalTrials.thisN,RetrievalTrials.thisIndex,EncodingBlock2.thisRepN,EncodingBlock2.thisTrialN,EncodingBlock2.thisN,EncodingBlock2.thisIndex,RetrievalBlock2.thisRepN,RetrievalBlock2.thisTrialN,RetrievalBlock2.thisN,RetrievalBlock2.thisIndex,Instructions.started,Instructions.stopped,fixation.started,fixation.stopped,trialOrder,triplet1,triplet2,triplet3,Triplet1.started,Triplet1.stopped,Triplet2.started,Triplet2.stopped,Triplet3.started,Triplet3.stopped,sound_pop.started,sound_pop.stopped,sound_pop2.started,sound_pop2.stopped,sound_pop3.started,sound_pop3.stopped,Mask.started,Mask.stopped,encodingType,nextTrial,img1.started,img1.stopped,img2.started,img2.stopped,img3.started,img3.stopped,sound_pop4.started,sound_pop4.stopped,sound_pop5.started,sound_pop5.stopped,sound_pop6.started,sound_pop6.stopped,text_2.started,text_2.stopped,methodCheck,Method Clicked,text.started,text.stopped,sameText.started,sameText.stopped,diffText.started,diffText.stopped,leftCL.started,leftCL.stopped,rightCL.started,rightCL.stopped,MethodMouse.x,MethodMouse.y,MethodMouse.leftButton,MethodMouse.midButton,MethodMouse.rightButton,MethodMouse.time,MethodMouse.clicked_name,MethodMouse.started,MethodMouse.stopped,clickedSound.started,clickedSound.stopped,encodingTrials,BlockBreak.started,BlockBreak.stopped,text_4.started,text_4.stopped,start2.keys,start2.rt,start2.started,start2.stopped,retType,retIMG.started,retIMG.stopped,sound_pop7.started,sound_pop7.stopped,question_text.started,question_text.stopped,retTrials,decisionQ_2.started,decisionQ_2.stopped,first_left.started,first_left.stopped,second_middle.started,second_middle.stopped,third_right.started,third_right.stopped,First.started,First.stopped,Second.started,Second.stopped,Third.started,Third.stopped,Order_Position_Response.x,Order_Position_Response.y,Order_Position_Response.leftButton,Order_Position_Response.midButton,Order_Position_Response.rightButton,Order_Position_Response.clicked_name,Order_Position_Response.started,Order_Position_Response.stopped,retrievalTrials,retIMG,Trial_Order,participant,date,expName,psychopyVersion,frameRate,
0,0,0,0,,,,,,,,,,,,,13.12940730014816,None,13.708628100343049,None,RML,images/OBJ_73.png,images/OBJ_53.png,images/OBJ_5.png,15.347299800254405,16.857073300052434,17.34026399999857,18.839351700153202,19.339611100032926,None,15.35702599012293,None,17.339775510272013,None,19.339199510077016,None,20.83878490002826,None,same,None,22.4622126002796,23.97116950014606,24.45436879992485,25.954432700295,26.453796400222927,None,22.47143289013766,None,24.454357409989463,None,26.453836110094564,None,27.953389800153673,None,0,['leftCL'],28.953113700263202,None,28.953113700263202,None,28.953113700263202,None,28.953113700263202,None,28.953113700263202,None,-0.2470703125,-0.2490234375,1,0,0,0.5634316001087427,leftCL,0.013110910076647997,None,29.51963840997778,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BS111,2023-11-27_12h38.29.073,exp,2021.1.4,59.92021033791855,
1,0,1,0,,,,,,,,,,,,,,,30.201601500157267,None,MLR,images/OBJ_96.png,images/OBJ_4.png,images/OBJ_210.png,31.7518808003515,33.2518831002526,33.751702500041574,35.251736800186336,35.751491100061685,None,31.75228293994442,None,33.752181110112,None,35.75111941029318,None,37.25066970009357,None,diff,RML,38.79273070022464,40.299802700057626,40.783474300056696,42.28252870030701,42.78289119992405,None,38.80030144015327,None,40.78298881012015,None,42.78239871016704,None,44.28201860003173,None,1,['rightCL'],45.28205850021914,None,45.28205850021914,None,45.28205850021914,None,45.28205850021914,None,45.28205850021914,None,0.1171875,-0.26171875,1,0,0,0.2660624999552965,rightCL,0.016390709672123194,None,45.548286410188304,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BS111,2023-11-27_12h38.29.073,exp,2021.1.4,59.92021033791855,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,46.062597000040114,None,None,None,space,34.90606500022113,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BS111,2023-11-27_12h38.29.073,exp,2021.1.4,59.92021033791855,
,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.19685271023773,None,,,,,,,,,,old,48.03456229995936,None,48.03090583016165,None,49.54712700005621,None,1,50.54725329997018,None,51.5132212000899,None,51.5132212000899,None,51.5132212000899,None,51.5132212000899,None,51.5132212000899,None,51.5132212000899,None,0.0390625,0.083984375,1,0,0,first_left,0.9990535099059343,None,,,,BS111,2023-11-27_12h38.29.073,exp,2021.1.4,59.92021033791855,
,,,,,,,,0,0,0,0,,,,,52.702047700062394,None,53.169414800126106,None,,images/OBJ_15.png,images/OBJ_171.png,images/OBJ_170.png,54.774418300017715,56.278507200069726,56.76217730017379,58.26174780027941,58.76111950026825,None,54.77896437007003,None,56.76218981030397,None,58.76110851033591,None,60.26070980029181,None,same,RML,61.854252899996936,63.359768100082874,63.84298580000177,65.34302370017394,65.84242150001228,None,61.86061247023754,None,63.84296831036918,None,65.8428667100612,None,67.34198660030961,None,0,['leftCL'],68.34168979991227,None,68.34168979991227,None,68.34168979991227,None,68.34168979991227,None,68.34168979991227,None,-0.1669921875,-0.2958984375,1,0,0,1.182962500024587,leftCL,0.01632430963218212,None,69.52517981003038,None,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,images/OBJ_5.png,MRL,BS111,2023-11-27_12h38.29.073,exp,2021.1.4,59.92021033791855,
,,,,,,,,1,0,1,0,,,,,,,70.20558340009302,None,,images/OBJ_161.png,images/OBJ_99.png,images/OBJ_105.png,71.7869403003715,73.29074360011145,73.79009750019759,75.28965050028637,75.78948169993237,None,71.79067276036366,None,73.79011170999146,None,75.78998841033317,None,77.28906660014763,None,same,RML,78.86423910036683,80.37152370018885,80.85470880009234,82.35429650032893,82.85461900010705,None,78.87183976024389,None,80.85470091006718,None,82.85408651004545,None,84.35371890012175,None,0,['leftCL'],85.3533915001899,None,85.3533915001899,None,85.3533915001899,None,85.3533915001899,None,85.3533915001899,None,-0.146484375,-0.2919921875,1,0,0,0.44996170001104474,leftCL,0.016383609734475613,None,85.80329441013745,None,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LMR,BS111,2023-11-27_12h38.29.073,exp,2021.1.4,59.92021033791855,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,86.31727530015633,None,None,None,space,74.86608299985528,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BS111,2023-11-27_12h38.29.073,exp,2021.1.4,59.92021033791855,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,old,88.16244930028915,None,88.16925734011456,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
