EncodingTrials.thisRepN,EncodingTrials.thisTrialN,EncodingTrials.thisN,EncodingTrials.thisIndex,Instructions.started,Instructions.stopped,Trial_Order,triplet1,triplet2,triplet3,Triplet1.started,Triplet1.stopped,Triplet2.started,Triplet2.stopped,Triplet3.started,Triplet3.stopped,sound_pop.started,sound_pop.stopped,sound_pop2.started,sound_pop2.stopped,sound_pop3.started,sound_pop3.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,69.46501130005345,None,RML,images/OBJ_106.png,images/OBJ_69.png,images/OBJ_113.png,73.65318730007857,75.16539350012317,75.64853679994121,77.14812549995258,77.64798250002787,None,73.64940859982744,None,75.64861499010586,None,77.64798749010079,None,,,,,,
