EncodingTrials.thisRepN,EncodingTrials.thisTrialN,EncodingTrials.thisN,EncodingTrials.thisIndex,Instructions.started,Instructions.stopped,fixation.started,fixation.stopped,Trial_Order,triplet1,triplet2,triplet3,Triplet1.started,Triplet1.stopped,Triplet2.started,Triplet2.stopped,Triplet3.started,Triplet3.stopped,sound_pop.started,sound_pop.stopped,sound_pop2.started,sound_pop2.stopped,sound_pop3.started,sound_pop3.stopped,Mask.started,Mask.stopped,encodingType,nextTrial,participant,date,expName,psychopyVersion,frameRate,
,,,,28.68906010000501,None,29.957724199979566,None,LMR,images/OBJ_80.png,images/OBJ_51.png,images/OBJ_7.png,31.81255410000449,33.325002500001574,33.80765849997988,35.30758199997945,35.80712680000579,None,31.824275589964234,None,33.80764202997962,None,35.80709632998624,None,37.306606900005136,None,same,None,,,,,,
