EncodingTrials.thisRepN,EncodingTrials.thisTrialN,EncodingTrials.thisN,EncodingTrials.thisIndex,thisRow.t,notes,Instructions.started,Instructions.stopped,fixation.started,fixation.stopped,trialOrder,triplet1,triplet2,triplet3,Trial_Order,participant,date,expName,psychopyVersion,frameRate,
,,,,,,9.825028099992778,None,10.777847599994857,None,LMR,images/OBJ_68.png,images/OBJ_56.png,images/OBJ_198.png,LMR,,,,,,
