EncodingTrials.thisRepN,EncodingTrials.thisTrialN,EncodingTrials.thisN,EncodingTrials.thisIndex,RetrievalTrials.thisRepN,RetrievalTrials.thisTrialN,RetrievalTrials.thisN,RetrievalTrials.thisIndex,Instructions.started,Instructions.stopped,Trial_Order,triplet1,triplet2,triplet3,Triplet1.started,Triplet1.stopped,Triplet2.started,Triplet2.stopped,Triplet3.started,Triplet3.stopped,sound_pop.started,sound_pop.stopped,sound_pop2.started,sound_pop2.stopped,sound_pop3.started,sound_pop3.stopped,Mask.started,Mask.stopped,encodingType,nextTrial,encodingTrials,img1.started,img1.stopped,img2.started,img2.stopped,img3.started,img3.stopped,sound_pop4.started,sound_pop4.stopped,sound_pop5.started,sound_pop5.stopped,sound_pop6.started,sound_pop6.stopped,text_2.started,text_2.stopped,methodCheck,Method Clicked,text.started,text.stopped,sameText.started,sameText.stopped,diffText.started,diffText.stopped,leftCL.started,leftCL.stopped,rightCL.started,rightCL.stopped,MethodMouse.x,MethodMouse.y,MethodMouse.leftButton,MethodMouse.midButton,MethodMouse.rightButton,MethodMouse.time,MethodMouse.clicked_name,MethodMouse.started,MethodMouse.stopped,clickedSound.started,clickedSound.stopped,retType,participant,date,expName,psychopyVersion,frameRate,
0,0,0,0,,,,,6.369033799972385,None,RLM,images/OBJ_1.png,images/OBJ_48.png,images/OBJ_208.png,7.73425649991259,9.233891299925745,9.717099699890241,11.216574499965645,11.716452899971046,None,7.717604999896139,None,9.717031359963585,None,11.716460759926122,None,13.216062999912538,None,diff,LMR,1,14.86551709997002,16.36507889989298,16.848304599989206,18.34786829992663,18.847695399890654,None,14.86555819993373,None,16.84830035996856,None,18.847742359910626,None,20.34726289997343,None,1,['rightCL'],21.346939699957147,None,21.346939699957147,None,21.346939699957147,None,21.346939699957147,None,21.346939699957147,None,0.1767578125,-0.3212890625,1,0,0,0.4957547999219969,rightCL,0.012373759993351996,None,21.846872159920167,None,,,2022_Feb_17_1320,exp,2021.2.3,60.004236317370456,
1,0,1,0,,,,,,,MRL,images/OBJ_78.png,images/OBJ_113.png,images/OBJ_183.png,22.41338179993909,23.91292379994411,24.39612099993974,25.895702799898572,26.395530699985102,None,22.41336649999721,None,24.396134459937457,None,26.39550905994838,None,27.89506969996728,None,diff,RML,2,29.44464809994679,30.944207299966365,31.42740559997037,32.92702579998877,33.42683089990169,None,29.444711839896627,None,31.42740285996115,None,33.42683935997775,None,34.92636859999038,None,1,['rightCL'],35.92610479996074,None,35.92610479996074,None,35.92610479996074,None,35.92610479996074,None,35.92610479996074,None,0.1796875,-0.3232421875,1,0,0,0.6485146000050008,rightCL,0.01516745996195823,None,36.575911659921985,None,,,2022_Feb_17_1320,exp,2021.2.3,60.004236317370456,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,old,,,,,,
