EncodingTrials.thisRepN,EncodingTrials.thisTrialN,EncodingTrials.thisN,EncodingTrials.thisIndex,Instructions.started,Instructions.stopped,Trial_Order,triplet1,triplet2,triplet3,participant,date,expName,psychopyVersion,frameRate,
,,,,10.877156099886633,None,LMR,images/OBJ_178.png,images/OBJ_87.png,images/OBJ_58.png,,,,,,
