EncodingTrials.thisRepN,EncodingTrials.thisTrialN,EncodingTrials.thisN,EncodingTrials.thisIndex,RetrievalTrials.thisRepN,RetrievalTrials.thisTrialN,RetrievalTrials.thisN,RetrievalTrials.thisIndex,EncodingBlock2.thisRepN,EncodingBlock2.thisTrialN,EncodingBlock2.thisN,EncodingBlock2.thisIndex,RetrievalBlock2.thisRepN,RetrievalBlock2.thisTrialN,RetrievalBlock2.thisN,RetrievalBlock2.thisIndex,Instructions.started,Instructions.stopped,fixation.started,fixation.stopped,trialOrder,triplet1,triplet2,triplet3,Triplet1.started,Triplet1.stopped,Triplet2.started,Triplet2.stopped,Triplet3.started,Triplet3.stopped,sound_pop.started,sound_pop.stopped,sound_pop2.started,sound_pop2.stopped,sound_pop3.started,sound_pop3.stopped,Mask.started,Mask.stopped,encodingType,nextTrial,img1.started,img1.stopped,img2.started,img2.stopped,img3.started,img3.stopped,sound_pop4.started,sound_pop4.stopped,sound_pop5.started,sound_pop5.stopped,sound_pop6.started,sound_pop6.stopped,text_2.started,text_2.stopped,methodCheck,Method Clicked,text.started,text.stopped,sameText.started,sameText.stopped,diffText.started,diffText.stopped,leftCL.started,leftCL.stopped,rightCL.started,rightCL.stopped,MethodMouse.x,MethodMouse.y,MethodMouse.leftButton,MethodMouse.midButton,MethodMouse.rightButton,MethodMouse.time,MethodMouse.clicked_name,MethodMouse.started,MethodMouse.stopped,clickedSound.started,clickedSound.stopped,encodingTrials,retType,retIMG.started,retIMG.stopped,sound_pop7.started,sound_pop7.stopped,question_text.started,question_text.stopped,retTrials,decisionQ_2.started,decisionQ_2.stopped,first_left.started,first_left.stopped,second_middle.started,second_middle.stopped,third_right.started,third_right.stopped,First.started,First.stopped,Second.started,Second.stopped,Third.started,Third.stopped,Order_Position_Response.x,Order_Position_Response.y,Order_Position_Response.leftButton,Order_Position_Response.midButton,Order_Position_Response.rightButton,Order_Position_Response.clicked_name,Order_Position_Response.started,Order_Position_Response.stopped,retrievalTrials,retIMG,BlockBreak.started,BlockBreak.stopped,text_4.started,text_4.stopped,start2.keys,start2.rt,start2.started,start2.stopped,Trial_Order,participant,date,expName,psychopyVersion,frameRate,
0,0,0,0,,,,,,,,,,,,,33.98963919992093,None,37.24389489996247,None,LRM,images/OBJ_208.png,images/OBJ_168.png,images/OBJ_190.png,38.88818689994514,40.3956967999693,40.879346899921075,42.378446199931204,42.878328799968585,None,38.89582989993505,None,40.87888439990347,None,42.8783026998979,None,44.378352899919264,None,same,None,46.02721799991559,47.52697759994771,48.02684029994998,49.52685769996606,50.026335199945606,None,46.02709279999835,None,48.026811699976676,None,50.026174299896226,None,51.525777100003324,None,1,['leftCL'],52.56902089994401,None,52.56902089994401,None,52.56902089994401,None,52.56902089994401,None,52.56902089994401,None,-0.12109375,-0.3544921875,1,0,0,1.5292334000114352,leftCL,0.013093200046569109,None,54.05840069999685,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BS_1003,2023-09-21_12h45.08.277,exp,2021.1.4,60.00146403290011,
1,0,1,0,,,,,,,,,,,,,,,54.79281029989943,None,LRM,images/OBJ_20.png,images/OBJ_172.png,images/OBJ_144.png,56.35098709992599,57.857280600001104,58.3404928999953,59.84005909995176,60.339887799927965,None,56.35756159997545,None,58.340378399949984,None,60.33983619989594,None,61.839446699945256,None,same,None,63.37813489988912,64.88859799993224,65.37176419992466,66.87130519992206,67.37120249995496,None,63.38883449991699,None,65.3721726999036,None,67.37117779989494,None,68.87072119989898,None,1,['leftCL'],69.8704596000025,None,69.8704596000025,None,69.8704596000025,None,69.8704596000025,None,69.8704596000025,None,-0.12109375,-0.3544921875,1,0,0,1.2326484000077471,leftCL,0.016351499943993986,None,71.10339939991245,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BS_1003,2023-09-21_12h45.08.277,exp,2021.1.4,60.00146403290011,
,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.63543339994503,None,2,old,71.88385099999141,None,71.88638299992307,None,73.3860920999432,None,1,74.38580289995298,None,75.35220079997089,None,75.35220079997089,None,75.35220079997089,None,75.35220079997089,None,75.35220079997089,None,75.35220079997089,None,0.0107421875,-0.1513671875,1,0,0,second_middle,1.0156136999139562,None,,,,,,,,,,,,BS_1003,2023-09-21_12h45.08.277,exp,2021.1.4,60.00146403290011,
,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.60062719999114,None,,old,76.4069795999676,None,76.41803879998623,None,77.91858679999132,None,2,78.918323699967,None,79.88424579997081,None,79.88424579997081,None,79.88424579997081,None,79.88424579997081,None,79.88424579997081,None,79.88424579997081,None,0.01171875,-0.0625,1,0,0,second_middle,0.9990750000579283,None,,,,,,,,,,,,BS_1003,2023-09-21_12h45.08.277,exp,2021.1.4,60.00146403290011,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,images/OBJ_168.png,81.10663949989248,None,None,None,space,48.523977900040336,None,None,,BS_1003,2023-09-21_12h45.08.277,exp,2021.1.4,60.00146403290011,
,,,,,,,,0,0,0,0,,,,,,,82.51211569993757,None,,images/OBJ_183.png,images/OBJ_74.png,images/OBJ_205.png,84.06269789999351,85.56592049996834,86.0490839999402,87.54864429996815,88.06519749993458,None,84.0661967999069,None,86.0490268999827,None,88.06510739995865,None,89.56476039998233,None,diff,RML,91.10566779994406,92.61422619991936,93.0970414999174,94.59660349995829,95.0964810999576,None,91.11401599999517,None,93.09702589992666,None,95.09689479997614,None,96.59603469993453,None,0,['leftCL'],97.5957299999427,None,97.5957299999427,None,97.5957299999427,None,97.5957299999427,None,97.5957299999427,None,-0.1552734375,-0.2392578125,1,0,0,0.3170269000111148,leftCL,0.0162632999708876,None,97.91276539991377,None,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LMR,BS_1003,2023-09-21_12h45.08.277,exp,2021.1.4,60.00146403290011,
,,,,,,,,1,0,1,0,,,,,,,98.6412924999604,None,,images/OBJ_107.png,images/OBJ_32.png,images/OBJ_209.png,100.19892849994358,101.71165989991277,102.19489549996797,103.69391279993579,104.19382399995811,None,100.19535009998363,None,102.19488789992174,None,104.19380789996357,None,105.69334099988919,None,diff,MRL,107.23974219989032,108.74293369997758,109.22562379995361,110.72521109995432,111.22506399999838,None,107.2427707999479,None,109.22559229995822,None,111.22552279989468,None,112.7246499999892,None,1,['rightCL'],113.72440889989957,None,113.72440889989957,None,113.72440889989957,None,113.72440889989957,None,113.72440889989957,None,0.1484375,-0.2265625,1,0,0,0.5166898000752553,rightCL,0.016327999997884035,None,114.24089009991148,None,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LMR,BS_1003,2023-09-21_12h45.08.277,exp,2021.1.4,60.00146403290011,
,,,,,,,,2,0,2,0,,,,,,,114.98847129999194,None,,images/OBJ_120.png,images/OBJ_141.png,images/OBJ_36.png,116.54091260000132,118.03978619992267,118.53962679998949,120.03968479996547,120.53906459989958,None,116.54007939998992,None,118.54007389991311,None,120.53897449992364,None,122.03908349992707,None,same,MRL,123.58454099996015,125.0881068999879,125.57096029992681,127.07049889990594,127.57035469997209,None,123.58839819992427,None,125.57086839993717,None,127.57029689989285,None,129.0703742998885,None,1,['leftCL'],130.07009299995843,None,130.07009299995843,None,130.07009299995843,None,130.07009299995843,None,130.07009299995843,None,-0.25390625,-0.294921875,1,0,0,0.7330719999736175,leftCL,0.016331200022250414,None,130.80270569993883,None,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LRM,BS_1003,2023-09-21_12h45.08.277,exp,2021.1.4,60.00146403290011,
,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.7179806999746,None,5,old,131.5569137999555,None,131.55197969994043,None,133.06871109991334,None,3,134.0689463999588,None,135.0514965999173,None,135.0514965999173,None,135.0514965999173,None,135.0514965999173,None,135.0514965999173,None,135.0514965999173,None,-0.0078125,0.0390625,1,0,0,first_left,1.0152011999161914,None,,images/OBJ_208.png,,,,,,,,,,BS_1003,2023-09-21_12h45.08.277,exp,2021.1.4,60.00146403290011,
,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.28332659999143,None,,old,136.48171999992337,None,136.48391819997926,None,137.98399320000317,None,4,138.983703799895,None,139.9501172999153,None,139.9501172999153,None,139.9501172999153,None,139.9501172999153,None,139.9501172999153,None,139.9501172999153,None,-0.0283203125,-0.1142578125,1,0,0,second_middle,0.9991090999683365,None,,images/OBJ_172.png,,,,,,,,,,BS_1003,2023-09-21_12h45.08.277,exp,2021.1.4,60.00146403290011,
