EncodingTrials.thisRepN,EncodingTrials.thisTrialN,EncodingTrials.thisN,EncodingTrials.thisIndex,Instructions.started,Instructions.stopped,Trial_Order,triplet1,triplet2,triplet3,Triplet1.started,Triplet1.stopped,Triplet2.started,Triplet2.stopped,Triplet3.started,Triplet3.stopped,sound_pop.started,sound_pop.stopped,sound_pop2.started,sound_pop2.stopped,sound_pop3.started,sound_pop3.stopped,Mask.started,Mask.stopped,encodingType,nextTrial,encodingTrials,img1.started,img1.stopped,img2.started,img2.stopped,img3.started,img3.stopped,sound_pop4.started,sound_pop4.stopped,sound_pop5.started,sound_pop5.stopped,sound_pop6.started,sound_pop6.stopped,text_2.started,text_2.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,7.349044749998939,None,RML,images/OBJ_9.png,images/OBJ_77.png,images/OBJ_48.png,8.318944291999287,9.825597499999276,10.265370958999483,11.772499249998873,12.266154666998773,None,8.26557899649797,None,10.265859971499776,None,12.266593137499694,None,13.771991458999764,None,same,None,1,15.418573167000432,16.921536042000298,17.41512637499909,18.922432249999474,19.402243499998804,None,15.428452691998608,None,17.41511801249926,None,19.402732887500132,None,20.90763374999915,None,,,,,,
