EncodingTrials.thisRepN,EncodingTrials.thisTrialN,EncodingTrials.thisN,EncodingTrials.thisIndex,RetrievalTrials.thisRepN,RetrievalTrials.thisTrialN,RetrievalTrials.thisN,RetrievalTrials.thisIndex,Instructions.started,Instructions.stopped,fixation.started,fixation.stopped,trialOrder,triplet1,triplet2,triplet3,Triplet1.started,Triplet1.stopped,Triplet2.started,Triplet2.stopped,Triplet3.started,Triplet3.stopped,sound_pop.started,sound_pop.stopped,sound_pop2.started,sound_pop2.stopped,sound_pop3.started,sound_pop3.stopped,Mask.started,Mask.stopped,encodingType,nextTrial,img1.started,img1.stopped,img2.started,img2.stopped,img3.started,img3.stopped,sound_pop4.started,sound_pop4.stopped,sound_pop5.started,sound_pop5.stopped,sound_pop6.started,sound_pop6.stopped,text_2.started,text_2.stopped,methodCheck,Method Clicked,text.started,text.stopped,sameText.started,sameText.stopped,diffText.started,diffText.stopped,leftCL.started,leftCL.stopped,rightCL.started,rightCL.stopped,MethodMouse.x,MethodMouse.y,MethodMouse.leftButton,MethodMouse.midButton,MethodMouse.rightButton,MethodMouse.time,MethodMouse.clicked_name,MethodMouse.started,MethodMouse.stopped,clickedSound.started,clickedSound.stopped,encodingTrials,BlockBreak.started,BlockBreak.stopped,text_4.started,text_4.stopped,start2.keys,start2.rt,start2.started,start2.stopped,retType,retIMG.started,retIMG.stopped,sound_pop7.started,sound_pop7.stopped,question_text.started,question_text.stopped,retTrials,decisionQ_2.started,decisionQ_2.stopped,first_left.started,first_left.stopped,second_middle.started,second_middle.stopped,third_right.started,third_right.stopped,First.started,First.stopped,Second.started,Second.stopped,Third.started,Third.stopped,Order_Position_Response.x,Order_Position_Response.y,Order_Position_Response.leftButton,Order_Position_Response.midButton,Order_Position_Response.rightButton,Order_Position_Response.clicked_name,Order_Position_Response.started,Order_Position_Response.stopped,participant,date,expName,psychopyVersion,frameRate,
20,0,20,0,,,,,,,398.21921759995166,None,MRL,images/OBJ_71.png,images/OBJ_51.png,images/OBJ_16.png,399.7984958999441,401.31066879996797,401.7938400999992,403.2934476999799,403.7932242999668,None,399.79508624997106,None,401.7943781099806,None,403.79329900997107,None,405.29288739996264,None,same,LMR,406.8581079999567,408.3591086999513,408.8584606999648,410.3580303999479,410.85841549996985,None,406.8591864499904,None,408.8584746099717,None,410.85791330994687,None,412.35744809999596,None,1,['leftCL'],413.35714539996115,None,413.35714539996115,None,413.35714539996115,None,413.35714539996115,None,413.35714539996115,None,-0.125,-0.3466796875,1,0,0,0.7669784000026993,leftCL,0.016391210025176406,None,414.12414190994457,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MM1000,2023-10-09_13h41.28.100,exp,2021.1.4,59.91791246961963,
21,0,21,0,,,,,,,414.7784420999815,None,RML,images/OBJ_130.png,images/OBJ_97.png,images/OBJ_196.png,416.3734141999739,417.87251509999624,418.37238019995857,419.8719019999844,420.37181179999607,None,416.37314845997605,None,418.37239090999935,None,420.37184370996545,None,421.8713919999427,None,same,LMR,423.4526708999765,424.95380809996277,425.45415379997576,426.95329589996254,427.4531001999858,None,423.4543995599728,None,425.454176709993,None,427.45308480994424,None,428.9526299999561,None,1,['leftCL'],429.95285399997374,None,429.95285399997374,None,429.95285399997374,None,429.95285399997374,None,429.95285399997374,None,-0.1875,-0.3466796875,1,0,0,0.3666639000293799,leftCL,0.01637700997525826,None,430.318962309981,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MM1000,2023-10-09_13h41.28.100,exp,2021.1.4,59.91791246961963,
22,0,22,0,,,,,,,430.9689160999842,None,RML,images/OBJ_81.png,images/OBJ_178.png,images/OBJ_183.png,432.5409193999949,434.05114619998494,434.5343530999962,436.0343944999622,436.53418049996253,None,432.55174795995697,None,434.5343912099546,None,436.5342277099902,None,438.03335379995406,None,same,LMR,439.6058303999598,441.1157460999675,441.6156205999432,443.1152369999909,443.6155365999439,None,439.616782959993,None,441.6161710099608,None,443.615075109998,None,445.11463869997533,None,1,['leftCL'],446.11435119999805,None,446.11435119999805,None,446.11435119999805,None,446.11435119999805,None,446.11435119999805,None,-0.1845703125,-0.3466796875,1,0,0,0.41666909999912605,leftCL,0.016368810029234737,None,446.531397309975,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MM1000,2023-10-09_13h41.28.100,exp,2021.1.4,59.91791246961963,
23,0,23,0,,,,,,,447.16917559999274,None,LRM,images/OBJ_7.png,images/OBJ_103.png,images/OBJ_86.png,448.7556634999928,450.2630989999743,450.74628639995353,452.2459117999533,452.7457177999895,None,448.76421635997247,None,450.7463502099912,None,452.74577930995144,None,454.24530729994876,None,same,LMR,455.8201497999835,457.32775569998194,457.8108746999642,459.3109173999983,459.8103768999572,None,455.8283307599835,None,457.81094420998704,None,459.81035300996734,None,461.3104169999715,None,1,['leftCL'],462.31015759997535,None,462.31015759997535,None,462.31015759997535,None,462.31015759997535,None,462.31015759997535,None,-0.185546875,-0.3466796875,1,0,0,0.24949999997625127,leftCL,0.016359709959942847,None,462.55960860994526,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MM1000,2023-10-09_13h41.28.100,exp,2021.1.4,59.91791246961963,
24,0,24,0,,,,,,,463.2092428999604,None,LMR,images/OBJ_55.png,images/OBJ_199.png,images/OBJ_194.png,464.7844566999702,466.29228399996646,466.7752008999814,468.2745610999991,468.77442339999834,None,464.792423459969,None,466.775028409966,None,468.7744787099713,None,470.27398279996123,None,same,LMR,471.84994429996004,473.3569043999887,473.83961329999147,475.33964829996694,475.83951739995973,None,471.85712525997076,None,473.8396365099528,None,475.83907520998616,None,477.3386291999486,None,1,['leftCL'],478.33878409996396,None,478.33878409996396,None,478.33878409996396,None,478.33878409996396,None,478.33878409996396,None,-0.185546875,-0.3466796875,1,0,0,0.23291969997808337,leftCL,0.016334910062141716,None,478.57160940999745,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MM1000,2023-10-09_13h41.28.100,exp,2021.1.4,59.91791246961963,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,479.07071419997374,None,None,None,q,422.0126025000354,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MM1000,2023-10-09_13h41.28.100,exp,2021.1.4,59.91791246961963,
,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488.6686971099756,None,,,,,,,,,,old,484.06124169996474,None,484.07086461998983,None,485.5695628999965,None,1,486.56924869999057,None,487.53564229997573,None,487.53564229997573,None,487.53564229997573,None,487.53564229997573,None,487.53564229997573,None,487.53564229997573,None,0.017578125,-0.1279296875,1,0,0,second_middle,0.9990576099953614,None,MM1000,2023-10-09_13h41.28.100,exp,2021.1.4,59.91791246961963,
,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493.15071130998547,None,,,,,,,,,,old,489.328828699945,None,489.33594780997953,None,490.8351496999967,None,2,491.834524899954,None,492.80124969995813,None,492.80124969995813,None,492.80124969995813,None,492.80124969995813,None,492.80124969995813,None,492.80124969995813,None,-0.013671875,-0.10546875,1,0,0,second_middle,0.9992743100156076,None,MM1000,2023-10-09_13h41.28.100,exp,2021.1.4,59.91791246961963,
,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497.8660475099517,None,,,,,,,,,,old,493.8748493999592,None,493.88430024994886,None,495.38336599996546,None,3,496.38343379995786,None,497.3494644999737,None,497.3494644999737,None,497.3494644999737,None,497.3494644999737,None,497.3494644999737,None,497.3494644999737,None,0.00390625,0.0703125,1,0,0,first_left,0.9992501100059599,None,MM1000,2023-10-09_13h41.28.100,exp,2021.1.4,59.91791246961963,
,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502.4813306099444,None,,,,,,,,,,old,498.56310109997867,None,498.5666497299855,None,500.0653599999496,None,4,501.0650212999899,None,502.0314504999551,None,502.0314504999551,None,502.0314504999551,None,502.0314504999551,None,502.0314504999551,None,502.0314504999551,None,0.0029296875,-0.1142578125,1,0,0,second_middle,0.9992035100003704,None,MM1000,2023-10-09_13h41.28.100,exp,2021.1.4,59.91791246961963,
,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507.0305965099891,None,,,,,,,,,,old,503.18439539999235,None,503.1819870299834,None,504.6973216999904,None,5,505.6975206999923,None,506.6634375999565,None,506.6634375999565,None,506.6634375999565,None,506.6634375999565,None,506.6634375999565,None,506.6634375999565,None,-0.0048828125,-0.1025390625,1,0,0,second_middle,1.0153383099823259,None,MM1000,2023-10-09_13h41.28.100,exp,2021.1.4,59.91791246961963,
,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.8953266099619,None,,,,,,,,,,old,507.7208591999952,None,507.7306534299452,None,509.2298340999987,None,6,510.22905129997525,None,511.21211169997696,None,511.21211169997696,None,511.21211169997696,None,511.21211169997696,None,511.21211169997696,None,511.21211169997696,None,-0.0185546875,0.0302734375,1,0,0,first_left,1.0154182100086473,None,MM1000,2023-10-09_13h41.28.100,exp,2021.1.4,59.91791246961963,
,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516.610584609973,None,,,,,,,,,,old,512.5948405999807,None,512.5959442299965,None,514.0946003999561,None,7,515.0943159999442,None,516.0611995999934,None,516.0611995999934,None,516.0611995999934,None,516.0611995999934,None,516.0611995999934,None,516.0611995999934,None,-0.0205078125,-0.0546875,1,0,0,second_middle,0.9996517099789344,None,MM1000,2023-10-09_13h41.28.100,exp,2021.1.4,59.91791246961963,
,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.1759304099891,None,,,,,,,,,,old,517.3016210999922,None,517.3112169299449,None,518.8098778999993,None,8,519.8095979999634,None,520.7759872999741,None,520.7759872999741,None,520.7759872999741,None,520.7759872999741,None,520.7759872999741,None,520.7759872999741,None,-0.0205078125,0.0517578125,1,0,0,first_left,0.9990660100011155,None,MM1000,2023-10-09_13h41.28.100,exp,2021.1.4,59.91791246961963,
,,,,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.6746002099884,None,,,,,,,,,,old,521.8773476999486,None,521.8761278299672,None,523.3919316999963,None,9,524.3916736999527,None,525.3579659999814,None,525.3579659999814,None,525.3579659999814,None,525.3579659999814,None,525.3579659999814,None,525.3579659999814,None,-0.025390625,-0.0859375,1,0,0,second_middle,0.9990965099423192,None,MM1000,2023-10-09_13h41.28.100,exp,2021.1.4,59.91791246961963,
,,,,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530.2070050099923,None,,,,,,,,,,old,526.3756723999977,None,526.375261229946,None,527.8905982999713,None,10,528.8903098999872,None,529.856673799979,None,529.856673799979,None,529.856673799979,None,529.856673799979,None,529.856673799979,None,529.856673799979,None,-0.025390625,-0.0859375,1,0,0,second_middle,0.9992172100464813,None,MM1000,2023-10-09_13h41.28.100,exp,2021.1.4,59.91791246961963,
,,,,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534.8219969099795,None,,,,,,,,,,old,530.901393099979,None,530.906771929952,None,532.4059465999599,None,11,533.4056934999535,None,534.372012799955,None,534.372012799955,None,534.372012799955,None,534.372012799955,None,534.372012799955,None,534.372012799955,None,-0.037109375,-0.2890625,1,0,0,third_right,0.9991393100353889,None,MM1000,2023-10-09_13h41.28.100,exp,2021.1.4,59.91791246961963,
,,,,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539.5039078099711,None,,,,,,,,,,old,535.5126645999844,None,535.522597129998,None,537.0212718999828,None,12,538.021043899993,None,538.9873536999803,None,538.9873536999803,None,538.9873536999803,None,538.9873536999803,None,538.9873536999803,None,538.9873536999803,None,-0.0107421875,0.05078125,1,0,0,first_left,0.9990224100183696,None,MM1000,2023-10-09_13h41.28.100,exp,2021.1.4,59.91791246961963,
,,,,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544.0026152099657,None,,,,,,,,,,old,540.1950926999561,None,540.2041863299847,None,541.7032556999475,None,13,542.7029862999916,None,543.686516799964,None,543.686516799964,None,543.686516799964,None,543.686516799964,None,543.686516799964,None,543.686516799964,None,-0.0185546875,-0.091796875,1,0,0,second_middle,1.0158370099961758,None,MM1000,2023-10-09_13h41.28.100,exp,2021.1.4,59.91791246961963,
,,,,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548.5179796099604,None,,,,,,,,,,old,544.7070880999672,None,544.719862039981,None,546.2191094999434,None,14,547.2186099999817,None,548.1846792999422,None,548.1846792999422,None,548.1846792999422,None,548.1846792999422,None,548.1846792999422,None,548.1846792999422,None,-0.0185546875,-0.091796875,1,0,0,second_middle,0.9990810099989176,None,MM1000,2023-10-09_13h41.28.100,exp,2021.1.4,59.91791246961963,
,,,,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553.0333379099669,None,,,,,,,,,,old,549.2207419999759,None,549.2181335299566,None,550.7339361999766,None,15,551.7341699999524,None,552.7000538999564,None,552.7000538999564,None,552.7000538999564,None,552.7000538999564,None,552.7000538999564,None,552.7000538999564,None,0.001953125,0.05078125,1,0,0,first_left,1.0158590099890716,None,MM1000,2023-10-09_13h41.28.100,exp,2021.1.4,59.91791246961963,
,,,,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,557.6819717099482,None,,,,,,,,,,old,553.7234061999479,None,553.7339951299538,None,555.2331192999845,None,16,556.2328605999937,None,557.1987330999691,None,557.1987330999691,None,557.1987330999691,None,557.1987330999691,None,557.1987330999691,None,557.1987330999691,None,0.0009765625,0.044921875,1,0,0,first_left,0.9991100099869072,None,MM1000,2023-10-09_13h41.28.100,exp,2021.1.4,59.91791246961963,
,,,,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562.1639993099437,None,,,,,,,,,,old,558.386948099942,None,558.3988479399937,None,559.8984553999617,None,17,560.8976733999443,None,561.8640525999945,None,561.8640525999945,None,561.8640525999945,None,561.8640525999945,None,561.8640525999945,None,561.8640525999945,None,0.0009765625,0.0576171875,1,0,0,first_left,0.999088810000103,None,MM1000,2023-10-09_13h41.28.100,exp,2021.1.4,59.91791246961963,
,,,,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,567.262517409987,None,,,,,,,,,,old,562.8527491999557,None,562.8641916299995,None,564.3633203999489,None,18,565.3630500999861,None,566.3294634999475,None,566.3294634999475,None,566.3294634999475,None,566.3294634999475,None,566.3294634999475,None,566.3294634999475,None,0.0078125,-0.2421875,1,0,0,third_right,0.9992452099686489,None,MM1000,2023-10-09_13h41.28.100,exp,2021.1.4,59.91791246961963,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,old,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
