EncodingTrials.thisRepN,EncodingTrials.thisTrialN,EncodingTrials.thisN,EncodingTrials.thisIndex,RetrievalTrials.thisRepN,RetrievalTrials.thisTrialN,RetrievalTrials.thisN,RetrievalTrials.thisIndex,EncodingBlock2.thisRepN,EncodingBlock2.thisTrialN,EncodingBlock2.thisN,EncodingBlock2.thisIndex,Instructions.started,Instructions.stopped,fixation.started,fixation.stopped,Trial_Order,triplet1,triplet2,triplet3,Triplet1.started,Triplet1.stopped,Triplet2.started,Triplet2.stopped,Triplet3.started,Triplet3.stopped,sound_pop.started,sound_pop.stopped,sound_pop2.started,sound_pop2.stopped,sound_pop3.started,sound_pop3.stopped,Mask.started,Mask.stopped,encodingType,nextTrial,encodingTrials,img1.started,img1.stopped,img2.started,img2.stopped,img3.started,img3.stopped,sound_pop4.started,sound_pop4.stopped,sound_pop5.started,sound_pop5.stopped,sound_pop6.started,sound_pop6.stopped,text_2.started,text_2.stopped,methodCheck,Method Clicked,text.started,text.stopped,sameText.started,sameText.stopped,diffText.started,diffText.stopped,leftCL.started,leftCL.stopped,rightCL.started,rightCL.stopped,MethodMouse.x,MethodMouse.y,MethodMouse.leftButton,MethodMouse.midButton,MethodMouse.rightButton,MethodMouse.time,MethodMouse.clicked_name,MethodMouse.started,MethodMouse.stopped,clickedSound.started,clickedSound.stopped,retType,retIMG,retIMG.started,retIMG.stopped,sound_pop7.started,sound_pop7.stopped,question_text.started,question_text.stopped,retTrials,decisionQ_2.started,decisionQ_2.stopped,first_left.started,first_left.stopped,second_middle.started,second_middle.stopped,third_right.started,third_right.stopped,First.started,First.stopped,Second.started,Second.stopped,Third.started,Third.stopped,Order_Position_Response.x,Order_Position_Response.y,Order_Position_Response.leftButton,Order_Position_Response.midButton,Order_Position_Response.rightButton,Order_Position_Response.clicked_name,Order_Position_Response.started,Order_Position_Response.stopped,BlockBreak.started,BlockBreak.stopped,text_4.started,text_4.stopped,start2.keys,start2.rt,start2.started,start2.stopped,participant,date,expName,psychopyVersion,frameRate,
0,0,0,0,,,,,,,,,11.313982400000896,None,12.737498099999357,None,LRM,images/OBJ_165.png,images/OBJ_44.png,images/OBJ_97.png,14.6017525999996,16.106758800000534,16.589958300000944,18.089524999999412,18.58938930000113,None,14.607182020000982,None,16.589947640000172,None,18.589341039999635,None,20.08893999999964,None,same,None,1,21.721341200000097,23.221473999999944,23.721239700000297,25.220861400001013,25.720675500000652,None,21.721712060000574,None,23.721218840000073,None,25.720788940000784,None,27.220314500000313,None,1,['leftCL'],28.220418299999437,None,28.220418299999437,None,28.220418299999437,None,28.220418299999437,None,28.220418299999437,None,-0.1953125,-0.2607421875,1,0,0,5.36195140000018,leftCL,0.013175640002373257,None,33.58500714000111,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdasa,2023-07-18_16h53.07.436,exp,2021.1.4,59.93177366847753,
1,0,1,0,,,,,,,,,,,34.323867600000085,None,RML,images/OBJ_96.png,images/OBJ_204.png,images/OBJ_95.png,36.10705489999964,37.61717540000063,38.10038150000037,39.59993190000023,40.099830799999836,None,36.11755881999998,None,38.10037674000087,None,40.099756540000456,None,41.599747500000376,None,same,None,2,43.14320709999993,44.648434599999746,45.13164169999982,46.63120110000091,47.13103899999987,None,43.148811859999846,None,45.13163903999994,None,47.131041240000926,None,48.63062910000008,None,1,['leftCL'],49.63036690000081,None,49.63036690000081,None,49.63036690000081,None,49.63036690000081,None,49.63036690000081,None,-0.2919921875,-0.2724609375,1,0,0,0.5170017000000371,leftCL,0.016399640000599902,None,50.14725133999964,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdasa,2023-07-18_16h53.07.436,exp,2021.1.4,59.93177366847753,
,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.195431339999416,None,old,images/OBJ_165.png,50.91020910000043,None,50.913315780001,None,52.4132623000005,None,1,53.41255889999957,None,54.378954600000725,None,54.378954600000725,None,54.378954600000725,None,54.378954600000725,None,54.378954600000725,None,54.378954600000725,None,0.0146484375,0.0517578125,1,0,0,first_left,0.9991203400004451,None,,,,,,,,,sdasa,2023-07-18_16h53.07.436,exp,2021.1.4,59.93177366847753,
,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.84411943999949,None,old,images/OBJ_95.png,55.951028499999666,None,55.9618122800006,None,57.461381600000095,None,2,58.46107029999985,None,59.427474500000244,None,59.427474500000244,None,59.427474500000244,None,59.427474500000244,None,59.427474500000244,None,59.427474500000244,None,0.0283203125,-0.1494140625,1,0,0,second_middle,0.9993339400007244,None,,,,,,,,,sdasa,2023-07-18_16h53.07.436,exp,2021.1.4,59.93177366847753,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.34768629999962,None,None,None,space,51.43589400000019,None,None,sdasa,2023-07-18_16h53.07.436,exp,2021.1.4,59.93177366847753,
,,,,,,,,,,,,,,62.76032730000043,None,MLR,images/OBJ_151.png,images/OBJ_167.png,images/OBJ_136.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
