EncodingTrials.thisRepN,EncodingTrials.thisTrialN,EncodingTrials.thisN,EncodingTrials.thisIndex,Instructions.started,Instructions.stopped,Trial_Order,triplet1,triplet2,triplet3,Triplet1.started,Triplet1.stopped,Triplet2.started,Triplet2.stopped,Triplet3.started,Triplet3.stopped,sound_pop.started,sound_pop.stopped,sound_pop2.started,sound_pop2.stopped,sound_pop3.started,sound_pop3.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,13.940868599995156,None,MRL,images/OBJ_17.png,images/OBJ_145.png,images/OBJ_36.png,15.625785800002632,17.140384400001494,17.62356809999619,19.123168299993267,19.62295730000187,None,15.62412931999279,None,17.623603780004487,None,19.623009879993333,None,,,,,,
