EncodingTrials.thisRepN,EncodingTrials.thisTrialN,EncodingTrials.thisN,EncodingTrials.thisIndex,RetrievalTrials.thisRepN,RetrievalTrials.thisTrialN,RetrievalTrials.thisN,RetrievalTrials.thisIndex,Instructions.started,Instructions.stopped,Trial_Order,triplet1,triplet2,triplet3,Triplet1.started,Triplet1.stopped,Triplet2.started,Triplet2.stopped,Triplet3.started,Triplet3.stopped,sound_pop.started,sound_pop.stopped,sound_pop2.started,sound_pop2.stopped,sound_pop3.started,sound_pop3.stopped,Mask.started,Mask.stopped,encodingType,nextTrial,encodingTrials,img1.started,img1.stopped,img2.started,img2.stopped,img3.started,img3.stopped,sound_pop4.started,sound_pop4.stopped,sound_pop5.started,sound_pop5.stopped,sound_pop6.started,sound_pop6.stopped,text_2.started,text_2.stopped,methodCheck,Method Clicked,text.started,text.stopped,sameText.started,sameText.stopped,diffText.started,diffText.stopped,leftCL.started,leftCL.stopped,rightCL.started,rightCL.stopped,MethodMouse.x,MethodMouse.y,MethodMouse.leftButton,MethodMouse.midButton,MethodMouse.rightButton,MethodMouse.time,MethodMouse.clicked_name,MethodMouse.started,MethodMouse.stopped,clickedSound.started,clickedSound.stopped,retType,retIMG,retIMG.started,retIMG.stopped,sound_pop7.started,sound_pop7.stopped,question_text.started,question_text.stopped,retTrials,decisionQ_2.started,decisionQ_2.stopped,first_left.started,first_left.stopped,second_middle.started,second_middle.stopped,third_right.started,third_right.stopped,First.started,First.stopped,Second.started,Second.stopped,Third.started,Third.stopped,Order_Position_Response.x,Order_Position_Response.y,Order_Position_Response.leftButton,Order_Position_Response.midButton,Order_Position_Response.rightButton,Order_Position_Response.clicked_name,Order_Position_Response.started,Order_Position_Response.stopped,participant,date,expName,psychopyVersion,frameRate,
20,0,20,0,,,,,,,MRL,images/OBJ_79.png,images/OBJ_9.png,images/OBJ_196.png,362.0391769000562,363.5521162999794,364.01862220000476,365.51821939996444,366.01807009999175,None,362.0519332598662,None,364.0186168599641,None,366.01806485995183,None,367.5176803000504,None,same,MLR,21,369.0898494999856,370.60004110005684,371.08315269998275,372.5828085000394,373.082669800031,None,369.1001106600044,None,371.0832101599546,None,373.08262995996046,None,374.58180090005044,None,1,['leftCL'],375.58191830001306,None,375.58191830001306,None,375.58191830001306,None,375.58191830001306,None,375.58191830001306,None,-0.2421875,-0.236328125,1,0,0,0.9160489999921992,leftCL,0.016381260007619858,None,376.4978524599457,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342bhr,2023-01-24_16h34.41.546,exp,2021.1.4,60.12907302899804,
21,0,21,0,,,,,,,RML,images/OBJ_158.png,images/OBJ_146.png,images/OBJ_191.png,377.3349019000307,378.8476381000364,379.3141762999585,380.8137498999713,381.3302386000287,None,377.3474568198202,None,379.3141451599542,None,381.330229059956,None,382.82972559996415,None,same,MLR,22,384.3948082999559,385.8954675999703,386.3953430999536,387.89499469997827,388.3948458000086,None,384.39572299993597,None,386.3954066599719,None,388.394835160044,None,389.89444159995764,None,1,['leftCL'],390.8941463000374,None,390.8941463000374,None,390.8941463000374,None,390.8941463000374,None,390.8941463000374,None,-0.1064453125,-0.365234375,1,0,0,0.6827654999215156,leftCL,0.01637356006540358,None,391.576779860002,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342bhr,2023-01-24_16h34.41.546,exp,2021.1.4,60.12907302899804,
22,0,22,0,,,,,,,RML,images/OBJ_112.png,images/OBJ_1.png,images/OBJ_73.png,392.39544880005997,393.9099055000115,394.3929602999706,395.8926838999614,396.39242120005656,None,392.39311349985655,None,394.39306505995336,None,396.3924745599972,None,397.8920653000241,None,diff,RLM,23,399.48157980002,400.99108229996637,401.4743822000455,402.9739927999908,403.47327650000807,None,399.49133705992716,None,401.4743404599605,None,403.47374136005527,None,404.9732585999882,None,0,['leftCL'],405.97295309999026,None,405.97295309999026,None,405.97295309999026,None,405.97295309999026,None,405.97295309999026,None,-0.1064453125,-0.3642578125,1,0,0,0.7826761000324041,leftCL,0.016381560009904206,None,406.7556367599638,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342bhr,2023-01-24_16h34.41.546,exp,2021.1.4,60.12907302899804,
23,0,23,0,,,,,,,LMR,images/OBJ_61.png,images/OBJ_115.png,images/OBJ_30.png,407.5824064000044,409.0883048999822,409.5715130000608,411.07163909997325,411.57091959996615,None,407.5881310598226,None,409.5714893599972,None,411.57138706003315,None,413.07045620004646,None,diff,RML,24,414.64507339999545,416.15342490002513,416.6360777999507,418.13562810001895,418.63556389999576,None,414.6535589599982,None,416.6360483599594,None,418.63599025998263,None,420.13503769994713,None,1,['rightCL'],421.13531599997077,None,421.13531599997077,None,421.13531599997077,None,421.13531599997077,None,421.13531599997077,None,0.275390625,-0.318359375,1,0,0,0.3172769999364391,rightCL,0.01633035985287279,None,421.4518729600124,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342bhr,2023-01-24_16h34.41.546,exp,2021.1.4,60.12907302899804,
24,0,24,0,,,,,,,RML,images/OBJ_42.png,images/OBJ_33.png,images/OBJ_197.png,422.27875759999733,423.7845199999865,424.2677044000011,425.767284499947,426.2671226999955,None,422.284365659859,None,424.2676867599832,None,426.26711096002253,None,427.766693499987,None,same,RML,25,429.3436580999987,430.8491191000212,431.33232399995904,432.8318755000364,433.3317145999754,None,429.3492794599617,None,431.3322939599631,None,433.33171205995603,None,434.83119149995036,None,1,['leftCL'],435.83102909999434,None,435.83102909999434,None,435.83102909999434,None,435.83102909999434,None,435.83102909999434,None,-0.181640625,-0.3330078125,1,0,0,0.8998066999483854,leftCL,0.016380460001528263,None,436.73071975999045,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342bhr,2023-01-24_16h34.41.546,exp,2021.1.4,60.12907302899804,
,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441.4627049599541,None,old,images/OBJ_101.png,437.5067068999633,None,437.5133550798287,None,439.01339209999423,None,1,440.0126418999862,None,440.0126418999862,None,440.0126418999862,None,440.0126418999862,None,440.0126418999862,None,440.0126418999862,None,440.0126418999862,None,0.056640625,-0.138671875,1,0,0,second_middle,0.016287259990349412,None,342bhr,2023-01-24_16h34.41.546,exp,2021.1.4,60.12907302899804,
,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444.9445163599914,None,old,images/OBJ_53.png,442.1782792999875,None,442.1787564398954,None,443.67824989999644,None,2,444.6779023000272,None,444.6779023000272,None,444.6779023000272,None,444.6779023000272,None,444.6779023000272,None,444.6779023000272,None,444.6779023000272,None,0.0361328125,0.09765625,1,0,0,first_left,0.016354859923012555,None,342bhr,2023-01-24_16h34.41.546,exp,2021.1.4,60.12907302899804,
,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448.59343775995075,None,old,images/OBJ_187.png,445.68962479999755,None,445.6943656598916,None,447.1943618999794,None,3,448.1940692999633,None,448.1940692999633,None,448.1940692999633,None,448.1940692999633,None,448.1940692999633,None,448.1940692999633,None,448.1940692999633,None,-0.00390625,-0.1591796875,1,0,0,second_middle,0.016364059876650572,None,342bhr,2023-01-24_16h34.41.546,exp,2021.1.4,60.12907302899804,
,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452.1590899599716,None,old,images/OBJ_165.png,449.3552698000567,None,449.359895919892,None,450.8594845000189,None,4,451.8591642000247,None,451.8591642000247,None,451.8591642000247,None,451.8591642000247,None,451.8591642000247,None,451.8591642000247,None,451.8591642000247,None,-0.00390625,-0.1591796875,1,0,0,second_middle,0.016357359942048788,None,342bhr,2023-01-24_16h34.41.546,exp,2021.1.4,60.12907302899804,
,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456.1245782600483,None,old,images/OBJ_42.png,452.8957328000106,None,452.8922059999313,None,454.40843139996286,None,5,455.40816420002375,None,455.40816420002375,None,455.40816420002375,None,455.40816420002375,None,455.40816420002375,None,455.40816420002375,None,455.40816420002375,None,0.013671875,0.080078125,1,0,0,first_left,0.016353459795936942,None,342bhr,2023-01-24_16h34.41.546,exp,2021.1.4,60.12907302899804,
,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459.7234959600493,None,old,images/OBJ_92.png,456.85245959996246,None,456.8577928999439,None,458.35725770005956,None,6,459.3569627000252,None,459.3569627000252,None,459.3569627000252,None,459.3569627000252,None,459.3569627000252,None,459.3569627000252,None,459.3569627000252,None,0.0576171875,0.0517578125,1,0,0,first_left,0.01631545997224748,None,342bhr,2023-01-24_16h34.41.546,exp,2021.1.4,60.12907302899804,
,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463.28963745995424,None,old,images/OBJ_128.png,460.46903030003887,None,460.47333045983686,None,461.9733538000146,None,7,462.973086199956,None,462.973086199956,None,462.973086199956,None,462.973086199956,None,462.973086199956,None,462.973086199956,None,462.973086199956,None,0.0517578125,-0.154296875,1,0,0,second_middle,0.01636586000677198,None,342bhr,2023-01-24_16h34.41.546,exp,2021.1.4,60.12907302899804,
,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466.82191505997906,None,old,images/OBJ_68.png,464.0520488000475,None,464.0556409199256,None,465.5556688000215,None,8,466.5548396999948,None,466.5548396999948,None,466.5548396999948,None,466.5548396999948,None,466.5548396999948,None,466.5548396999948,None,466.5548396999948,None,0.0400390625,0.0986328125,1,0,0,first_left,0.01636295998468995,None,342bhr,2023-01-24_16h34.41.546,exp,2021.1.4,60.12907302899804,
,,,,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470.603670759988,None,old,images/OBJ_44.png,467.6057748000603,None,467.6044245799072,None,469.12077479995787,None,9,470.1210252000019,None,470.1210252000019,None,470.1210252000019,None,470.1210252000019,None,470.1210252000019,None,470.1210252000019,None,470.1210252000019,None,0.041015625,-0.2822265625,1,0,0,third_right,0.016340159927494824,None,342bhr,2023-01-24_16h34.41.546,exp,2021.1.4,60.12907302899804,
,,,,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474.50257386004085,None,old,images/OBJ_66.png,471.3633802999975,None,471.36964371984357,None,472.870199099998,None,10,473.8693726999918,None,473.8693726999918,None,473.8693726999918,None,473.8693726999918,None,473.8693726999918,None,473.8693726999918,None,473.8693726999918,None,-0.0107421875,0.02734375,1,0,0,first_left,0.01636155997402966,None,342bhr,2023-01-24_16h34.41.546,exp,2021.1.4,60.12907302899804,
,,,,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478.08531766005325,None,old,images/OBJ_33.png,475.2581267999485,None,475.26892501986583,None,476.76907649997156,None,11,477.7686957999831,None,477.7686957999831,None,477.7686957999831,None,477.7686957999831,None,477.7686957999831,None,477.7686957999831,None,477.7686957999831,None,0.017578125,-0.150390625,1,0,0,second_middle,0.016369960037991405,None,342bhr,2023-01-24_16h34.41.546,exp,2021.1.4,60.12907302899804,
,,,,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.6004548599478,None,old,images/OBJ_129.png,478.85136079997756,None,478.85127371989654,None,480.3513235000428,None,12,481.3510816999478,None,481.3510816999478,None,481.3510816999478,None,481.3510816999478,None,481.3510816999478,None,481.3510816999478,None,481.3510816999478,None,0.01953125,-0.26953125,1,0,0,third_right,0.01636786002200097,None,342bhr,2023-01-24_16h34.41.546,exp,2021.1.4,60.12907302899804,
,,,,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485.1827592599904,None,old,images/OBJ_155.png,482.38330780004617,None,482.3834589799167,None,483.8836769000627,None,13,484.88285529997665,None,484.88285529997665,None,484.88285529997665,None,484.88285529997665,None,484.88285529997665,None,484.88285529997665,None,484.88285529997665,None,0.0478515625,-0.142578125,1,0,0,second_middle,0.016360959969460964,None,342bhr,2023-01-24_16h34.41.546,exp,2021.1.4,60.12907302899804,
,,,,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489.3653781599598,None,old,images/OBJ_109.png,485.9299438999733,None,485.93209185991435,None,487.4320852999808,None,14,488.43180450005457,None,488.43180450005457,None,488.43180450005457,None,488.43180450005457,None,488.43180450005457,None,488.43180450005457,None,488.43180450005457,None,0.0283203125,0.1201171875,1,0,0,first_left,0.01636596000753343,None,342bhr,2023-01-24_16h34.41.546,exp,2021.1.4,60.12907302899804,
,,,,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492.913877459988,None,old,images/OBJ_158.png,490.115300299949,None,490.1146950598806,None,491.6142540000146,None,15,492.6144398000324,None,492.6144398000324,None,492.6144398000324,None,492.6144398000324,None,492.6144398000324,None,492.6144398000324,None,492.6144398000324,None,-0.0185546875,0.0380859375,1,0,0,first_left,0.016360359964892268,None,342bhr,2023-01-24_16h34.41.546,exp,2021.1.4,60.12907302899804,
,,,,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496.4794466599589,None,old,images/OBJ_157.png,493.663531600032,None,493.66367415983694,None,495.1635601000162,None,16,496.1628881000215,None,496.1628881000215,None,496.1628881000215,None,496.1628881000215,None,496.1628881000215,None,496.1628881000215,None,496.1628881000215,None,-0.0009765625,-0.2392578125,1,0,0,third_right,0.016366860014386475,None,342bhr,2023-01-24_16h34.41.546,exp,2021.1.4,60.12907302899804,
,,,,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.29500395995564,None,old,images/OBJ_130.png,497.2283597999485,None,497.2287780598737,None,498.7287730999524,None,17,499.7285094000399,None,499.7285094000399,None,499.7285094000399,None,499.7285094000399,None,499.7285094000399,None,499.7285094000399,None,499.7285094000399,None,0.0,-0.234375,1,0,0,third_right,0.016363659873604774,None,342bhr,2023-01-24_16h34.41.546,exp,2021.1.4,60.12907302899804,
,,,,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504.27767055998555,None,old,images/OBJ_18.png,501.06132840004284,None,501.06146661993114,None,502.5610537000466,None,18,503.5607507999521,None,503.5607507999521,None,503.5607507999521,None,503.5607507999521,None,503.5607507999521,None,503.5607507999521,None,503.5607507999521,None,0.0078125,-0.14453125,1,0,0,second_middle,0.016366359894163907,None,342bhr,2023-01-24_16h34.41.546,exp,2021.1.4,60.12907302899804,
,,,,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508.1099117600126,None,old,images/OBJ_141.png,505.03502469998784,None,505.04310601982286,None,506.54368989996146,None,19,507.5428709000116,None,507.5428709000116,None,507.5428709000116,None,507.5428709000116,None,507.5428709000116,None,507.5428709000116,None,507.5428709000116,None,-0.0048828125,0.08984375,1,0,0,first_left,0.016363259870558977,None,342bhr,2023-01-24_16h34.41.546,exp,2021.1.4,60.12907302899804,
,,,,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.6922129600309,None,old,images/OBJ_63.png,508.8679967999924,None,508.8754101198632,None,510.3758979999693,None,20,511.37553019996267,None,511.37553019996267,None,511.37553019996267,None,511.37553019996267,None,511.37553019996267,None,511.37553019996267,None,511.37553019996267,None,0.0263671875,-0.1435546875,1,0,0,second_middle,0.016355959931388497,None,342bhr,2023-01-24_16h34.41.546,exp,2021.1.4,60.12907302899804,
,,,,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517.2067337600049,None,old,images/OBJ_12.png,512.4425406999653,None,512.4415153598413,None,513.9582015000051,None,21,514.9577967999503,None,514.9577967999503,None,514.9577967999503,None,514.9577967999503,None,514.9577967999503,None,514.9577967999503,None,514.9577967999503,None,0.0244140625,-0.111328125,1,0,0,second_middle,0.016362559981644154,None,342bhr,2023-01-24_16h34.41.546,exp,2021.1.4,60.12907302899804,
,,,,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.3221968600294,None,old,images/OBJ_70.png,517.9532765999902,None,517.956562759867,None,519.4565712000476,None,22,520.4558722999645,None,520.4558722999645,None,520.4558722999645,None,520.4558722999645,None,520.4558722999645,None,520.4558722999645,None,520.4558722999645,None,0.005859375,-0.3642578125,1,0,0,third_right,0.016341459937393665,None,342bhr,2023-01-24_16h34.41.546,exp,2021.1.4,60.12907302899804,
,,,,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.3043875600445,None,old,images/OBJ_26.png,522.0712870999705,None,522.0715115599335,None,523.5715138999512,None,23,524.5712747999933,None,524.5712747999933,None,524.5712747999933,None,524.5712747999933,None,524.5712747999933,None,524.5712747999933,None,524.5712747999933,None,-0.0048828125,-0.1611328125,1,0,0,second_middle,0.016357459942810237,None,342bhr,2023-01-24_16h34.41.546,exp,2021.1.4,60.12907302899804,
,,,,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528.869994559954,None,old,images/OBJ_163.png,526.0546225999715,None,526.0542070598342,None,527.5541214999976,None,24,528.5534803000046,None,528.5534803000046,None,528.5534803000046,None,528.5534803000046,None,528.5534803000046,None,528.5534803000046,None,528.5534803000046,None,0.01953125,-0.109375,1,0,0,second_middle,0.016333059989847243,None,342bhr,2023-01-24_16h34.41.546,exp,2021.1.4,60.12907302899804,
,,,,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532.7521926600486,None,old,images/OBJ_197.png,529.6235422999598,None,529.6193722598721,None,531.1359993000515,None,25,532.1357004999882,None,532.1357004999882,None,532.1357004999882,None,532.1357004999882,None,532.1357004999882,None,532.1357004999882,None,532.1357004999882,None,0.0537109375,-0.26171875,1,0,0,third_right,0.016359459958039224,None,342bhr,2023-01-24_16h34.41.546,exp,2021.1.4,60.12907302899804,
,,,,25,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536.2677740599495,None,old,images/OBJ_196.png,533.497923500021,None,533.5019000599161,None,535.002064500004,None,26,536.001768099959,None,536.001768099959,None,536.001768099959,None,536.001768099959,None,536.001768099959,None,536.001768099959,None,536.001768099959,None,0.0107421875,-0.275390625,1,0,0,third_right,0.016364659881219268,None,342bhr,2023-01-24_16h34.41.546,exp,2021.1.4,60.12907302899804,
,,,,26,0,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539.9006642599591,None,old,images/OBJ_171.png,537.0688783000223,None,537.0675796399127,None,538.5843198000221,None,27,539.5840887000086,None,539.5840887000086,None,539.5840887000086,None,539.5840887000086,None,539.5840887000086,None,539.5840887000086,None,539.5840887000086,None,0.0068359375,-0.13671875,1,0,0,second_middle,0.016323560033924878,None,342bhr,2023-01-24_16h34.41.546,exp,2021.1.4,60.12907302899804,
,,,,27,0,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543.4990724600386,None,old,images/OBJ_137.png,540.6797520000255,None,540.6830807798775,None,542.182797800051,None,28,543.1824645999586,None,543.1824645999586,None,543.1824645999586,None,543.1824645999586,None,543.1824645999586,None,543.1824645999586,None,543.1824645999586,None,0.0068359375,-0.13671875,1,0,0,second_middle,0.01636786002200097,None,342bhr,2023-01-24_16h34.41.546,exp,2021.1.4,60.12907302899804,
,,,,28,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547.1651570599527,None,old,images/OBJ_188.png,544.2773683000123,None,544.282162779849,None,545.7817380999913,None,29,546.7814556000521,None,546.7814556000521,None,546.7814556000521,None,546.7814556000521,None,546.7814556000521,None,546.7814556000521,None,546.7814556000521,None,0.0576171875,-0.2841796875,1,0,0,third_right,0.016360659967176616,None,342bhr,2023-01-24_16h34.41.546,exp,2021.1.4,60.12907302899804,
,,,,29,0,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550.780335960025,None,old,images/OBJ_134.png,547.952283599996,None,547.9643836398144,None,549.464007099974,None,30,550.4637165999738,None,550.4637165999738,None,550.4637165999738,None,550.4637165999738,None,550.4637165999738,None,550.4637165999738,None,550.4637165999738,None,0.0439453125,-0.146484375,1,0,0,second_middle,0.016362559981644154,None,342bhr,2023-01-24_16h34.41.546,exp,2021.1.4,60.12907302899804,
,,,,30,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554.3625603600406,None,old,images/OBJ_146.png,551.5630845000269,None,551.5632558798185,None,553.0634430999635,None,31,554.0631060999585,None,554.0631060999585,None,554.0631060999585,None,554.0631060999585,None,554.0631060999585,None,554.0631060999585,None,554.0631060999585,None,0.0244140625,0.044921875,1,0,0,first_left,0.016365560004487634,None,342bhr,2023-01-24_16h34.41.546,exp,2021.1.4,60.12907302899804,
,,,,31,0,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,558.7612453599461,None,old,images/OBJ_161.png,555.1424848999595,None,555.1456514798571,None,556.6457468000008,None,32,557.6454470000463,None,557.6454470000463,None,557.6454470000463,None,557.6454470000463,None,557.6454470000463,None,557.6454470000463,None,557.6454470000463,None,0.0078125,-0.1435546875,1,0,0,second_middle,0.016367060015909374,None,342bhr,2023-01-24_16h34.41.546,exp,2021.1.4,60.12907302899804,
,,,,32,0,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562.3435644599842,None,old,images/OBJ_131.png,559.5393319999566,None,559.543866079906,None,561.0444428999908,None,33,562.0441873000236,None,562.0441873000236,None,562.0441873000236,None,562.0441873000236,None,562.0441873000236,None,562.0441873000236,None,562.0441873000236,None,0.0263671875,-0.296875,1,0,0,third_right,0.016336860018782318,None,342bhr,2023-01-24_16h34.41.546,exp,2021.1.4,60.12907302899804,
,,,,33,0,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566.325747060054,None,old,images/OBJ_189.png,563.1318069000263,None,563.1432889399119,None,564.6429439999629,None,34,565.6426192000508,None,565.6426192000508,None,565.6426192000508,None,565.6426192000508,None,565.6426192000508,None,565.6426192000508,None,565.6426192000508,None,0.00390625,0.0927734375,1,0,0,first_left,0.01636626000981778,None,342bhr,2023-01-24_16h34.41.546,exp,2021.1.4,60.12907302899804,
,,,,34,0,34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.9413421600359,None,old,images/OBJ_9.png,567.1140384000028,None,567.1255054398906,None,568.6255680000177,None,35,569.6252693999559,None,569.6252693999559,None,569.6252693999559,None,569.6252693999559,None,569.6252693999559,None,569.6252693999559,None,569.6252693999559,None,0.037109375,-0.142578125,1,0,0,second_middle,0.016354559920728207,None,342bhr,2023-01-24_16h34.41.546,exp,2021.1.4,60.12907302899804,
,,,,35,0,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573.7735343600391,None,old,images/OBJ_183.png,570.7350105999503,None,570.7409259398236,None,572.2411723999539,None,36,573.2408840999706,None,573.2408840999706,None,573.2408840999706,None,573.2408840999706,None,573.2408840999706,None,573.2408840999706,None,573.2408840999706,None,0.0078125,-0.279296875,1,0,0,third_right,0.01636835979297757,None,342bhr,2023-01-24_16h34.41.546,exp,2021.1.4,60.12907302899804,
,,,,36,0,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577.4558593599825,None,old,images/OBJ_2.png,574.5530473999679,None,574.5566401798511,None,576.0562698000576,None,37,577.0559678999707,None,577.0559678999707,None,577.0559678999707,None,577.0559678999707,None,577.0559678999707,None,577.0559678999707,None,577.0559678999707,None,-0.0244140625,0.033203125,1,0,0,first_left,0.016313159954734147,None,342bhr,2023-01-24_16h34.41.546,exp,2021.1.4,60.12907302899804,
,,,,37,0,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581.0552502599778,None,old,images/OBJ_174.png,578.2374034000095,None,578.2389197799145,None,579.7384802000597,None,38,580.738693100051,None,580.738693100051,None,580.738693100051,None,580.738693100051,None,580.738693100051,None,580.738693100051,None,580.738693100051,None,0.0087890625,-0.107421875,1,0,0,second_middle,0.016364059876650572,None,342bhr,2023-01-24_16h34.41.546,exp,2021.1.4,60.12907302899804,
,,,,38,0,38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584.9036292599515,None,old,images/OBJ_153.png,581.8552617999958,None,581.8543843398337,None,583.3540935999481,None,39,584.3538381999824,None,584.3538381999824,None,584.3538381999824,None,584.3538381999824,None,584.3538381999824,None,584.3538381999824,None,584.3538381999824,None,0.0087890625,-0.107421875,1,0,0,second_middle,0.0163675599033013,None,342bhr,2023-01-24_16h34.41.546,exp,2021.1.4,60.12907302899804,
,,,,39,0,39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,588.502623859956,None,old,images/OBJ_110.png,585.6852623999584,None,585.686227679858,None,587.1868196000578,None,40,588.1860437999712,None,588.1860437999712,None,588.1860437999712,None,588.1860437999712,None,588.1860437999712,None,588.1860437999712,None,588.1860437999712,None,0.00390625,0.064453125,1,0,0,first_left,0.016334959771484137,None,342bhr,2023-01-24_16h34.41.546,exp,2021.1.4,60.12907302899804,
