EncodingTrials.thisRepN,EncodingTrials.thisTrialN,EncodingTrials.thisN,EncodingTrials.thisIndex,Instructions.started,Instructions.stopped,Trial_Order,triplet1,triplet2,triplet3,Triplet1.started,Triplet1.stopped,Triplet2.started,Triplet2.stopped,Triplet3.started,Triplet3.stopped,sound_pop.started,sound_pop.stopped,sound_pop2.started,sound_pop2.stopped,sound_pop3.started,sound_pop3.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,8.409924900042824,None,LMR,images/OBJ_200.png,images/OBJ_198.png,images/OBJ_10.png,11.320443600066938,12.82000299997162,13.303199399961159,14.802760799997486,15.302618699963205,None,11.320435700006783,None,13.303195040044375,None,15.302590839983896,None,,,,,,
