EncodingTrials.thisRepN,EncodingTrials.thisTrialN,EncodingTrials.thisN,EncodingTrials.thisIndex,RetrievalTrials.thisRepN,RetrievalTrials.thisTrialN,RetrievalTrials.thisN,RetrievalTrials.thisIndex,Instructions.started,Instructions.stopped,Trial_Order,triplet1,triplet2,triplet3,Triplet1.started,Triplet1.stopped,Triplet2.started,Triplet2.stopped,Triplet3.started,Triplet3.stopped,sound_pop.started,sound_pop.stopped,sound_pop2.started,sound_pop2.stopped,sound_pop3.started,sound_pop3.stopped,Mask.started,Mask.stopped,encodingType,nextTrial,encodingTrials,img1.started,img1.stopped,img2.started,img2.stopped,img3.started,img3.stopped,sound_pop4.started,sound_pop4.stopped,sound_pop5.started,sound_pop5.stopped,sound_pop6.started,sound_pop6.stopped,text_2.started,text_2.stopped,methodCheck,Method Clicked,text.started,text.stopped,sameText.started,sameText.stopped,diffText.started,diffText.stopped,leftCL.started,leftCL.stopped,rightCL.started,rightCL.stopped,MethodMouse.x,MethodMouse.y,MethodMouse.leftButton,MethodMouse.midButton,MethodMouse.rightButton,MethodMouse.time,MethodMouse.clicked_name,MethodMouse.started,MethodMouse.stopped,clickedSound.started,clickedSound.stopped,retType,retIMG,participant,date,expName,psychopyVersion,frameRate,
0,0,0,0,,,,,22.960866400040686,None,LMR,images/OBJ_2.png,images/OBJ_4.png,images/OBJ_18.png,35.606070700101554,37.10562349995598,37.60547529999167,39.105068900156766,39.60490899998695,None,35.60656469967216,None,37.60554219014011,None,39.604980889940634,None,41.104478100314736,None,same,None,1,42.74635080015287,44.25355970021337,44.73677200032398,46.23632400017232,46.73618820030242,None,42.75434889970347,None,44.7368141899351,None,46.73621599026956,None,48.23575670039281,None,1,['leftCL'],49.235477100126445,None,49.235477100126445,None,49.235477100126445,None,49.235477100126445,None,49.235477100126445,None,-0.162109375,-0.2529296875,1,0,0,1.8461253000423312,leftCL,0.012931690085679293,None,51.08498059003614,None,,,,2022_Mar_08_1453,exp,2021.1.4,60.05136789780486,
1,0,1,0,,,,,,,RML,images/OBJ_165.png,images/OBJ_35.png,images/OBJ_167.png,51.6464785002172,53.15098959999159,53.63418190041557,55.13375380029902,55.633621900342405,None,51.651702750241384,None,53.63426979002543,None,55.633647290291265,None,57.13316510012373,None,same,None,2,58.68127530021593,60.18228300008923,60.68214299995452,62.182175000198185,62.68156799999997,None,58.682764059863985,None,60.68217158992775,None,62.68159759021364,None,64.1811162000522,None,1,['leftCL'],65.18083900026977,None,65.18083900026977,None,65.18083900026977,None,65.18083900026977,None,65.18083900026977,None,-0.12109375,-0.2744140625,1,0,0,0.44889770029112697,leftCL,0.015366590581834316,None,65.63079809001647,None,,,,2022_Mar_08_1453,exp,2021.1.4,60.05136789780486,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,old,images/OBJ_18.png,,,,,,
