EncodingTrials.thisRepN,EncodingTrials.thisTrialN,EncodingTrials.thisN,EncodingTrials.thisIndex,Instructions.started,Instructions.stopped,Trial_Order,triplet1,triplet2,triplet3,Triplet1.started,participant,date,expName,psychopyVersion,frameRate,
,,,,19.595575499814004,None,RLM,images/OBJ_13.png,images/OBJ_188.png,images/OBJ_149.png,21.17799609992653,,,,,,
