EncodingTrials.thisRepN,EncodingTrials.thisTrialN,EncodingTrials.thisN,EncodingTrials.thisIndex,Instructions.started,Instructions.stopped,Trial_Order,triplet1,triplet2,triplet3,participant,date,expName,psychopyVersion,frameRate,
,,,,31.604707299731672,None,LMR,images/OBJ_119.png,images/OBJ_70.png,images/OBJ_68.png,,,,,,
