EncodingTrials.thisRepN,EncodingTrials.thisTrialN,EncodingTrials.thisN,EncodingTrials.thisIndex,Instructions.started,Instructions.stopped,Trial_Order,triplet1,triplet2,triplet3,Triplet1.started,Triplet1.stopped,Triplet2.started,Triplet2.stopped,Triplet3.started,Triplet3.stopped,sound_pop.started,sound_pop.stopped,sound_pop2.started,sound_pop2.stopped,sound_pop3.started,sound_pop3.stopped,Mask.started,Mask.stopped,encodingType,nextTrial,encodingTrials,img1.started,img1.stopped,img2.started,img2.stopped,img3.started,img3.stopped,sound_pop4.started,sound_pop4.stopped,sound_pop5.started,sound_pop5.stopped,sound_pop6.started,sound_pop6.stopped,text_2.started,text_2.stopped,methodCheck,Method Clicked,text.started,text.stopped,sameText.started,sameText.stopped,diffText.started,diffText.stopped,leftCL.started,leftCL.stopped,rightCL.started,rightCL.stopped,MethodMouse.x,MethodMouse.y,MethodMouse.leftButton,MethodMouse.midButton,MethodMouse.rightButton,MethodMouse.time,MethodMouse.clicked_name,MethodMouse.started,MethodMouse.stopped,clickedSound.started,clickedSound.stopped,participant,date,expName,psychopyVersion,frameRate,
0,0,0,0,43.054807000095025,None,RML,images/OBJ_68.png,images/OBJ_113.png,images/OBJ_67.png,44.481964299920946,45.99363730009645,46.47678539995104,47.97637360007502,48.47620979999192,None,44.494095699861646,None,46.47681152990553,None,48.476205729949285,None,49.975800300017,None,same,None,1,51.61200620001182,53.12486599991098,53.60806220001541,55.10767120006494,55.607504199957475,None,51.608597769797775,None,53.60807852989528,None,55.60750452994834,None,57.107040599919856,None,1,['leftCL'],58.10680199996568,None,58.10680199996568,None,58.10680199996568,None,58.10680199996568,None,58.10680199996568,None,-0.16113281,-0.21289062,1,0,0,1.8800345999188721,leftCL,0.013589029898867011,None,59.989572230097835,None,,2022-03-03_15h17.53.846,exp,2021.1.4,60.025126527606204,
1,0,1,0,,,LRM,images/OBJ_52.png,images/OBJ_6.png,images/OBJ_146.png,60.53664529998787,62.03896880010143,62.53881540009752,64.03838209994137,64.53825480001979,None,60.53938331995159,None,62.538828430068676,None,64.53822333000134,None,66.03776279999875,None,same,None,2,67.57805699994788,69.08687629993074,69.57009879988618,71.06963920011185,71.56949850008823,None,67.58717202004046,None,69.5701016300125,None,71.56954952988308,None,73.06907909992151,None,1,['leftCL'],74.06878759991378,None,74.06878759991378,None,74.06878759991378,None,74.06878759991378,None,74.06878759991378,None,-0.17089844,-0.20800781,1,0,0,0.6499115000478923,leftCL,0.016441529849544168,None,74.71861543001141,None,,2022-03-03_15h17.53.846,exp,2021.1.4,60.025126527606204,
,,,,,,RML,images/OBJ_9.png,images/OBJ_61.png,images/OBJ_181.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
