EncodingTrials.thisRepN,EncodingTrials.thisTrialN,EncodingTrials.thisN,EncodingTrials.thisIndex,RetrievalTrials.thisRepN,RetrievalTrials.thisTrialN,RetrievalTrials.thisN,RetrievalTrials.thisIndex,Instructions.started,Instructions.stopped,Trial_Order,triplet1,triplet2,triplet3,Triplet1.started,Triplet1.stopped,Triplet2.started,Triplet2.stopped,Triplet3.started,Triplet3.stopped,sound_pop.started,sound_pop.stopped,sound_pop2.started,sound_pop2.stopped,sound_pop3.started,sound_pop3.stopped,Mask.started,Mask.stopped,encodingType,nextTrial,encodingTrials,img1.started,img1.stopped,img2.started,img2.stopped,img3.started,img3.stopped,sound_pop4.started,sound_pop4.stopped,sound_pop5.started,sound_pop5.stopped,sound_pop6.started,sound_pop6.stopped,text_2.started,text_2.stopped,methodCheck,Method Clicked,text.started,text.stopped,sameText.started,sameText.stopped,diffText.started,diffText.stopped,leftCL.started,leftCL.stopped,rightCL.started,rightCL.stopped,MethodMouse.x,MethodMouse.y,MethodMouse.leftButton,MethodMouse.midButton,MethodMouse.rightButton,MethodMouse.time,MethodMouse.clicked_name,MethodMouse.started,MethodMouse.stopped,clickedSound.started,clickedSound.stopped,retType,retIMG,retIMG.started,retIMG.stopped,sound_pop7.started,sound_pop7.stopped,question_text.started,question_text.stopped,retTrials,decisionQ_2.started,decisionQ_2.stopped,first_left.started,first_left.stopped,second_middle.started,second_middle.stopped,third_right.started,third_right.stopped,First.started,First.stopped,Second.started,Second.stopped,Third.started,Third.stopped,Order_Position_Response.x,Order_Position_Response.y,Order_Position_Response.leftButton,Order_Position_Response.midButton,Order_Position_Response.rightButton,Order_Position_Response.clicked_name,Order_Position_Response.started,Order_Position_Response.stopped,slider.response,slider.rt,slider.started,slider.stopped,participant,date,expName,psychopyVersion,frameRate,
0,0,0,0,,,,,25.675447300076485,None,LMR,images/OBJ_191.png,images/OBJ_99.png,images/OBJ_59.png,28.057372100185603,29.564032400026917,30.047236900310963,31.546826499979943,32.046652000397444,None,28.064728500321507,None,30.0472526000347,None,32.04668440013192,None,33.54619470005855,None,diff,LRM,1,35.174129200167954,36.67866500001401,37.16185689996928,38.6614213003777,39.161298100370914,None,35.17917110030539,None,37.161858200049025,None,39.161266799969596,None,40.66083180019632,None,0,['leftCL'],41.6605503000319,None,41.6605503000319,None,41.6605503000319,None,41.6605503000319,None,41.6605503000319,None,-0.2568359375,-0.2822265625,1,0,0,1.7128685000352561,leftCL,0.01308939978480339,None,43.376756300171834,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022_Mar_09_1346,exp,2021.1.4,60.039650179354965,
1,0,1,0,,,,,,,RML,images/OBJ_17.png,images/OBJ_196.png,images/OBJ_30.png,43.93272040039301,45.44275530008599,45.92598060006276,47.425517700146884,47.92538570007309,None,43.94334270036779,None,45.926029400387776,None,47.92538980017416,None,49.4249651003629,None,same,LRM,2,50.97357780020684,52.474108800292015,52.97391419997439,54.47350030019879,54.97333960002288,None,50.97442880021408,None,52.97396140028722,None,54.97335910000838,None,56.47291400004178,None,1,['leftCL'],57.47261400008574,None,57.47261400008574,None,57.47261400008574,None,57.47261400008574,None,57.47261400008574,None,-0.294921875,-0.283203125,1,0,0,0.7486865003593266,leftCL,0.015383100137114525,None,58.22244800017215,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022_Mar_09_1346,exp,2021.1.4,60.039650179354965,
,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.00465270034037,None,old,images/OBJ_30.png,58.76159840030596,None,58.755637500295414,None,60.27181569999084,None,1,61.271464500110596,None,61.271464500110596,None,61.271464500110596,None,61.271464500110596,None,61.271464500110596,None,61.271464500110596,None,61.271464500110596,None,-0.046875,-0.0986328125,1,0,0,second_middle,0.014994299970567226,None,None,None,61.271464500110596,None,,2022_Mar_09_1346,exp,2021.1.4,60.039650179354965,
,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.33703860030509,None,old,images/OBJ_196.png,62.5162988002412,None,62.5212179002352,None,64.02073530014604,None,2,65.02042830036953,None,65.02042830036953,None,65.02042830036953,None,65.02042830036953,None,65.02042830036953,None,65.02042830036953,None,65.02042830036953,None,0.0009765625,-0.3232421875,1,0,0,third_right,0.014715600293129683,None,None,None,65.02042830036953,None,,2022_Mar_09_1346,exp,2021.1.4,60.039650179354965,
,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.86935000023804,None,old,images/OBJ_17.png,65.8490147003904,None,65.85358170038089,None,67.35306590003893,None,3,68.35283790016547,None,68.35283790016547,None,68.35283790016547,None,68.35283790016547,None,68.35283790016547,None,68.35283790016547,None,68.35283790016547,None,-0.009765625,0.0419921875,1,0,0,first_left,0.014924900140613317,None,None,None,68.35283790016547,None,,2022_Mar_09_1346,exp,2021.1.4,60.039650179354965,
